trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOT00000051584	15	84825998	84792736-84900526	overdominant	trans	4.58 	5.30 
ENSRNOT00000065081	16	4280046	4280046-4280046	dominant	trans	4.58 	6.81 
ENSRNOT00000010625	19	53632216	53632216-53632216	dominant	trans	4.58 	5.40 
ENSRNOT00000060037	20	25431164	25112799-37668161	overdominant	trans	4.58 	5.11 
ENSRNOT00000055345	4	144016921	3336983-144558845	overdominant	trans	4.58 	4.73 
ENSRNOT00000051343	10	76453655	54495324-76707968	overdominant	trans	4.58 	5.09 
ENSRNOT00000064292	7	44700590	44549569-135173467	dominant	trans	4.58 	6.19 
ENSRNOT00000020932	14	84415539	84415539-106124775	overdominant	trans	4.58 	4.86 
ENSRNOT00000031809	3	127461496	117525678-134313455	overdominant	trans	4.58 	4.92 
ENSRNOT00000018227	6	54160213	53420166-54927762	overdominant	trans	4.58 	4.71 
ENSRNOT00000041615	1	65611682	65611682-107494357	dominant	trans	4.58 	6.87 
ENSRNOT00000045062	17	73145178	39396542-73148579	overdominant	trans	4.57 	5.00 
ENSRNOT00000065641	15	42592597	42592597-43078233	dominant	trans	4.57 	7.66 
ENSRNOT00000049573	4	4615732	4308217-4646049	overdominant	trans	4.57 	5.01 
ENSRNOT00000057266	3	3496765	347175-4421906	dominant	trans	4.57 	7.11 
ENSRNOT00000032147	10	76400575	5723426-76564763	overdominant	trans	4.57 	4.72 
ENSRNOT00000041946	10	105602352	105211358-107381970	dominant	trans	4.57 	5.85 
ENSRNOT00000044954	1	156298087	151765788-232032924	overdominant	trans	4.57 	4.99 
ENSRNOT00000019113	6	115258614	115258614-115259065	dominant	trans	4.57 	6.01 
ENSRNOT00000022232	14	89025676	88329327-89150139	overdominant	trans	4.57 	5.31 
ENSRNOT00000012372	1	105659629	105617566-257603930	overdominant	trans	4.57 	4.73 
ENSRNOT00000015393	1	196175892	196175892-197094662	dominant	trans	4.57 	6.02 
ENSRNOT00000034355	19	38950900	38812774-39409121	dominant	trans	4.57 	5.29 
ENSRNOT00000028020	5	34943236	34486330-34997922	dominant	trans	4.57 	5.67 
ENSRNOT00000065658	10	95818356	95818356-96055318	overdominant	trans	4.57 	5.18 
ENSRNOT00000010675	13	60911363	60415451-62049743	overdominant	trans	4.57 	4.75 
ENSRNOT00000007954	5	23477367	23086038-23477367	overdominant	trans	4.57 	4.95 
ENSRNOT00000022152	10	20012122	19495417-65068083	overdominant	trans	4.57 	4.83 
ENSRNOT00000043541	2	137644212	137644212-138945872	dominant	trans	4.57 	5.49 
ENSRNOT00000018351	10	34881504	21441860-35285100	overdominant	trans	4.56 	4.69 
ENSRNOT00000045500	15	54325958	43246564-55226368	dominant	trans	4.56 	4.97 
ENSRNOT00000041474	3	35623354	35412035-35666984	overdominant	trans	4.56 	5.30 
ENSRNOT00000043733	16	76349403	75117663-76484402	dominant	trans	4.56 	6.71 
ENSRNOT00000064745	14	89293256	88479701-89443513	overdominant	trans	4.56 	4.69 
ENSRNOT00000058665	2	236695087	143873825-236695087	dominant	trans	4.56 	8.51 
ENSRNOT00000058680	2	143103153	138907979-144396486	dominant	trans	4.56 	6.34 
ENSRNOT00000048414	2	54312919	53787466-59633195	dominant	trans	4.56 	5.59 
ENSRNOT00000023960	15	84825998	84792736-84900526	overdominant	trans	4.56 	5.06 
ENSRNOT00000042136	1	196939787	196175892-197490532	overdominant	trans	4.56 	5.88 
ENSRNOT00000035534	17	22813995	22641554-23036183	overdominant	trans	4.56 	4.80 
ENSRNOT00000003193	1	196175892	196175892-197094662	overdominant	trans	4.56 	4.97 
ENSRNOT00000004717	1	104065286	103020725-254484747	overdominant	trans	4.56 	4.76 
ENSRNOT00000067059	5	35990810	35411803-41758525	dominant	trans	4.55 	5.59 
ENSRNOT00000019772	13	69165590	69079442-69279099	overdominant	trans	4.55 	5.49 
ENSRNOT00000059513	7	84265464	84265464-87511614	overdominant	trans	4.55 	5.56 
ENSRNOT00000018569	16	59991205	59991205-60540436	dominant	trans	4.55 	5.74 
ENSRNOT00000023217	9	7687814	7687814-8006152	dominant	trans	4.55 	7.80 
ENSRNOT00000045429	20	29846358	29830384-30434350	overdominant	trans	4.55 	4.81 
ENSRNOT00000025885	16	9534390	9253516-59725198	overdominant	trans	4.55 	6.66 
ENSRNOT00000002906	8	64576232	64012499-65133478	overdominant	trans	4.55 	6.10 
ENSRNOT00000035711	1	226036724	225935707-226040500	dominant	trans	4.55 	6.46 
ENSRNOT00000000317	16	9119620	8858734-11008225	overdominant	trans	4.55 	4.94 
ENSRNOT00000068229	1	196175892	196175892-197094662	overdominant	trans	4.55 	5.52 
ENSRNOT00000067290	13	12363456	10971340-12379728	dominant	trans	4.55 	6.50 
ENSRNOT00000048618	12	4901980	165284-5111719	overdominant	trans	4.55 	4.88 
ENSRNOT00000056866	10	102486733	9740640-102486733	dominant	trans	4.55 	6.35 
ENSRNOT00000042820	3	32662271	32662271-32678748	overdominant	trans	4.55 	6.00 
ENSRNOT00000066470	15	84040596	83975835-84163049	overdominant	trans	4.55 	4.98 
ENSRNOT00000055392	19	45561514	45554283-45561514	overdominant	trans	4.55 	4.84 
ENSRNOT00000064329	14	99503877	99243612-99540199	dominant	trans	4.55 	5.62 
ENSRNOT00000005762	1	197094662	196175892-197094662	overdominant	trans	4.55 	6.36 
ENSRNOT00000008458	2	48699440	48698236-49378714	overdominant	trans	4.54 	4.91 
ENSRNOT00000028354	4	135946923	135946923-135946923	dominant	trans	4.54 	6.13 
ENSRNOT00000059036	7	76330982	76136553-77430284	overdominant	trans	4.54 	5.42 
ENSRNOT00000031892	8	122593843	122593843-122593843	dominant	trans	4.54 	5.52 
ENSRNOT00000008877	1	196175892	196175892-197094662	dominant	trans	4.54 	6.96 
ENSRNOT00000014040	16	9119620	8858734-63316270	overdominant	trans	4.54 	4.92 
ENSRNOT00000022836	1	196175892	196175892-197094662	overdominant	trans	4.54 	5.82 
ENSRNOT00000004680	18	66485481	66485481-66950569	overdominant	trans	4.54 	5.19 
ENSRNOT00000013374	1	197517256	197517256-202058767	overdominant	trans	4.54 	5.37 
ENSRNOT00000006139	6	74149110	74149110-74149110	dominant	trans	4.54 	5.58 
ENSRNOT00000035129	7	84640549	84640549-87008456	overdominant	trans	4.54 	4.90 
ENSRNOT00000016432	8	48017386	47630795-48536641	overdominant	trans	4.53 	4.97 
ENSRNOT00000002599	7	13482271	12548053-15070741	dominant	trans	4.53 	6.78 
ENSRNOT00000013308	7	125713633	125713633-125919701	overdominant	trans	4.53 	4.79 
ENSRNOT00000067189	2	113271586	112021983-116794017	dominant	trans	4.53 	8.25 
ENSRNOT00000042682	10	59159713	59159713-59991750	dominant	trans	4.53 	6.26 
ENSRNOT00000026573	1	197517256	197408545-197563287	overdominant	trans	4.53 	5.12 
ENSRNOT00000049023	4	89746600	89668472-90397209	dominant	trans	4.53 	5.05 
ENSRNOT00000026888	13	91599499	91131250-92018674	overdominant	trans	4.53 	5.56 
ENSRNOT00000067210	4	154140929	154140929-155112654	overdominant	trans	4.53 	5.71 
ENSRNOT00000066970	4	9537798	8615469-15764328	dominant	trans	4.53 	6.94 
ENSRNOT00000041147	6	94623917	94623917-94623917	dominant	trans	4.53 	6.65 
ENSRNOT00000056609	5	110700308	12494377-111997240	overdominant	trans	4.52 	4.84 
ENSRNOT00000010869	1	197094662	196175892-197094662	overdominant	trans	4.52 	5.57 
ENSRNOT00000059160	19	31546836	31546836-40326944	dominant	trans	4.52 	5.37 
ENSRNOT00000042909	14	100608072	100555102-101145565	dominant	trans	4.52 	6.54 
ENSRNOT00000013475	16	36641778	34150572-45061899	overdominant	trans	4.52 	4.86 
ENSRNOT00000068092	20	15438251	15438251-15438799	dominant	trans	4.52 	4.83 
ENSRNOT00000012491	18	67559216	67559216-67785997	dominant	trans	4.52 	5.20 
ENSRNOT00000040729	3	144058229	144058229-144163724	overdominant	trans	4.52 	4.72 
ENSRNOT00000031780	2	211376494	211376494-211376494	dominant	trans	4.52 	6.92 
ENSRNOT00000017691	18	21761146	21761146-22273578	dominant	trans	4.52 	6.47 
ENSRNOT00000039121	7	13040720	13040720-15634392	dominant	trans	4.52 	7.10 
ENSRNOT00000010462	5	154446311	29159775-154517462	overdominant	trans	4.52 	4.70 
ENSRNOT00000005835	10	9740640	9740640-9740640	dominant	trans	4.52 	5.62 
ENSRNOT00000064143	7	97361007	95502632-97886345	dominant	trans	4.52 	5.80 
ENSRNOT00000003641	19	46233151	46004777-46248324	overdominant	trans	4.52 	5.05 
ENSRNOT00000026299	7	86065213	84590970-86357223	dominant	trans	4.52 	7.06 
ENSRNOT00000068061	3	130846666	130776565-130846666	dominant	trans	4.52 	7.38 
ENSRNOT00000065401	3	131074611	2559369-147039516	overdominant	trans	4.52 	5.00 
ENSRNOT00000026016	16	52936498	8873446-55402135	overdominant	trans	4.52 	4.99 
ENSRNOT00000024095	19	46124340	32386102-46233151	overdominant	trans	4.51 	4.79 
ENSRNOT00000067286	8	34050088	33999632-34385779	overdominant	trans	4.51 	4.77 
ENSRNOT00000005487	5	24691127	16416182-45958084	dominant	trans	4.51 	5.13 
ENSRNOT00000005239	16	76543716	76516394-77714370	dominant	trans	4.51 	5.34 
ENSRNOT00000033372	5	7531977	7507549-10299851	overdominant	trans	4.51 	5.40 
ENSRNOT00000025053	3	79340374	78008220-98324731	overdominant	trans	4.51 	4.97 
ENSRNOT00000001766	4	136586875	136495551-137464476	overdominant	trans	4.51 	4.81 
ENSRNOT00000010018	1	197094662	196175892-197094662	overdominant	trans	4.51 	4.95 
ENSRNOT00000057987	7	128291673	127913106-128291673	overdominant	trans	4.51 	5.09 
ENSRNOT00000019266	8	97725534	97554542-98663134	overdominant	trans	4.51 	4.79 
ENSRNOT00000039892	10	5723426	5723426-7155304	dominant	trans	4.51 	5.80 
ENSRNOT00000063901	6	19805320	19805320-116984339	overdominant	trans	4.51 	4.78 
ENSRNOT00000048501	1	232659054	188499785-233397087	overdominant	trans	4.51 	4.71 
ENSRNOT00000029568	15	58894145	57531986-59710411	overdominant	trans	4.50 	6.19 
ENSRNOT00000056530	14	14694878	14694878-24297255	dominant	trans	4.50 	5.90 
ENSRNOT00000026249	1	197517256	196939787-197563287	dominant	trans	4.50 	5.98 
ENSRNOT00000002647	1	100661098	100661098-102226283	overdominant	trans	4.50 	5.07 
ENSRNOT00000006690	20	27372129	25112799-37668161	overdominant	trans	4.50 	4.78 
ENSRNOT00000064466	8	90887620	49292695-99067094	overdominant	trans	4.50 	4.82 
ENSRNOT00000009002	10	15838793	15837755-16301280	overdominant	trans	4.50 	5.67 
ENSRNOT00000066391	4	84826836	84826836-85282671	dominant	trans	4.50 	5.34 
ENSRNOT00000067991	18	4403761	3556753-5160603	dominant	trans	4.50 	7.01 
ENSRNOT00000019924	10	29961188	29825152-30238221	overdominant	trans	4.50 	4.76 
ENSRNOT00000014337	6	53868338	53868338-53980097	overdominant	trans	4.50 	4.83 
ENSRNOT00000030465	16	52936498	8897289-55402135	overdominant	trans	4.50 	5.10 
ENSRNOT00000041474	1	146143942	144113961-151206217	dominant	trans	4.50 	5.32 
ENSRNOT00000065428	1	197517256	150271544-197563287	overdominant	trans	4.50 	5.07 
ENSRNOT00000065437	6	73385301	72811380-73523691	dominant	trans	4.50 	6.00 
ENSRNOT00000000369	16	69657476	69657476-69733810	dominant	trans	4.50 	8.95 
ENSRNOT00000016280	6	114377353	52759724-144700949	overdominant	trans	4.50 	5.04 
ENSRNOT00000039252	1	137886109	136534648-202058767	overdominant	trans	4.50 	5.57 
ENSRNOT00000065200	8	43424046	43289864-46033037	overdominant	trans	4.50 	4.89 
ENSRNOT00000058107	14	104779251	16677005-104779251	overdominant	trans	4.50 	5.38 
ENSRNOT00000025626	11	60624637	60610416-62366185	overdominant	trans	4.50 	4.87 
ENSRNOT00000023290	10	38583215	38376195-38960065	dominant	trans	4.50 	5.61 
ENSRNOT00000064990	12	13397462	13342522-13397462	dominant	trans	4.50 	5.37 
ENSRNOT00000051286	3	147280100	59327130-163584023	overdominant	trans	4.50 	4.74 
ENSRNOT00000027826	8	71776824	71776824-71811239	overdominant	trans	4.49 	5.23 
ENSRNOT00000042674	6	95790622	95790622-95790622	dominant	trans	4.49 	7.05 
ENSRNOT00000036137	16	52936498	52677122-54673590	overdominant	trans	4.49 	4.93 
ENSRNOT00000047666	16	9534390	9253516-54673590	overdominant	trans	4.49 	5.19 
ENSRNOT00000042040	1	234305027	234305027-234470721	overdominant	trans	4.49 	4.83 
ENSRNOT00000002815	7	80827141	76058835-81185580	overdominant	trans	4.49 	4.75 
ENSRNOT00000056193	14	89293256	89104972-99118520	overdominant	trans	4.49 	5.07 
ENSRNOT00000020866	6	13271439	12865883-13465576	overdominant	trans	4.49 	5.50 
ENSRNOT00000051938	9	67822993	67567714-67853802	overdominant	trans	4.49 	5.12 
ENSRNOT00000063805	10	45295638	44841196-45295638	overdominant	trans	4.49 	4.76 
ENSRNOT00000034642	18	61995399	61804735-61995399	dominant	trans	4.49 	5.50 
ENSRNOT00000022748	1	196175892	196175892-197094662	dominant	trans	4.49 	5.85 
ENSRNOT00000059263	6	57815097	57815097-58174919	overdominant	trans	4.49 	4.79 
ENSRNOT00000038353	4	22816703	21295105-128370047	dominant	trans	4.48 	5.66 
ENSRNOT00000032582	7	58886106	58790005-59275796	dominant	trans	4.48 	6.93 
ENSRNOT00000048554	17	69696112	69696112-69751439	overdominant	trans	4.48 	4.77 
ENSRNOT00000045110	18	13432274	13045939-13432274	dominant	trans	4.48 	5.51 
ENSRNOT00000019456	6	115258614	97528316-115283666	overdominant	trans	4.48 	4.81 
ENSRNOT00000066766	5	57641801	57641801-70327920	overdominant	trans	4.48 	4.82 
ENSRNOT00000057807	1	196939787	196939787-197094662	dominant	trans	4.48 	10.21 
ENSRNOT00000025377	1	196805125	196175892-197094662	overdominant	trans	4.48 	4.75 
ENSRNOT00000051285	6	94623917	94623917-94623917	dominant	trans	4.48 	6.62 
ENSRNOT00000020399	20	25827972	25112799-37668161	dominant	trans	4.48 	5.85 
ENSRNOT00000010558	6	54434817	54434817-58737396	overdominant	trans	4.48 	5.13 
ENSRNOT00000057971	11	67194917	67194917-67352772	dominant	trans	4.48 	7.33 
ENSRNOT00000016084	1	197094662	196175892-197094662	overdominant	trans	4.48 	6.48 
ENSRNOT00000010823	11	78041723	78041723-78502383	overdominant	trans	4.48 	5.32 
ENSRNOT00000045525	2	244540568	244472240-244540568	dominant	trans	4.48 	6.10 
ENSRNOT00000055369	6	46695282	46190382-48051771	dominant	trans	4.48 	5.61 
ENSRNOT00000002116	1	171356860	171356860-171907315	overdominant	trans	4.48 	4.99 
ENSRNOT00000057134	4	76993779	75114577-78527592	overdominant	trans	4.47 	5.05 
ENSRNOT00000029558	5	24691127	24691127-28881746	overdominant	trans	4.47 	4.87 
ENSRNOT00000017779	7	51796531	51566847-51796531	overdominant	trans	4.47 	4.87 
ENSRNOT00000068138	2	253117935	243884497-253849704	dominant	trans	4.47 	4.83 
ENSRNOT00000045323	5	34486021	34486021-37201335	dominant	trans	4.47 	6.42 
ENSRNOT00000029211	9	94896631	92577130-103496159	overdominant	trans	4.47 	4.85 
ENSRNOT00000059389	1	203446176	203320795-204196328	dominant	trans	4.47 	6.74 
ENSRNOT00000025255	1	197517256	93960720-202058767	overdominant	trans	4.47 	5.01 
ENSRNOT00000045139	10	38592677	38376195-94702111	overdominant	trans	4.47 	4.83 
ENSRNOT00000042256	19	30121165	29360206-30173218	overdominant	trans	4.47 	5.15 
ENSRNOT00000008039	6	40528898	40511171-42702187	overdominant	trans	4.47 	4.73 
ENSRNOT00000068412	16	76077375	73232344-76590878	dominant	trans	4.47 	7.23 
ENSRNOT00000064969	7	47945298	47851507-48350048	dominant	trans	4.47 	5.70 
ENSRNOT00000058184	1	105898350	105595855-110099204	overdominant	trans	4.47 	4.97 
ENSRNOT00000005239	18	72948977	72293442-72972577	overdominant	trans	4.47 	4.78 
ENSRNOT00000034715	10	5723426	5723426-5784098	dominant	trans	4.46 	5.48 
ENSRNOT00000045950	14	107611740	107064514-107910154	dominant	trans	4.46 	5.48 
ENSRNOT00000026580	9	45848693	37178783-45848693	overdominant	trans	4.46 	4.81 
ENSRNOT00000058467	8	108924380	108924380-108930652	dominant	trans	4.46 	6.70 
ENSRNOT00000006174	7	60674207	60674207-128343317	dominant	trans	4.46 	5.24 
ENSRNOT00000037688	20	25112799	25112799-37668161	dominant	trans	4.46 	5.70 
ENSRNOT00000029247	7	74458235	74458235-76576290	overdominant	trans	4.46 	4.87 
ENSRNOT00000067356	3	162669216	162146924-162787887	overdominant	trans	4.46 	4.97 
ENSRNOT00000058552	17	33460935	33361289-35128741	overdominant	trans	4.46 	4.77 
ENSRNOT00000061305	5	131565179	131544022-131686282	dominant	trans	4.46 	6.26 
ENSRNOT00000035590	13	86647584	14431000-89572595	overdominant	trans	4.46 	5.31 
ENSRNOT00000051207	6	118530256	118530256-118649640	dominant	trans	4.46 	5.81 
ENSRNOT00000017105	2	236695087	236480379-236695087	dominant	trans	4.46 	9.18 
ENSRNOT00000022079	3	31254698	31184139-31278100	dominant	trans	4.46 	5.94 
ENSRNOT00000004089	7	106283739	106016276-128343317	dominant	trans	4.45 	6.46 
ENSRNOT00000043763	17	14279119	13874087-14280636	dominant	trans	4.45 	5.69 
ENSRNOT00000066314	9	68096720	67931662-68230946	overdominant	trans	4.45 	6.71 
ENSRNOT00000034888	4	90507388	90507388-91041290	dominant	trans	4.45 	6.25 
ENSRNOT00000015730	4	29291507	29291507-33851412	dominant	trans	4.45 	5.30 
ENSRNOT00000068603	6	102877372	48454706-102877372	overdominant	trans	4.45 	5.05 
ENSRNOT00000066569	2	246004440	245561602-248607376	overdominant	trans	4.45 	5.43 
ENSRNOT00000012798	12	32725731	32528904-32725731	overdominant	trans	4.45 	5.71 
ENSRNOT00000025380	8	95895084	95148393-97526610	dominant	trans	4.45 	7.76 
ENSRNOT00000040801	13	35530171	35530171-35668415	dominant	trans	4.45 	6.93 
ENSRNOT00000044921	9	106098831	105887063-106098831	overdominant	trans	4.45 	4.72 
ENSRNOT00000060901	5	40608833	33777581-100389831	overdominant	trans	4.45 	4.86 
ENSRNOT00000038401	16	4475660	4475660-4475660	dominant	trans	4.45 	5.99 
ENSRNOT00000042130	1	104356156	36576764-262721035	dominant	trans	4.45 	4.95 
ENSRNOT00000023301	7	47945298	47851507-48942848	dominant	trans	4.45 	6.43 
ENSRNOT00000038160	11	64836323	63889775-65672772	overdominant	trans	4.45 	5.45 
ENSRNOT00000039190	1	194347402	123331492-194347402	overdominant	trans	4.45 	4.87 
ENSRNOT00000019311	7	120101788	118090714-120101788	overdominant	trans	4.45 	4.77 
ENSRNOT00000001891	3	144058229	144058229-161939935	overdominant	trans	4.45 	4.78 
ENSRNOT00000047258	15	56832706	56073524-58465295	dominant	trans	4.45 	5.44 
ENSRNOT00000003180	5	128318914	94422569-128501289	overdominant	trans	4.44 	4.84 
ENSRNOT00000058177	8	97516898	93960808-98779749	dominant	trans	4.44 	5.44 
ENSRNOT00000041731	1	172628104	158930812-172633900	overdominant	trans	4.44 	5.59 
ENSRNOT00000002223	17	86597321	85873825-87489405	dominant	trans	4.44 	5.43 
ENSRNOT00000065069	3	124140292	124056295-124235472	dominant	trans	4.44 	6.20 
ENSRNOT00000063985	5	110700308	28873747-111549595	dominant	trans	4.44 	5.44 
ENSRNOT00000035531	1	196175892	196175892-197094662	dominant	trans	4.44 	6.19 
ENSRNOT00000058128	9	45848693	37907571-45848693	dominant	trans	4.44 	4.83 
ENSRNOT00000005270	20	12910673	12910673-15438799	overdominant	trans	4.44 	5.17 
ENSRNOT00000050125	4	148126784	148031505-148126784	dominant	trans	4.44 	7.18 
ENSRNOT00000009585	17	12595735	11213054-12648242	dominant	trans	4.44 	5.32 
ENSRNOT00000066930	17	33409474	33207249-33409474	overdominant	trans	4.44 	4.76 
ENSRNOT00000042404	18	19078031	17938443-20572662	overdominant	trans	4.44 	4.72 
ENSRNOT00000056775	12	33476831	33467307-33991581	dominant	trans	4.44 	5.63 
ENSRNOT00000068357	18	70883914	70883914-73788761	overdominant	trans	4.44 	5.15 
ENSRNOT00000013997	1	196939787	196175892-197094662	overdominant	trans	4.44 	6.08 
ENSRNOT00000038641	1	197094662	196175892-197094662	overdominant	trans	4.43 	5.14 
ENSRNOT00000018367	16	4475660	4475660-55402135	dominant	trans	4.43 	5.46 
ENSRNOT00000040371	16	8873446	8873446-12921103	overdominant	trans	4.43 	4.80 
ENSRNOT00000002531	1	197517256	196939787-202058767	overdominant	trans	4.43 	5.43 
ENSRNOT00000020550	9	2502529	2040323-2502529	dominant	trans	4.43 	6.52 
ENSRNOT00000020803	5	157702222	157702222-158452691	overdominant	trans	4.43 	5.07 
ENSRNOT00000016519	9	45848693	45848693-45848693	dominant	trans	4.43 	4.96 
ENSRNOT00000049445	4	33914774	33851412-34007787	dominant	trans	4.43 	5.42 
ENSRNOT00000046034	9	93846945	93235503-95486125	overdominant	trans	4.43 	5.35 
ENSRNOT00000068591	5	28881746	24691127-111997240	overdominant	trans	4.43 	4.77 
ENSRNOT00000068511	2	220056683	218410541-220316166	overdominant	trans	4.43 	5.24 
ENSRNOT00000002330	8	88902953	6158067-98440602	overdominant	trans	4.43 	4.72 
ENSRNOT00000039295	13	73823126	73823126-74344664	dominant	trans	4.43 	6.02 
ENSRNOT00000019630	18	66371189	65846985-66617573	overdominant	trans	4.42 	5.82 
ENSRNOT00000022630	3	130859871	130859871-130859871	overdominant	trans	4.42 	4.98 
ENSRNOT00000019880	5	66217154	65792680-69205738	dominant	trans	4.42 	5.61 
ENSRNOT00000057298	7	35684405	35684405-36550227	dominant	trans	4.42 	5.54 
ENSRNOT00000060787	1	196939787	196175892-197563287	overdominant	trans	4.42 	4.95 
ENSRNOT00000034527	13	58182682	51794620-59814043	overdominant	trans	4.42 	5.33 
ENSRNOT00000036787	7	134946880	134946880-135173467	overdominant	trans	4.42 	5.07 
ENSRNOT00000040903	7	47945298	37069599-48942848	overdominant	trans	4.42 	4.82 
ENSRNOT00000056051	12	33476831	33467307-37306983	dominant	trans	4.42 	5.14 
ENSRNOT00000025198	9	45848693	37178783-45848693	dominant	trans	4.42 	5.43 
ENSRNOT00000051388	13	69271108	67747324-69906812	overdominant	trans	4.42 	4.75 
ENSRNOT00000011799	4	87376836	84638524-88788529	overdominant	trans	4.41 	4.75 
ENSRNOT00000065181	2	142831346	140977586-179539344	dominant	trans	4.41 	5.96 
ENSRNOT00000060033	8	45785270	45048924-46666185	dominant	trans	4.41 	5.88 
ENSRNOT00000044390	11	79590969	79387448-80440369	overdominant	trans	4.41 	4.73 
ENSRNOT00000026265	19	46124340	46004777-46403044	overdominant	trans	4.41 	4.78 
ENSRNOT00000044477	1	202048821	196939787-258468391	dominant	trans	4.41 	5.11 
ENSRNOT00000065895	20	25954772	25112799-37668161	overdominant	trans	4.41 	4.80 
ENSRNOT00000068641	13	91961870	91599499-93214976	overdominant	trans	4.41 	5.23 
ENSRNOT00000005998	2	196292715	195868519-197627154	overdominant	trans	4.41 	4.98 
ENSRNOT00000065233	4	89746600	49703821-128358283	dominant	trans	4.41 	4.95 
ENSRNOT00000018452	15	74729124	74729124-75143909	dominant	trans	4.41 	4.84 
ENSRNOT00000020337	1	196175892	196175892-197094662	dominant	trans	4.41 	6.37 
ENSRNOT00000066934	16	9534390	9534390-9534390	overdominant	trans	4.41 	5.25 
ENSRNOT00000012802	5	70513564	65792680-70517870	dominant	trans	4.41 	5.21 
ENSRNOT00000067839	2	207638656	26302183-211649293	overdominant	trans	4.41 	4.81 
ENSRNOT00000046354	7	12548053	12548053-15070741	dominant	trans	4.41 	6.90 
ENSRNOT00000046957	10	11926730	8799472-12864160	overdominant	trans	4.41 	4.82 
ENSRNOT00000008559	5	2241369	2241369-2659999	overdominant	trans	4.41 	5.23 
ENSRNOT00000017744	2	204925018	59851646-254882128	overdominant	trans	4.41 	4.71 
ENSRNOT00000010537	14	78906266	78070986-103043383	overdominant	trans	4.41 	4.73 
ENSRNOT00000051291	7	70806207	69718231-72155932	overdominant	trans	4.41 	4.85 
ENSRNOT00000050489	1	48706463	47341372-55733538	overdominant	trans	4.41 	4.80 
ENSRNOT00000056638	20	64148	26997-3905878	overdominant	trans	4.41 	5.19 
ENSRNOT00000041186	1	197094662	196175892-197094662	dominant	trans	4.41 	6.68 
ENSRNOT00000017691	5	33778240	33777581-34463490	dominant	trans	4.40 	7.22 
ENSRNOT00000022079	5	139778982	139778982-140036982	dominant	trans	4.40 	6.36 
ENSRNOT00000019113	7	21972187	1379311-21972187	dominant	trans	4.40 	5.38 
ENSRNOT00000044206	3	125867667	125578346-127289353	overdominant	trans	4.40 	5.12 
ENSRNOT00000057977	4	24061155	22915456-136114018	overdominant	trans	4.40 	4.89 
ENSRNOT00000064724	16	21934968	21934968-23639845	dominant	trans	4.40 	5.92 
ENSRNOT00000009292	4	89746600	79800824-90397209	dominant	trans	4.40 	5.89 
ENSRNOT00000065301	18	58834848	58519312-58916475	overdominant	trans	4.40 	5.01 
ENSRNOT00000022744	2	174664571	173885551-174914634	dominant	trans	4.40 	6.87 
ENSRNOT00000027352	4	32845826	32845730-32947042	dominant	trans	4.40 	4.94 
ENSRNOT00000022971	18	11209143	3179776-13639446	overdominant	trans	4.40 	5.00 
ENSRNOT00000042805	4	57307869	56560884-58697509	dominant	trans	4.40 	6.03 
ENSRNOT00000016187	10	92816186	91702160-94702111	dominant	trans	4.40 	4.96 
ENSRNOT00000051155	1	197517256	197517256-197563287	dominant	trans	4.39 	6.68 
ENSRNOT00000064680	18	20139653	19413795-20903310	overdominant	trans	4.39 	4.90 
ENSRNOT00000049807	3	117870359	117525339-117870359	dominant	trans	4.39 	7.69 
ENSRNOT00000024271	1	137886109	136534648-137886109	overdominant	trans	4.39 	5.01 
ENSRNOT00000001365	1	202048821	9384699-202058767	dominant	trans	4.39 	5.60 
ENSRNOT00000067679	6	103325083	97528316-105468231	overdominant	trans	4.39 	4.77 
ENSRNOT00000018422	1	197517256	197517256-197563287	overdominant	trans	4.39 	5.33 
ENSRNOT00000033952	6	58669589	58669589-59145299	overdominant	trans	4.39 	4.92 
ENSRNOT00000047547	16	28712152	28712152-29852825	overdominant	trans	4.39 	5.31 
ENSRNOT00000065725	2	61102475	56916570-70879653	dominant	trans	4.39 	5.99 
ENSRNOT00000068736	10	55924618	55310644-55924618	dominant	trans	4.39 	6.43 
ENSRNOT00000040468	2	112561542	112021983-116671322	dominant	trans	4.39 	5.36 
ENSRNOT00000008254	14	10365558	10116670-13516105	overdominant	trans	4.39 	5.29 
ENSRNOT00000057756	5	7616436	4253069-9694922	overdominant	trans	4.39 	5.12 
ENSRNOT00000001092	1	197094662	196175892-197094662	overdominant	trans	4.39 	6.10 
ENSRNOT00000066783	3	47684934	47684934-47710897	overdominant	trans	4.39 	5.14 
ENSRNOT00000040461	9	45848693	7055425-45848693	dominant	trans	4.39 	4.82 
ENSRNOT00000054913	5	7507549	7507549-7936333	overdominant	trans	4.39 	5.52 
ENSRNOT00000021861	16	35957070	35906491-45061899	overdominant	trans	4.39 	5.10 
ENSRNOT00000025491	10	110458355	110458355-110458355	overdominant	trans	4.38 	6.06 
ENSRNOT00000068422	3	25705242	24915072-26396109	overdominant	trans	4.38 	4.69 
ENSRNOT00000029076	14	11768882	11577355-91371531	overdominant	trans	4.38 	4.95 
ENSRNOT00000002798	18	65965301	52215212-66544454	overdominant	trans	4.38 	4.89 
ENSRNOT00000006341	1	197094662	196175892-197094662	overdominant	trans	4.38 	5.42 
ENSRNOT00000019463	4	115600189	115387537-121435372	overdominant	trans	4.38 	5.10 
