trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
LIVER.express.scl33502.12_190.S	7	141612959	141279804-141877628	overdominant	trans	5.18 	5.27 
LIVER.express.IGHV8S9_U23024_Ig_heavy_variable_8S9_28.S	10	88796691	88796691-89234939	overdominant	trans	5.18 	4.44 
LIVER.express.scl52420.6.1_41.S	6	134651867	134651867-139126079	overdominant	trans	5.18 	4.43 
LIVER.express.GI_38084541.S	4	96563539	5362913-96653520	overdominant	trans	5.18 	4.53 
LIVER.express.scl39862.3.1_97.S	13	108016705	108016705-108070177	overdominant	trans	5.18 	4.44 
LIVER.express.ri.3732404C04.PX00010O10.AK028333.2239.S	14	13378431	13378431-16941081	overdominant	trans	5.18 	4.55 
LIVER.express.scl22352.1.485_87.S	15	99555070	99341195-99555070	overdominant	trans	5.18 	4.74 
LIVER.express.scl0233400.8_1.S	7	140189738	140189738-140189738	overdominant	trans	5.18 	4.50 
LIVER.express.scl47054.1.393_82.S	11	63413297	63156021-64472109	overdominant	trans	5.18 	5.12 
LIVER.express.scl30887.1.106_97.S	11	50196663	50196663-50196663	overdominant	trans	5.18 	4.59 
LIVER.express.scl35807.7.563_28.S	12	16150318	16150318-17176851	overdominant	trans	5.18 	4.81 
LIVER.express.scl42260.1.2629_30.S	19	30392032	30313613-30392032	overdominant	trans	5.18 	4.47 
LIVER.express.scl34113.11_208.S	11	32951216	32951216-32951216	overdominant	trans	5.18 	4.47 
LIVER.express.scl35398.12.2_77.S	6	121249276	46977142-122368025	overdominant	trans	5.18 	4.54 
LIVER.express.scl0001837.1_178.S	1	31213164	11017000-31213164	overdominant	trans	5.17 	4.54 
LIVER.express.scl48978.2.1_83.S	3	73543350	73543350-75255546	overdominant	trans	5.17 	4.44 
LIVER.express.IGKV9.129_K00880_Ig_kappa_variable_9.129_191.S	18	35204313	35204313-35204313	overdominant	NA	5.17 	4.73 
LIVER.express.scl098952.11_256.S	18	89274850	89274850-89274850	overdominant	trans	5.17 	4.41 
LIVER.express.scl024075.4_0.S	19	30392032	30313613-30392032	overdominant	trans	5.17 	4.51 
LIVER.express.scl37892.17.17_22.S	10	88796691	88796691-90880454	overdominant	trans	5.17 	5.18 
LIVER.express.scl22078.18_184.S	12	114385312	114385312-117956672	overdominant	trans	5.17 	4.42 
LIVER.express.scl3125.1.1_16.S	17	83797499	83056104-90120058	overdominant	trans	5.17 	4.41 
LIVER.express.GI_38075840.S	16	62450520	61490909-64434619	overdominant	trans	5.17 	4.64 
LIVER.express.scl011964.1_274.S	19	30392032	30313613-30392032	overdominant	trans	5.17 	4.46 
LIVER.express.scl30068.4_161.S	13	54980347	54980347-54980347	overdominant	trans	5.17 	5.09 
LIVER.express.scl21340.1.1_227.S	12	3779593	3779593-14571263	overdominant	trans	5.17 	4.63 
LIVER.express.scl0076846.1_142.S	4	51499885	51499885-51499885	overdominant	NA	5.17 	4.50 
LIVER.express.scl011816.1_11.S	19	30313613	30313613-30392032	overdominant	trans	5.17 	4.47 
LIVER.express.scl0217779.3_307.S	11	118156487	118156487-119216024	overdominant	trans	5.16 	4.67 
LIVER.express.scl53341.4_558.S	12	114385312	113741390-118957486	overdominant	trans	5.16 	4.40 
LIVER.express.scl25391.9_273.S	9	47039794	46045336-47039794	overdominant	trans	5.16 	4.77 
LIVER.express.ri.4930542C16.PX00034D13.AK016018.1093.S	5	114660896	114660896-114660896	overdominant	trans	5.16 	4.59 
LIVER.express.scl26742.12.1_68.S	5	41922376	41433862-42201344	overdominant	trans	5.16 	4.40 
LIVER.express.MJ.3000.119_2253_REVCOMP.S	3	135097335	133905066-135097335	overdominant	NA	5.16 	4.80 
LIVER.express.ri.A930001H09.PX00065N21.AK044210.1532.S	18	44011374	44011374-44122367	overdominant	trans	5.16 	4.40 
LIVER.express.GI_38086326.S	16	56675199	56462920-74245866	overdominant	NA	5.16 	4.40 
LIVER.express.scl071514.8_14.S	16	94890932	49855424-94916267	overdominant	trans	5.16 	4.51 
LIVER.express.GI_38079531.S	15	91147389	91147389-91889219	overdominant	NA	5.16 	5.25 
LIVER.express.scl48347.19.1_168.S	8	102532192	100341820-105113154	overdominant	trans	5.16 	4.88 
LIVER.express.ri.4930402N24.PX00029C06.AK015056.390.S	19	22414759	22414759-32179331	overdominant	NA	5.16 	5.03 
LIVER.express.ri.D330036A12.PX00192E08.AK084726.800.S	19	47218528	47218528-47636600	overdominant	trans	5.15 	4.57 
LIVER.express.scl52275.10.1_103.S	1	178912638	178912638-179199621	overdominant	trans	5.15 	4.94 
LIVER.express.scl29647.3.1_33.S	3	131504917	34034259-131729777	overdominant	trans	5.15 	4.39 
LIVER.express.GI_38079104.S	3	70392038	70392038-72129740	overdominant	trans	5.15 	4.51 
LIVER.express.scl0003197.1_220.S	3	135447338	132350765-137062082	overdominant	trans	5.15 	4.66 
LIVER.express.GI_38074373.S	7	129710003	129710003-129710003	overdominant	trans	5.15 	4.67 
LIVER.express.scl53679.22_301.S	10	105314105	101577553-105437550	overdominant	trans	5.15 	4.45 
LIVER.express.ri.4631414F19.PX00102A13.AK028468.2819.S	3	84025473	61747297-88309985	overdominant	trans	5.15 	4.40 
LIVER.express.scl0018045.2_49.S	8	84568855	83887227-124978826	overdominant	trans	5.15 	4.41 
LIVER.express.GI_38082749.S	5	120493505	119343787-121680885	overdominant	NA	5.15 	5.24 
LIVER.express.scl012842.26_28.S	6	34603223	34603223-35481674	overdominant	trans	5.15 	4.39 
LIVER.express.scl43493.6.1_90.S	3	86465068	84298751-87446346	overdominant	trans	5.15 	4.94 
LIVER.express.scl33678.12.1_84.S	19	30392032	30313613-30392032	overdominant	trans	5.15 	4.39 
LIVER.express.scl012919.2_18.S	8	3312780	3312780-6886944	overdominant	trans	5.15 	4.42 
LIVER.express.GI_38077338.S	16	59475460	58692923-87425376	overdominant	trans	5.15 	4.80 
LIVER.express.scl00093.1_86.S	18	63939474	60021322-64673900	overdominant	trans	5.15 	4.86 
LIVER.express.GI_38089688.S	4	107061597	103321564-114284394	overdominant	NA	5.14 	4.39 
LIVER.express.scl0209047.3_12.S	18	60717374	60021322-62337059	overdominant	NA	5.14 	4.39 
LIVER.express.GI_38080360.S	19	30392032	30313613-31581047	overdominant	trans	5.14 	4.39 
LIVER.express.scl0012576.1_52.S	7	96589190	95460691-97357583	overdominant	trans	5.14 	4.44 
LIVER.express.scl0258771.1_118.S	5	76243359	74594494-76760880	overdominant	trans	5.14 	4.38 
LIVER.express.scl48351.1.2167_111.S	11	12072619	8974238-20753709	overdominant	trans	5.14 	4.56 
LIVER.express.GI_38077853.S	6	24505488	23784405-25547520	overdominant	trans	5.14 	4.42 
LIVER.express.ri.4921515A04.PX00014B21.AK076569.1822.S	2	105013041	104823034-138596175	overdominant	NA	5.14 	4.52 
LIVER.express.ri.2610305J24.ZX00062I11.AK011989.2096.S	17	29273044	28847849-31517666	overdominant	NA	5.14 	4.43 
LIVER.express.scl36493.4_1.S	19	30392032	30313613-32961444	overdominant	NA	5.14 	4.42 
LIVER.express.scl25906.1_29.S	15	84532436	83225545-84532436	overdominant	trans	5.14 	4.39 
LIVER.express.scl0002447.1_1.S	4	33910931	33910931-33910931	overdominant	trans	5.14 	4.50 
LIVER.express.scl00009.1_36.S	7	141612959	141612959-141877628	overdominant	trans	5.14 	4.69 
LIVER.express.GI_38073879.S	18	8528261	8528261-12473604	overdominant	trans	5.13 	4.42 
LIVER.express.scl4937.1.1_26.S	11	32010903	32010903-32010903	overdominant	trans	5.13 	4.38 
LIVER.express.scl069233.1_299.S	2	128300235	126929073-128383637	overdominant	trans	5.13 	4.78 
LIVER.express.scl28120.1.1_69.S	12	94983892	94983892-95600910	overdominant	trans	5.13 	4.40 
LIVER.express.scl24337.2_333.S	1	178339586	178339586-179199621	overdominant	trans	5.13 	4.79 
LIVER.express.ri.A730015C16.PX00149M10.AK042682.1221.S	13	20529461	18955899-22255850	overdominant	trans	5.13 	4.44 
LIVER.express.NM_007393.5_chr5_._140583537_140583719_12.S	19	30392032	30313613-35692392	overdominant	NA	5.13 	4.37 
LIVER.express.scl40075.7.1_176.S	9	50175653	50175653-53265303	overdominant	trans	5.13 	4.49 
LIVER.express.scl15982.6.1_50.S	13	47054982	47054982-47054982	overdominant	trans	5.13 	4.46 
LIVER.express.scl0319410.1_95.S	10	88796691	88796691-89234939	overdominant	trans	5.13 	4.91 
LIVER.express.scl24932.1.1_293.S	3	80696360	80696360-94578545	overdominant	trans	5.13 	4.48 
LIVER.express.scl54428.13_87.S	10	86559122	85110017-87675552	overdominant	trans	5.13 	4.88 
LIVER.express.NM_008512.25_chr10_._127594898_127595103_60.S	13	83876493	83876493-83876493	overdominant	NA	5.13 	5.24 
LIVER.express.scl0001909.1_11.S	8	105277540	105277540-105921427	overdominant	trans	5.13 	4.37 
LIVER.express.scl24655.6_237.S	9	106187155	106187155-107440549	overdominant	trans	5.13 	4.83 
LIVER.express.GI_38079396.S	16	74284056	74160826-74869924	overdominant	NA	5.13 	4.44 
LIVER.express.ri.C130099H21.PX00173C03.AK082063.2773.S	17	50872569	40931895-68395696	overdominant	trans	5.13 	4.39 
LIVER.express.scl41642.7_254.S	4	121268026	120731348-121366705	overdominant	trans	5.13 	4.38 
LIVER.express.ri.4930526L21.PX00034C20.AK015907.1557.S	3	127059593	126034393-128339413	overdominant	trans	5.13 	4.88 
LIVER.express.scl0066479.1_162.S	13	102063111	102063111-102063111	overdominant	trans	5.12 	4.39 
LIVER.express.ri.2610002B11.ZX00052P18.AK011271.987.S	1	77565775	64087583-77565775	overdominant	trans	5.12 	4.45 
LIVER.express.scl0075751.2_140.S	19	30313613	30313613-30392032	overdominant	trans	5.12 	4.40 
LIVER.express.scl068767.10_282.S	12	6055238	3779593-9657184	overdominant	trans	5.12 	4.97 
LIVER.express.scl077215.5_154.S	5	41067192	41067192-41067192	overdominant	trans	5.12 	4.54 
LIVER.express.scl28069.32.1_8.S	8	84140245	83887227-124978826	overdominant	trans	5.12 	4.59 
LIVER.express.MJ.3000.103_2290_REVCOMP.S	17	42803695	42321113-42803695	overdominant	NA	5.12 	4.78 
LIVER.express.scl19186.1.1122_174.S	10	86196903	85335228-90880454	overdominant	trans	5.12 	4.54 
LIVER.express.ri.4921531D08.PX00639A19.AK076602.2505.S	19	30392032	30313613-30392032	overdominant	NA	5.12 	4.38 
LIVER.express.scl0066970.1_29.S	6	60940936	60940936-63686314	overdominant	NA	5.12 	4.36 
LIVER.express.ri.E330017C12.PX00212A01.AK054337.2113.S	3	59006320	55832731-62642963	overdominant	trans	5.12 	4.40 
LIVER.express.ri.9530097A09.PX00115I17.AK035731.1664.S	3	35458514	35458514-35458514	overdominant	trans	5.12 	5.27 
LIVER.express.scl17654.5.1_10.S	8	17328796	16859046-18055828	overdominant	trans	5.12 	4.36 
LIVER.express.scl0002614.1_97.S	15	90376271	89328796-90376271	overdominant	trans	5.11 	4.40 
LIVER.express.scl000339.1_6.S	8	84140245	83887227-84235111	overdominant	trans	5.11 	4.53 
LIVER.express.scl0073465.1_43.S	7	96556304	94282590-101481890	overdominant	NA	5.11 	4.70 
LIVER.express.ri.B230114A16.PX00316J18.AK080793.2268.S	7	94282590	94282590-94282590	overdominant	trans	5.11 	4.62 
LIVER.express.scl48868.1.1_166.S	3	118561493	117266538-118561493	overdominant	trans	5.11 	4.38 
LIVER.express.scl17320.1_75.S	18	55645310	55645310-55645310	overdominant	trans	5.11 	5.45 
LIVER.express.ri.C130053D24.PX00170G18.AK081622.1830.S	10	86559122	85914325-89118020	overdominant	trans	5.11 	5.06 
LIVER.express.scl54857.20_22.S	1	92906418	92719618-92906418	overdominant	trans	5.11 	4.60 
LIVER.express.scl16160.1.1_197.S	19	30392032	30313613-30392032	overdominant	trans	5.11 	4.57 
LIVER.express.ri.A330078B09.PX00133A04.AK079617.2466.S	19	25196336	25196336-26797903	overdominant	trans	5.11 	4.35 
LIVER.express.scl33390.7_348.S	4	98385532	98385532-98385532	overdominant	trans	5.11 	4.51 
LIVER.express.scl50603.15.1_33.S	17	25229656	25229656-26520683	overdominant	trans	5.11 	4.35 
LIVER.express.MJ.7000.177_6925.S	1	191177832	191159138-197015594	overdominant	NA	5.11 	4.59 
LIVER.express.scl0070911.2_221.S	2	66071492	66071492-66805857	overdominant	trans	5.11 	4.35 
LIVER.express.GI_38074664.S	13	105824723	105824723-105824723	overdominant	trans	5.11 	4.53 
LIVER.express.scl48237.1.1_101.S	9	50175653	50175653-53265303	overdominant	trans	5.10 	4.36 
LIVER.express.scl000794.1_5.S	19	30392032	30313613-31581047	overdominant	trans	5.10 	4.35 
LIVER.express.scl24990.1.20_266.S	4	65694455	65694455-66474531	overdominant	trans	5.10 	4.51 
LIVER.express.scl074150.16_288.S	8	88831790	17328796-89627039	overdominant	trans	5.10 	4.36 
LIVER.express.scl44215.8_45.S	2	95606519	95606519-96734145	overdominant	trans	5.10 	4.39 
LIVER.express.scl0001.1_3.S	19	30392032	30313613-30392032	overdominant	NA	5.10 	4.41 
LIVER.express.scl0068517.1_161.S	13	86869220	86662649-86869220	overdominant	trans	5.10 	4.92 
LIVER.express.GI_38081749.S	2	163838127	162677301-164016555	overdominant	trans	5.10 	4.50 
LIVER.express.scl000183.1_192.S	5	76760880	76760880-76760880	overdominant	trans	5.10 	5.17 
LIVER.express.scl0003280.1_90.S	1	182865396	128830004-184569434	overdominant	trans	5.10 	4.51 
LIVER.express.ri.6030456M18.PX00057P22.AK031587.2667.S	19	30313613	30313613-30889278	overdominant	trans	5.10 	4.73 
LIVER.express.scl00320586.1_238.S	4	32476079	32476079-32476079	overdominant	NA	5.10 	4.48 
LIVER.express.scl011651.1_99.S	7	36370162	36124756-37123247	overdominant	trans	5.10 	4.34 
LIVER.express.scl29236.13.1_50.S	5	142540179	142540179-142669037	overdominant	trans	5.09 	4.40 
LIVER.express.scl073713.3_139.S	11	24119207	24119207-24119207	overdominant	trans	5.09 	4.65 
LIVER.express.scl16929.3.1_7.S	1	39053030	39053030-39053030	overdominant	trans	5.09 	4.34 
LIVER.express.scl25175.7.1_109.S	18	35204313	34074222-35204313	overdominant	trans	5.09 	4.97 
LIVER.express.scl27904.14.1_131.S	14	112979777	112979777-112979777	overdominant	trans	5.09 	4.35 
LIVER.express.scl0022174.2_41.S	11	112587501	7523904-112587501	overdominant	trans	5.09 	4.43 
LIVER.express.scl37628.15.1_8.S	7	91417412	90296387-91417412	overdominant	trans	5.09 	4.34 
LIVER.express.ri.4933433P14.PX00021P03.AK017049.1065.S	2	6232263	6232263-179538497	overdominant	trans	5.09 	4.33 
LIVER.express.scl012842.26_28.S	16	74245866	74159922-74245866	overdominant	trans	5.09 	5.05 
LIVER.express.scl23626.6_138.S	15	97542251	97542251-97542251	overdominant	trans	5.09 	4.53 
LIVER.express.scl0070568.2_167.S	9	56907640	56907640-56907640	overdominant	trans	5.09 	5.11 
LIVER.express.scl24999.4_423.S	18	60965973	51353918-61540914	overdominant	trans	5.09 	4.47 
LIVER.express.scl21734.4_394.S	11	101540205	101318682-101713427	overdominant	trans	5.09 	4.33 
LIVER.express.scl0319179.1_306.S	5	118896777	118896777-147766095	overdominant	trans	5.09 	4.71 
LIVER.express.scl00226419.2_84.S	6	62802636	60940936-63686314	overdominant	trans	5.09 	4.59 
LIVER.express.scl0002043.1_41.S	1	51990410	51990410-183347300	overdominant	trans	5.09 	4.33 
LIVER.express.ri.C130028D08.PX00168E19.AK047991.2438.S	8	97201097	97201097-98694632	overdominant	trans	5.09 	4.52 
LIVER.express.scl0320411.1_266.S	5	76955354	75274591-77566964	overdominant	cis	5.09 	4.33 
LIVER.express.scl22202.5_66.S	18	25646615	25646615-25646615	overdominant	trans	5.08 	4.34 
LIVER.express.scl22898.10_430.S	4	49601364	46553270-49601364	overdominant	trans	5.08 	4.66 
LIVER.express.scl26959.5.1_79.S	3	152893789	152893789-153570047	overdominant	trans	5.08 	5.42 
LIVER.express.scl0094215.2_95.S	3	99771874	99771874-99771874	overdominant	NA	5.08 	7.01 
LIVER.express.scl017992.3_16.S	4	55503015	55503015-55503015	overdominant	trans	5.08 	4.65 
LIVER.express.scl077372.1_286.S	15	97542251	97542251-97542251	overdominant	trans	5.08 	4.57 
LIVER.express.scl35387.5.1_9.S	19	30392032	30313613-30392032	overdominant	trans	5.08 	4.35 
LIVER.express.scl00245269.1_243.S	15	38817995	37230672-38955663	overdominant	NA	5.08 	4.39 
LIVER.express.scl27772.36.1_193.S	1	150739734	150739734-150739734	overdominant	trans	5.08 	4.35 
LIVER.express.scl016623.5_126.S	17	72358439	72247139-90951043	overdominant	trans	5.08 	4.33 
LIVER.express.scl014287.1_4.S	5	41922376	41433862-75274591	overdominant	trans	5.08 	4.42 
LIVER.express.scl0017344.2_286.S	7	47861053	47861053-47861053	overdominant	trans	5.08 	4.33 
LIVER.express.GI_38091513.S	15	87788213	83917389-88047935	overdominant	trans	5.08 	4.45 
LIVER.express.ri.C230058O15.PX00175F19.AK082519.1432.S	2	23199200	21134873-23949060	overdominant	trans	5.08 	4.74 
LIVER.express.scl0073092.1_11.S	11	110091714	6513859-110456590	overdominant	trans	5.08 	4.34 
LIVER.express.scl0003022.1_97.S	5	74027060	25161002-76590603	overdominant	trans	5.08 	4.36 
LIVER.express.GI_38075285.S	4	74879935	74409075-75493123	overdominant	trans	5.08 	4.34 
LIVER.express.scl0001064.1_3.S	15	58447977	58447977-61260420	overdominant	trans	5.08 	4.41 
LIVER.express.scl23801.2_390.S	2	66805857	66071492-161896844	overdominant	trans	5.08 	4.32 
LIVER.express.scl30042.2.1569_6.S	1	7674343	6820141-141417567	overdominant	trans	5.07 	4.73 
LIVER.express.scl0233571.1_307.S	18	38428427	38428427-38428427	overdominant	trans	5.07 	4.43 
LIVER.express.scl18972.12.1_41.S	13	54980347	54980347-54980347	overdominant	trans	5.07 	4.54 
LIVER.express.GI_38080238.S	7	47861053	47861053-132349184	overdominant	trans	5.07 	4.35 
LIVER.express.scl18672.7.1_130.S	3	127059593	126645817-128339413	overdominant	trans	5.07 	4.37 
LIVER.express.GI_38079567.S	7	47861053	38888026-48180442	overdominant	NA	5.07 	4.35 
LIVER.express.scl25431.1.667_54.S	12	10580041	10580041-10580041	overdominant	trans	5.07 	4.32 
LIVER.express.ri.C130097F01.PX00666H16.AK082035.2490.S	1	137733097	137733097-137733097	overdominant	trans	5.07 	4.31 
LIVER.express.scl37941.2.471_0.S	7	140342875	140342875-140342875	overdominant	trans	5.07 	4.58 
LIVER.express.ri.C430017A13.PX00078F08.AK049489.2137.S	6	135272017	135272017-135996423	overdominant	trans	5.07 	4.32 
LIVER.express.ri.C230055K21.PX00176A15.AK082487.1881.S	19	30392032	30313613-30392032	overdominant	NA	5.07 	4.37 
LIVER.express.scl50216.3_15.S	8	17575078	16859046-18055828	overdominant	trans	5.07 	5.23 
LIVER.express.scl49327.15.1_14.S	7	19794582	17545879-30807821	overdominant	trans	5.07 	4.63 
LIVER.express.scl072174.5_122.S	16	40973948	30518587-40973948	overdominant	trans	5.07 	4.31 
LIVER.express.GI_20844890.S	10	100205623	99477552-100205623	overdominant	trans	5.07 	4.34 
LIVER.express.scl45267.5.1_68.S	18	21512284	21287149-21512284	overdominant	trans	5.07 	4.47 
LIVER.express.GI_38079679.S	8	85002894	85002894-86493614	overdominant	trans	5.07 	4.33 
LIVER.express.scl074153.24_124.S	3	75255546	73398604-76037690	overdominant	trans	5.06 	4.78 
LIVER.express.scl00320210.1_7.S	12	111034957	109342019-119426947	overdominant	trans	5.06 	4.33 
LIVER.express.scl50967.4_2.S	19	30392032	4419602-30392032	overdominant	trans	5.06 	4.42 
LIVER.express.GI_38080649.S	1	159295625	159295625-164180091	overdominant	trans	5.06 	4.32 
LIVER.express.scl1566.1.1_41.S	8	83887227	83887227-89627039	overdominant	trans	5.06 	4.35 
LIVER.express.GI_38083765.S	10	89118020	85763536-89234939	overdominant	trans	5.06 	4.35 
LIVER.express.scl22869.17.1_4.S	17	3227719	3227719-3484561	overdominant	trans	5.06 	4.47 
LIVER.express.scl0067848.2_220.S	10	86196903	85335228-90880454	overdominant	trans	5.06 	4.37 
LIVER.express.scl17698.32_55.S	1	178339586	178339586-191159138	overdominant	trans	5.06 	4.62 
LIVER.express.IGHV5S5_X03400_Ig_heavy_variable_5S5_145.S	5	80084862	80084862-81971398	overdominant	trans	5.06 	4.32 
LIVER.express.scl071158.2_21.S	12	103658402	99872398-103658402	overdominant	trans	5.06 	4.35 
LIVER.express.GI_38082985.S	6	23475984	23475984-125515787	overdominant	NA	5.06 	4.38 
LIVER.express.scl37307.8.1_29.S	12	116788661	111034957-119426947	overdominant	trans	5.06 	4.70 
LIVER.express.scl0003142.1_9.S	5	121436930	119343787-122136642	overdominant	trans	5.06 	4.41 
LIVER.express.scl53342.2_24.S	6	46371321	42352169-46787318	overdominant	trans	5.05 	4.47 
LIVER.express.ri.D430018E21.PX00194I03.AK052427.2334.S	9	42353146	42353146-68496432	overdominant	NA	5.05 	4.32 
LIVER.express.scl0021411.1_1.S	19	5494136	5494136-6211718	overdominant	trans	5.05 	4.36 
LIVER.express.IGKV1.131_AJ231197_Ig_kappa_variable_1.131_20.S	3	115356189	115356189-115356189	overdominant	NA	5.05 	4.52 
LIVER.express.ri.D130032J17.PX00184A05.AK051309.1879.S	4	140081702	139804324-140166194	overdominant	trans	5.05 	4.31 
LIVER.express.GI_38079867.S	4	46764494	46487258-46764494	overdominant	NA	5.05 	4.41 
LIVER.express.scl0019047.1_2.S	12	113741390	113741390-113741390	overdominant	trans	5.05 	4.29 
LIVER.express.scl0106042.1_246.S	14	122058785	122058785-124674125	overdominant	trans	5.05 	4.99 
LIVER.express.GI_38083417.S	13	81246153	78414471-81246153	overdominant	trans	5.05 	4.29 
LIVER.express.scl075599.1_102.S	19	30392032	15440559-30392032	overdominant	trans	5.05 	4.40 
LIVER.express.scl50921.1.23_223.S	1	72735206	72735206-191159138	overdominant	trans	5.05 	4.31 
LIVER.express.scl016413.7_44.S	12	8344461	5260618-36628818	overdominant	trans	5.05 	4.29 
LIVER.express.scl35948.1.2_2.S	13	64072890	60518902-64072890	overdominant	trans	5.05 	5.17 
LIVER.express.scl074479.1_19.S	9	49912571	48017309-49989093	overdominant	trans	5.04 	4.90 
LIVER.express.scl48625.8_280.S	7	50759649	48180442-50759649	overdominant	trans	5.04 	4.70 
LIVER.express.scl00215160.1_38.S	6	135839502	135272017-135996423	overdominant	trans	5.04 	4.33 
LIVER.express.scl38658.11.1_4.S	4	65694455	65694455-66474531	overdominant	trans	5.04 	4.29 
LIVER.express.scl0071096.2_134.S	4	132409910	33171359-132483546	overdominant	trans	5.04 	4.33 
LIVER.express.GI_21553078.S	5	98407243	98407243-98407243	overdominant	trans	5.04 	4.64 
LIVER.express.scl25133.32.1_60.S	9	108585403	108585403-108585403	overdominant	trans	5.04 	4.54 
LIVER.express.NM_008512.47_chr10_._127577616_127577736_4.S	10	89234939	88796691-89234939	overdominant	NA	5.04 	4.57 
LIVER.express.scl44032.1.1_40.S	7	62359754	62359754-62592751	overdominant	trans	5.04 	4.29 
LIVER.express.ri.9130026C15.PX00026O15.AK033607.2581.S	13	12509475	6905961-12509475	overdominant	trans	5.04 	4.37 
LIVER.express.scl0228482.1_298.S	1	56866196	55043166-57430574	overdominant	trans	5.04 	4.29 
LIVER.express.IGKV13.73.1_AJ132677_Ig_kappa_variable_13.73.1_127.S	13	67600432	67600432-67640615	overdominant	NA	5.04 	4.52 
LIVER.express.scl27426.1.1_105.S	19	30313613	4419602-32179331	overdominant	trans	5.04 	4.29 
LIVER.express.NM_009983.2_chr7_._131420919_131421079_57.S	1	110649735	105114296-126583267	overdominant	NA	5.04 	4.37 
LIVER.express.scl015370.7_113.S	17	31517666	29237377-32448288	overdominant	trans	5.04 	4.31 
LIVER.express.scl44054.10_313.S	17	41017284	36684309-41017284	overdominant	trans	5.04 	4.38 
LIVER.express.NM_009089.28_chr11_._70393756_70394913_439_REVCOMP.S	1	160617412	160302534-160621550	overdominant	NA	5.04 	4.29 
LIVER.express.scl33429.12_36.S	12	113741390	112426248-118957486	overdominant	trans	5.04 	4.31 
LIVER.express.scl0002992.1_44.S	7	141612959	141279804-141877628	overdominant	trans	5.04 	4.52 
LIVER.express.scl40844.2.1_23.S	11	3931801	3931801-3931801	overdominant	trans	5.04 	4.28 
LIVER.express.scl46929.4_12.S	4	55503015	51499885-55773014	overdominant	trans	5.04 	4.89 
LIVER.express.scl00078.1_60.S	13	59454145	56340113-63614969	overdominant	trans	5.04 	4.94 
LIVER.express.ri.A130028H19.PX00122B13.AK037589.1889.S	19	30392032	30313613-35692392	overdominant	trans	5.04 	4.28 
LIVER.express.scl38335.7.1_58.S	3	105709535	102324541-107918825	overdominant	trans	5.04 	4.42 
LIVER.express.scl012297.14_29.S	3	61795768	61795768-65474683	overdominant	trans	5.04 	4.34 
LIVER.express.ri.A430089F02.PX00138M04.AK040369.4278.S	12	10580041	10580041-28665483	overdominant	trans	5.03 	4.60 
LIVER.express.scl35166.2_605.S	7	126312321	124381894-149537666	overdominant	trans	5.03 	4.30 
LIVER.express.ri.D830050D19.PX00200H24.AK086049.3666.S	10	127647003	127297682-127890154	overdominant	trans	5.03 	5.31 
LIVER.express.scl50681.9.1_22.S	8	84140245	79782926-84568855	overdominant	trans	5.03 	4.29 
LIVER.express.scl000161.1_483.S	10	96758274	96758274-121262378	overdominant	trans	5.03 	4.34 
LIVER.express.ri.A430013B18.PX00134O12.AK039830.3332.S	1	69175835	69048354-69302777	overdominant	trans	5.03 	4.71 
LIVER.express.GI_38074012.S	6	135839502	135272017-135996423	overdominant	NA	5.03 	4.92 
LIVER.express.scl00242960.1_166.S	7	134806515	77988727-134806515	overdominant	trans	5.03 	4.29 
LIVER.express.scl34239.10.1_18.S	6	135996423	135272017-137427457	overdominant	trans	5.03 	4.55 
LIVER.express.scl0001077.1_623.S	2	66805857	66071492-138596175	overdominant	trans	5.03 	4.32 
LIVER.express.ri.5330437D01.PX00054L20.AK019935.1296.S	2	23949060	21134873-23949060	overdominant	trans	5.03 	4.30 
LIVER.express.scl0022214.2_93.S	17	83867201	83797499-83867201	overdominant	NA	5.03 	4.96 
LIVER.express.ri.B930002F08.PX00162D03.AK046913.2543.S	3	26132561	26132561-27500105	overdominant	trans	5.03 	4.37 
LIVER.express.scl0319864.1_85.S	4	49601364	47164952-51499885	overdominant	trans	5.03 	4.28 
LIVER.express.scl071994.3_187.S	4	98385532	98385532-98385532	overdominant	trans	5.03 	4.51 
LIVER.express.GI_20891600.I	1	178712284	48807560-179199621	overdominant	NA	5.03 	4.27 
LIVER.express.scl21321.4_587.S	18	35204313	35204313-35204313	overdominant	trans	5.03 	4.28 
LIVER.express.MJ.500.32_157.S	4	21198172	20446144-21606932	overdominant	NA	5.03 	4.27 
LIVER.express.scl36065.1.1_4.S	15	91990394	91990394-91990394	overdominant	trans	5.02 	4.80 
LIVER.express.GI_38082898.S	10	8528050	3088077-8759464	overdominant	NA	5.02 	4.67 
LIVER.express.scl00319880.2_198.S	8	14480079	14480079-15279270	overdominant	trans	5.02 	4.71 
LIVER.express.scl0018736.2_67.S	3	136025605	36431700-136025605	overdominant	trans	5.02 	4.40 
LIVER.express.scl067793.9_15.S	19	30392032	30313613-30392032	overdominant	trans	5.02 	4.53 
LIVER.express.scl0003601.1_11.S	3	30281954	30281954-30398139	overdominant	trans	5.02 	4.69 
LIVER.express.scl00319560.1_330.S	6	92246789	91119154-92872959	overdominant	trans	5.02 	4.27 
LIVER.express.scl44547.9.1_2.S	3	80665579	80665579-81164047	overdominant	trans	5.02 	4.41 
LIVER.express.scl0020254.2_71.S	16	74084851	74084851-74084851	overdominant	trans	5.02 	4.81 
