trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
LUNG.express.scl36663.2.1_114.S	16	41339162	35379612-41339162	overdominant	trans	4.86 	4.63 
LUNG.express.scl43900.2.1601_27.S	12	25413744	25413744-25489612	overdominant	trans	4.86 	4.14 
LUNG.express.ri.9530096I22.PX00115O01.AK035727.2203.S	8	127638433	127638433-128733570	overdominant	trans	4.86 	4.43 
LUNG.express.scl00046.1_64.S	11	18566602	18566602-99370053	overdominant	trans	4.86 	4.19 
LUNG.express.scl26199.2.1_1.S	2	164133161	164016555-164290441	overdominant	trans	4.86 	4.12 
LUNG.express.scl26987.8.1779_4.S	4	97313214	97313214-97313214	overdominant	trans	4.86 	4.20 
LUNG.express.scl42792.7_29.S	7	140342875	140189738-140342875	overdominant	trans	4.85 	4.64 
LUNG.express.scl014004.2_161.S	7	86843003	86843003-86843003	overdominant	NA	4.85 	4.11 
LUNG.express.IGHV1S12_J00507_Ig_heavy_variable_1S12_239.S	8	117676036	117676036-117676036	overdominant	NA	4.85 	4.11 
LUNG.express.GI_28503279.S	9	118729237	118729237-118729237	overdominant	trans	4.85 	4.42 
LUNG.express.scl0077611.1_159.S	6	112474354	105762336-112474354	overdominant	trans	4.85 	4.33 
LUNG.express.GI_38079909.S	16	35110554	27359151-35110554	overdominant	trans	4.85 	4.11 
LUNG.express.scl46133.9_55.S	1	122017145	118454408-122817084	overdominant	trans	4.85 	4.19 
LUNG.express.GI_38074158.S	9	110939171	110939171-110939171	overdominant	NA	4.85 	4.11 
LUNG.express.ri.9830138A04.PX00118D19.AK036583.3866.S	9	106187155	106187155-106321465	overdominant	trans	4.85 	4.11 
LUNG.express.scl0215160.4_168.S	9	118729237	118729237-120753681	overdominant	trans	4.85 	5.43 
LUNG.express.gi_7305154_ref_NM_013556.1__205_d_2_2.S	6	103348733	103348733-103348733	overdominant	NA	4.85 	4.12 
LUNG.express.scl0003896.1_252.S	8	128733570	73988007-128733570	overdominant	trans	4.85 	4.14 
LUNG.express.scl52305.22_139.S	1	69175835	69048354-141128063	overdominant	trans	4.85 	4.11 
LUNG.express.scl0004104.1_48.S	11	104889656	104889656-108977608	overdominant	trans	4.85 	4.31 
LUNG.express.scl0073338.1_268.S	1	191177832	191159138-191177832	overdominant	trans	4.85 	4.11 
LUNG.express.ri.2610036C07.ZX00034K24.AK011690.1158.S	6	76742046	76580561-77171586	overdominant	NA	4.85 	4.32 
LUNG.express.scl46156.8.1_4.S	15	20394220	20394220-20394220	overdominant	trans	4.85 	4.65 
LUNG.express.scl00331063.1_84.S	13	83876493	80850595-83876493	overdominant	trans	4.85 	4.11 
LUNG.express.scl0077757.1_323.S	1	134993149	126908217-172980758	overdominant	trans	4.85 	4.32 
LUNG.express.scl2311.1.1_59.S	8	90846818	14696094-90849212	overdominant	trans	4.85 	4.37 
LUNG.express.NM_008512.10_chr10_._127612967_127613111_4.S	6	94255381	94255381-135996423	overdominant	NA	4.85 	4.36 
LUNG.express.scl00114564.1_150.S	9	105541752	104020809-105541752	overdominant	NA	4.85 	4.25 
LUNG.express.scl00404287.1_276.S	7	61940399	60128042-63388010	overdominant	NA	4.85 	4.34 
LUNG.express.scl23358.23.1_77.S	7	62893471	62761433-65964613	overdominant	trans	4.85 	4.17 
LUNG.express.GI_38076534.S	13	70728610	70728610-70728610	overdominant	trans	4.85 	4.46 
LUNG.express.scl37836.1.334_25.S	4	135285346	6320782-140166194	overdominant	trans	4.85 	4.38 
LUNG.express.scl020761.3_262.S	8	98890804	98812465-105061956	overdominant	trans	4.85 	4.10 
LUNG.express.scl0012046.1_196.S	2	135758294	134344946-136252916	overdominant	NA	4.84 	4.28 
LUNG.express.ri.C430014K22.PX00078J13.AK049456.2834.S	15	22448859	22448859-97406602	overdominant	trans	4.84 	4.14 
LUNG.express.GI_38079523.S	11	12195709	12072619-13169766	overdominant	NA	4.84 	4.17 
LUNG.express.ri.5430400L16.PX00022G07.AK077369.1399.S	1	177262271	176925254-177262271	overdominant	trans	4.84 	4.62 
LUNG.express.scl44547.9.1_2.S	4	147982503	119467629-147982503	overdominant	trans	4.84 	4.10 
LUNG.express.scl0003847.1_4.S	7	103902463	62761433-152027318	overdominant	NA	4.84 	4.20 
LUNG.express.scl25678.6_114.S	9	122186297	122186297-122351073	overdominant	trans	4.84 	4.45 
LUNG.express.scl54964.36_266.S	9	118729237	118729237-118729237	overdominant	trans	4.84 	4.83 
LUNG.express.scl017259.11_6.S	8	123159343	123159343-124978826	overdominant	trans	4.84 	4.21 
LUNG.express.scl4272.1.1_320.S	12	7793844	5260618-60476453	overdominant	trans	4.84 	4.22 
LUNG.express.scl0001868.1_14.S	1	39913615	39913615-39913615	overdominant	trans	4.84 	4.10 
LUNG.express.scl52158.26.1_1.S	6	124496260	124006411-125515787	overdominant	trans	4.84 	4.18 
LUNG.express.scl25113.2.1924_1.S	9	86761880	86761880-123943912	overdominant	trans	4.84 	4.14 
LUNG.express.GI_31981321.S	1	39053030	17297861-191177832	overdominant	NA	4.84 	4.10 
LUNG.express.GI_28494006.I	16	51923090	48294006-54656264	overdominant	NA	4.84 	4.26 
LUNG.express.GI_38090733.S	19	20999344	8993876-20999344	overdominant	NA	4.84 	4.29 
LUNG.express.X17974913_4426.S	9	111761160	85749777-111761160	overdominant	NA	4.84 	4.10 
LUNG.express.scl0073197.1_297.S	9	118729237	118729237-118729237	overdominant	trans	4.84 	4.41 
LUNG.express.scl0070898.1_35.S	6	112474354	47326989-121041453	overdominant	trans	4.84 	4.19 
LUNG.express.scl00338352.2_46.S	13	70305356	61003713-72765179	overdominant	trans	4.84 	4.23 
LUNG.express.scl20807.21.1_18.S	1	35090385	35090385-35090385	overdominant	trans	4.84 	4.71 
LUNG.express.scl50686.4.1_41.S	9	106187155	102625858-114829635	overdominant	trans	4.84 	4.10 
LUNG.express.scl0071879.1_113.S	1	191177832	191177832-191177832	overdominant	trans	4.84 	4.82 
LUNG.express.GI_38049490.S	15	93134753	92839368-93134753	overdominant	NA	4.84 	4.43 
LUNG.express.scl30698.1.1_260.S	8	79372976	79159764-80549284	overdominant	trans	4.84 	4.18 
LUNG.express.scl0003364.1_93.S	14	63105448	62215206-65651177	overdominant	trans	4.83 	4.74 
LUNG.express.scl17752.3.1_70.S	9	111095398	111095398-111761160	overdominant	trans	4.83 	4.23 
LUNG.express.scl31889.4_500.S	17	92089638	92089638-92433431	overdominant	trans	4.83 	4.41 
LUNG.express.scl4282.1.1_58.S	2	161205857	161205857-161278733	overdominant	trans	4.83 	4.53 
LUNG.express.scl18502.11.410_28.S	1	191177832	39053030-191177832	overdominant	trans	4.83 	4.39 
LUNG.express.scl30885.8.9_59.S	2	123128247	117118432-123481111	overdominant	trans	4.83 	4.14 
LUNG.express.X9845300_4289.S	11	50920654	50196663-52342239	overdominant	NA	4.83 	4.09 
LUNG.express.scl0258803.1_194.S	11	25187047	25187047-70543775	overdominant	trans	4.83 	4.31 
LUNG.express.scl0066901.2_72.S	11	24826085	24826085-104772520	overdominant	trans	4.83 	5.13 
LUNG.express.scl24790.2.1_162.S	12	102385562	12514498-103549916	overdominant	trans	4.83 	4.40 
LUNG.express.GI_38079867.S	15	42456527	27000315-44716938	overdominant	NA	4.83 	4.30 
LUNG.express.scl36417.5.1_79.S	18	24601154	24320292-33281475	overdominant	trans	4.83 	4.15 
LUNG.express.scl33274.11_15.S	11	116531783	93374789-116531783	overdominant	trans	4.83 	4.09 
LUNG.express.scl29984.10.48_17.S	17	37658709	37570713-39314765	overdominant	trans	4.83 	4.33 
LUNG.express.ri.E030029G08.PX00318I20.AK087137.1783.S	6	126754247	126754247-127844838	overdominant	trans	4.83 	4.18 
LUNG.express.scl19800.3.1_194.S	13	72730481	72730481-112643244	overdominant	trans	4.83 	4.25 
LUNG.express.ri.B430206J08.PX00071G19.AK080911.1998.S	19	4419602	4316295-4740119	overdominant	trans	4.83 	4.25 
LUNG.express.scl18515.2.486_1.S	11	25187047	25187047-102655679	overdominant	trans	4.83 	4.32 
LUNG.express.GI_38077735.S	1	31213164	28549296-191177832	overdominant	NA	4.83 	4.44 
LUNG.express.scl43679.13_637.S	1	5175959	3187380-10744209	overdominant	trans	4.83 	4.28 
LUNG.express.MJ.1000.75_640_d_6_1.S	16	88158178	88032927-88185769	overdominant	NA	4.83 	4.23 
LUNG.express.scl51074.6_288.S	6	125003536	124496260-125515787	overdominant	trans	4.83 	4.30 
LUNG.express.GI_38091220.S	1	164934995	57882115-191625780	overdominant	trans	4.83 	4.10 
LUNG.express.ri.D430023I21.PX00194O06.AK085008.1658.S	17	42502090	42321113-44641170	overdominant	trans	4.83 	4.10 
LUNG.express.scl0001633.1_3.S	6	112474354	47326989-112474354	overdominant	trans	4.83 	4.08 
LUNG.express.scl30939.9.1_69.S	10	90880454	76417279-90880454	overdominant	trans	4.83 	4.12 
LUNG.express.scl46349.29.1_112.S	16	50393295	50298627-50393295	overdominant	trans	4.83 	4.69 
LUNG.express.scl43809.5.1_0.S	14	122451761	122058785-124674125	overdominant	trans	4.83 	4.17 
LUNG.express.scl24866.28.1_30.S	2	159368625	159368625-159368625	overdominant	trans	4.82 	4.18 
LUNG.express.scl45586.9_57.S	16	29670024	29670024-29736307	overdominant	trans	4.82 	4.15 
LUNG.express.scl21638.11_586.S	4	97313214	97313214-97964229	overdominant	trans	4.82 	4.08 
LUNG.express.scl17137.3.1_110.S	18	7193400	7193400-7441669	overdominant	trans	4.82 	4.14 
LUNG.express.scl52208.4.1_8.S	3	75866399	75255546-76037690	overdominant	trans	4.82 	4.46 
LUNG.express.scl0214616.2_68.S	18	55645310	55645310-55645310	overdominant	trans	4.82 	4.09 
LUNG.express.scl000339.1_6.S	12	59183396	59183396-59183396	overdominant	trans	4.82 	5.21 
LUNG.express.mmu.miR.21.miRNA.Tagged.Template.S	9	58724741	57112286-58724741	overdominant	NA	4.82 	4.34 
LUNG.express.scl0003616.1_4.S	2	97038573	93726975-178942687	overdominant	trans	4.82 	4.62 
LUNG.express.scl00320916.2_148.S	5	98407243	98407243-142082080	overdominant	trans	4.82 	4.08 
LUNG.express.scl20657.19_276.S	9	118729237	118729237-118729237	overdominant	trans	4.82 	4.28 
LUNG.express.scl066548.1_1.S	2	127973954	127787231-127973954	overdominant	trans	4.82 	4.14 
LUNG.express.scl43113.2_407.S	10	117836700	116988650-118063735	overdominant	trans	4.82 	4.20 
LUNG.express.scl3358.1.1_287.S	3	42213754	17164445-104918393	overdominant	trans	4.82 	4.14 
LUNG.express.scl0003218.1_27.S	10	48283596	46672286-60429629	overdominant	NA	4.82 	4.26 
LUNG.express.scl0017143.1_63.S	13	108016705	108016705-108070177	overdominant	trans	4.82 	4.11 
LUNG.express.GI_38076548.S	13	92982125	91925616-92982125	overdominant	trans	4.82 	4.38 
LUNG.express.scl46440.4.1_161.S	3	50235045	50235045-50235045	overdominant	trans	4.82 	4.30 
LUNG.express.scl47676.12_182.S	13	72990649	72990649-101631764	overdominant	trans	4.82 	4.13 
LUNG.express.ri.C920007D24.PX00178K03.AK050589.1150.S	11	39697632	39697632-43256566	overdominant	trans	4.82 	4.12 
LUNG.express.scl073147.1_59.S	5	103867798	103867798-104572663	overdominant	trans	4.82 	4.30 
LUNG.express.scl0003734.1_78.S	18	55233050	50466994-55233050	overdominant	trans	4.82 	4.48 
LUNG.express.GI_38073552.S	7	27852765	27852765-27852765	overdominant	NA	4.82 	4.99 
LUNG.express.scl21840.11.1_11.S	1	45969119	21932421-182867503	overdominant	trans	4.82 	4.32 
LUNG.express.scl0108956.1_31.S	2	5767312	5767312-6153037	overdominant	trans	4.82 	5.53 
LUNG.express.scl0018537.2_170.S	9	118729237	118729237-118729237	overdominant	trans	4.82 	4.83 
LUNG.express.GI_38077453.S	15	93134753	89328796-93134753	overdominant	NA	4.82 	4.21 
LUNG.express.GI_38086456.S	13	100123164	100123164-100732129	overdominant	NA	4.82 	4.11 
LUNG.express.scl0218121.14_31.S	10	99036087	99036087-100205623	overdominant	trans	4.82 	4.07 
LUNG.express.scl0271005.13_174.S	4	52735566	8920338-129630675	overdominant	trans	4.82 	4.13 
LUNG.express.scl0319473.1_25.S	1	39053030	39053030-184569434	overdominant	trans	4.81 	4.07 
LUNG.express.scl0232409.1_160.S	2	158163245	158163245-179538497	overdominant	NA	4.81 	4.07 
LUNG.express.scl0066870.1_13.S	13	103342943	102395303-103588129	overdominant	trans	4.81 	4.08 
LUNG.express.scl52590.16_341.S	5	114910345	109083680-148159502	overdominant	trans	4.81 	4.14 
LUNG.express.scl45946.14_20.S	9	118729237	118024397-120753681	overdominant	trans	4.81 	5.28 
LUNG.express.GI_38084913.S	7	61169182	58664715-62761433	overdominant	trans	4.81 	4.16 
LUNG.express.scl000076.1_111_REVCOMP.S	7	62761433	62761433-63388010	overdominant	trans	4.81 	5.34 
LUNG.express.scl23175.3_26.S	3	30281954	30281954-30398139	overdominant	trans	4.81 	4.36 
LUNG.express.scl50201.19.1_86.S	4	55773014	55773014-57626481	overdominant	trans	4.81 	4.12 
LUNG.express.scl35385.20.1_246.S	3	37572066	36431700-37572066	overdominant	trans	4.81 	5.84 
LUNG.express.ri.C430045N03.PX00080F10.AK049580.1897.S	3	50235045	50235045-50235045	overdominant	trans	4.81 	4.33 
LUNG.express.NM_008512.36_chr10_._127588513_127588648_65.S	11	13168425	12578443-17204963	overdominant	NA	4.81 	4.12 
LUNG.express.scl45928.3.441_22.S	11	114410321	82421337-114757274	overdominant	trans	4.81 	4.85 
LUNG.express.scl000371.1_250.S	4	55503015	55503015-55503015	overdominant	trans	4.81 	4.19 
LUNG.express.ri.E130202I16.PX00092B07.AK021402.1020.S	9	107985586	107917976-107985586	overdominant	trans	4.81 	4.16 
LUNG.express.scl0014621.2_189.S	9	35019941	34050595-78988608	overdominant	trans	4.81 	4.69 
LUNG.express.ri.A430092D23.PX00139K17.AK040409.1013.S	1	19463709	19463709-192407631	overdominant	trans	4.81 	4.08 
LUNG.express.scl38529.17.1_20.S	15	44716938	42456527-44716938	overdominant	trans	4.81 	4.30 
LUNG.express.scl12553.1.1_144.S	7	104154190	30125265-104154190	overdominant	trans	4.81 	4.12 
LUNG.express.X9629553_2023.S	9	43879730	43405505-45240427	overdominant	NA	4.81 	4.08 
LUNG.express.scl000200.1_318.S	7	62761433	62761433-65964613	overdominant	trans	4.81 	4.07 
LUNG.express.scl00244310.2_283.S	1	41674873	39913615-42154559	overdominant	trans	4.81 	4.07 
LUNG.express.GI_38077212.S	12	59183396	59183396-59183396	overdominant	trans	4.81 	4.78 
LUNG.express.scl52437.3.21_139.S	9	110939171	104020809-110939171	overdominant	trans	4.81 	4.25 
LUNG.express.scl022032.1_118.S	1	34861233	34861233-191177832	overdominant	trans	4.81 	4.07 
LUNG.express.ri.A230104N20.PX00063N05.AK039177.1684.S	1	135115263	130155459-135115263	overdominant	trans	4.81 	5.20 
LUNG.express.scl071693.1_122.S	12	4841863	3779593-109917158	overdominant	trans	4.81 	4.11 
LUNG.express.scl49330.22.4_270.S	3	136025605	135880473-142808694	overdominant	trans	4.81 	4.37 
LUNG.express.ri.C030035C11.PX00075A19.AK047777.1837.S	6	34457406	34457406-36697231	overdominant	trans	4.81 	4.17 
LUNG.express.scl34604.13_334.S	1	182867503	58111588-182867503	overdominant	trans	4.81 	4.12 
LUNG.express.scl0073197.1_297.S	7	103902463	62893471-104154190	overdominant	trans	4.80 	4.61 
LUNG.express.scl36663.2.1_114.S	5	139187586	117929976-140892941	overdominant	trans	4.80 	4.22 
LUNG.express.scl43726.1.267_124.S	15	37299247	37299247-51478886	overdominant	trans	4.80 	4.73 
LUNG.express.ri.4930500N06.PX00032H21.AK015671.847.S	2	161896844	160792843-172651789	overdominant	trans	4.80 	4.25 
LUNG.express.ri.A630099L06.PX00148P15.AK042521.3691.S	9	101788598	39934634-101943034	overdominant	trans	4.80 	4.44 
LUNG.express.scl0003201.1_62.S	10	123833587	123833587-126328670	overdominant	trans	4.80 	4.07 
LUNG.express.scl47387.11_38.S	12	9954905	9954905-9954905	overdominant	trans	4.80 	4.18 
LUNG.express.scl47052.32.43_37.S	6	117050539	113995863-117050539	overdominant	trans	4.80 	4.09 
LUNG.express.scl0239606.2_21.S	13	70728610	61003713-70728610	overdominant	trans	4.80 	4.16 
LUNG.express.scl41314.1.879_6.S	19	47218528	4419602-47218528	overdominant	trans	4.80 	4.14 
LUNG.express.X23334588_40.S	1	80976465	80976465-141417567	overdominant	NA	4.80 	4.32 
LUNG.express.scl0001252.1_55.S	9	118729237	118729237-118729237	overdominant	trans	4.80 	4.22 
LUNG.express.scl0003275.1_126.S	1	68121913	66461385-70774688	overdominant	trans	4.80 	4.23 
LUNG.express.scl20821.2.1_49.S	4	83755786	83755786-84276625	dominant	trans	4.80 	6.63 
LUNG.express.scl0072971.1_11.S	4	9203763	8920338-58386796	overdominant	NA	4.80 	4.07 
LUNG.express.GI_38087342.S	6	90307923	86222399-92514577	overdominant	trans	4.80 	4.18 
LUNG.express.scl014528.1_141.S	7	64829569	64829569-105869422	overdominant	trans	4.80 	4.06 
LUNG.express.scl43194.12_66.S	18	34134869	33291740-34134869	overdominant	trans	4.80 	4.10 
LUNG.express.scl17542.1.28_62.S	12	25413744	8344461-109136682	overdominant	trans	4.80 	4.08 
LUNG.express.scl28712.3_0.S	6	24223615	23784405-137427457	overdominant	trans	4.80 	4.09 
LUNG.express.GI_38079691.I	15	41057624	36365475-41057624	overdominant	NA	4.80 	4.07 
LUNG.express.ri.A430106D13.PX00064N18.AK040551.2271.S	17	27716616	27716616-29373829	overdominant	trans	4.80 	4.37 
LUNG.express.ri.A130013J22.PX00121O18.AK037389.2703.S	3	52308561	52308561-52394303	overdominant	trans	4.80 	4.64 
LUNG.express.scl54200.1.223_30.S	9	35019941	34050595-95049977	overdominant	trans	4.80 	4.11 
LUNG.express.scl17780.6_86.S	6	127706001	77070084-127954449	overdominant	trans	4.80 	4.08 
LUNG.express.scl37084.2.98_10.S	9	87780285	86201100-87780285	overdominant	trans	4.80 	4.16 
LUNG.express.scl013101.1_72.S	11	102771649	102771649-102771649	overdominant	trans	4.80 	4.34 
LUNG.express.ri.E130317N11.PX00675H11.AK087544.2524.S	12	114569903	27578230-114569903	overdominant	trans	4.80 	4.07 
LUNG.express.scl0075826.2_162.S	12	14875963	14875963-101684485	overdominant	trans	4.79 	4.06 
LUNG.express.ri.A730024G14.PX00150M02.AK042789.1407.S	7	92705253	91417412-104154190	overdominant	trans	4.79 	4.05 
LUNG.express.scl072362.1_11.S	1	163036833	163036833-163553621	overdominant	trans	4.79 	4.07 
LUNG.express.ri.E130006M03.PX00207B11.AK087398.3067.S	1	135115263	45189507-135115263	overdominant	trans	4.79 	4.09 
LUNG.express.scl16063.1.1_153.S	1	169907733	56866196-171902321	overdominant	trans	4.79 	4.17 
LUNG.express.scl20520.4_157.S	11	19463009	19463009-82070885	overdominant	trans	4.79 	4.07 
LUNG.express.scl26286.17_662.S	3	30046397	29724236-30046397	overdominant	trans	4.79 	4.74 
LUNG.express.scl49516.1.2_228.S	9	118729237	118729237-122834240	overdominant	trans	4.79 	4.09 
LUNG.express.scl0003670.1_2618.S	5	28333984	25161002-140892941	overdominant	trans	4.79 	4.12 
LUNG.express.scl18491.1.2_327.S	12	14875963	14875963-113741390	overdominant	trans	4.79 	4.10 
LUNG.express.scl34197.43.1_170.S	2	149561109	93907710-149561109	overdominant	trans	4.79 	4.05 
LUNG.express.scl39569.8.1_38.S	8	119096771	118353352-119096771	overdominant	trans	4.79 	4.19 
LUNG.express.scl012769.2_4.S	4	26886236	24150848-27943470	overdominant	trans	4.79 	4.13 
LUNG.express.GI_38081382.I	11	24826085	20753709-55207955	overdominant	NA	4.79 	4.07 
LUNG.express.scl000608.1_399.S	12	34957559	34957559-37293066	overdominant	trans	4.79 	4.29 
LUNG.express.scl43431.3_629.S	16	21323614	21323614-21323614	overdominant	trans	4.79 	4.11 
LUNG.express.GI_38095200.S	1	58173164	58173164-59277251	overdominant	NA	4.79 	4.06 
LUNG.express.scl0002779.1_2.S	2	160792843	117694452-161896844	overdominant	trans	4.79 	4.04 
LUNG.express.ri.9830134C10.PX00118O18.AK036563.4106.S	6	107322593	76131992-112474354	overdominant	trans	4.79 	4.23 
LUNG.express.scl39219.6.1_135.S	19	9504952	8993876-30889278	overdominant	trans	4.79 	4.41 
LUNG.express.GI_38093960.S	12	112505105	111034957-119426947	overdominant	NA	4.79 	4.35 
LUNG.express.scl0171184.1_292.S	9	122186297	122186297-122351073	overdominant	trans	4.78 	4.05 
LUNG.express.scl0320689.1_82.S	1	45969119	21628444-191177832	overdominant	trans	4.78 	4.07 
LUNG.express.scl20129.2.1_14.S	8	111470906	111292415-112541318	overdominant	trans	4.78 	4.11 
LUNG.express.IGKV3.7_K02158_Ig_kappa_variable_3.7_18.S	18	72267149	41067606-73139718	overdominant	NA	4.78 	4.10 
LUNG.express.scl0232334.2_1.S	11	111602778	104259847-111917413	overdominant	trans	4.78 	4.40 
LUNG.express.scl00258831.1_245.S	9	58724741	57112286-58724741	overdominant	trans	4.78 	4.56 
LUNG.express.ri.D630015C01.PX00196H05.AK052657.3027.S	1	45969119	43506210-185401055	overdominant	trans	4.78 	4.05 
LUNG.express.scl9594.1.1_321.S	9	34769248	34769248-111560213	overdominant	trans	4.78 	4.05 
LUNG.express.GI_34328367.S	1	172980758	136413708-174792234	overdominant	NA	4.78 	4.04 
LUNG.express.scl45932.17_232.S	9	118729237	118729237-118729237	overdominant	trans	4.78 	4.32 
LUNG.express.ri.1500004E04.ZX00042E15.AK005144.2064.S	17	85463060	84840353-90120058	overdominant	trans	4.78 	4.35 
LUNG.express.scl0001065.1_54.S	1	196207683	69048354-197015594	overdominant	trans	4.78 	4.07 
LUNG.express.GI_38081003.S	11	51188445	5684549-52067453	overdominant	NA	4.78 	4.35 
LUNG.express.ri.9830160I16.PX00118H22.AK036677.3888.S	5	129629785	129157861-130441150	overdominant	trans	4.78 	4.04 
LUNG.express.scl40164.4.1_128.S	1	178114736	176925254-189743108	overdominant	trans	4.78 	4.28 
LUNG.express.scl53408.1.23_1.S	1	191177832	191177832-191177832	overdominant	trans	4.78 	4.31 
LUNG.express.GI_38084907.S	8	24557665	24557665-130085280	overdominant	trans	4.78 	4.11 
LUNG.express.GI_38083995.S	8	99927173	98812465-105061956	overdominant	trans	4.78 	4.04 
LUNG.express.GI_38093932.S	7	103902463	98058765-104154190	overdominant	NA	4.78 	4.50 
LUNG.express.GI_38089185.S	13	42935415	42935415-42935415	overdominant	NA	4.78 	4.03 
LUNG.express.scl0213788.1_71.S	5	39180145	16220992-43855369	overdominant	trans	4.78 	4.19 
LUNG.express.scl072691.1_29.S	9	111095398	104015736-111255564	overdominant	trans	4.78 	4.19 
LUNG.express.scl18043.8_79.S	2	57512164	55266231-57639277	overdominant	trans	4.77 	5.52 
LUNG.express.scl22076.2_386.S	7	103902463	27852765-104154190	overdominant	trans	4.77 	4.05 
LUNG.express.scl000388.1_140.S	19	11733365	11733365-12356489	overdominant	trans	4.77 	4.44 
LUNG.express.scl00116852.2_32.S	4	102721863	102721863-117083314	overdominant	trans	4.77 	4.05 
LUNG.express.GI_38077109.S	7	27852765	27852765-27852765	overdominant	trans	4.77 	4.20 
LUNG.express.GI_38080710.S	9	118883462	117126958-120753681	overdominant	NA	4.77 	4.03 
LUNG.express.scl0011605.2_12.S	1	191177832	36052483-191177832	overdominant	trans	4.77 	4.09 
LUNG.express.ri.9330102G19.PX00104N21.AK033855.3369.S	18	42570877	42570877-63449769	overdominant	trans	4.77 	4.10 
LUNG.express.ri.4930510I22.PX00033I16.AK015743.534.S	9	38116872	34384137-46583551	overdominant	trans	4.77 	4.11 
LUNG.express.GI_38079167.S	18	63643587	63449769-86749571	overdominant	trans	4.77 	4.44 
LUNG.express.scl0002028.1_25.S	9	69455800	69455800-69455800	overdominant	trans	4.77 	4.05 
LUNG.express.RandomSeq7.S	5	144141864	22716575-144141864	overdominant	NA	4.77 	4.24 
LUNG.express.scl14142.1.1_88.S	15	20394220	20394220-20394220	overdominant	trans	4.77 	4.44 
LUNG.express.scl0069513.1_51.S	5	118017587	66098040-118108777	overdominant	NA	4.77 	4.04 
LUNG.express.GI_38086250.S	12	114250774	114250774-114569903	overdominant	NA	4.77 	4.72 
LUNG.express.scl9195.1.1_203.S	7	65717422	65717422-65964613	overdominant	trans	4.77 	4.03 
LUNG.express.scl052710.5_1.S	15	41057624	37299247-51159618	overdominant	trans	4.77 	4.79 
LUNG.express.scl0002224.1_11.S	6	81236900	45986359-82693471	overdominant	trans	4.77 	4.12 
LUNG.express.scl52949.1.1_174.S	1	45969119	18595589-160302534	overdominant	trans	4.77 	4.03 
LUNG.express.scl0000116.1_2_REVCOMP.S	6	115938791	112800719-119361386	overdominant	trans	4.77 	4.20 
LUNG.express.scl26853.5_220.S	18	55645310	20310859-58423054	overdominant	trans	4.77 	4.04 
LUNG.express.ri.A030010G24.PX00316O01.AK079467.2425.S	11	25187047	25187047-110041474	overdominant	NA	4.77 	4.24 
LUNG.express.scl26649.3.1_7.S	19	58202917	58202917-58202917	overdominant	trans	4.77 	4.03 
LUNG.express.scl00069.1_121.S	6	127541504	126754247-127954449	overdominant	trans	4.77 	4.04 
LUNG.express.IGKV15.101.1_AJ231251_Ig_kappa_variable_15.101.1_150.S	8	14480079	14480079-24557665	overdominant	NA	4.77 	4.41 
LUNG.express.scl0093968.1_91.S	7	52643925	52146394-52643925	overdominant	NA	4.77 	4.47 
LUNG.express.scl076612.10_1.S	6	137411248	16010904-137427457	overdominant	trans	4.77 	4.06 
LUNG.express.scl27022.8.1_245.S	17	35276617	35276617-37268527	overdominant	trans	4.77 	4.38 
LUNG.express.scl078038.2_5.S	1	191177832	51121619-197015594	overdominant	trans	4.77 	4.12 
LUNG.express.scl46582.2_158.S	19	43005928	43005928-44214468	overdominant	trans	4.77 	4.23 
LUNG.express.scl0017909.2_304.S	3	34034259	34034259-34034259	overdominant	trans	4.77 	4.37 
LUNG.express.scl0077041.2_320.S	1	18595589	17297861-49680220	overdominant	trans	4.77 	4.02 
LUNG.express.scl39624.22.175_1.S	9	118729237	118729237-118729237	overdominant	trans	4.77 	4.67 
LUNG.express.ri.B230339M05.PX00160O16.AK046067.3845.S	16	37864562	29670024-38585401	overdominant	trans	4.77 	4.10 
LUNG.express.scl47504.5_20.S	13	89723041	89723041-90216156	overdominant	trans	4.76 	4.16 
LUNG.express.scl00230073.2_277.S	11	104889656	104889656-104889656	overdominant	trans	4.76 	4.13 
LUNG.express.ri.D930011B20.PX00201P01.AK053002.1392.S	17	91003585	89889752-94374629	overdominant	trans	4.76 	4.12 
LUNG.express.scl46309.9_175.S	6	112474354	77070084-112474354	overdominant	trans	4.76 	4.31 
LUNG.express.scl0001281.1_1569.S	2	143770330	135953591-144359013	overdominant	trans	4.76 	4.03 
LUNG.express.scl50044.1_229.S	17	35276617	35276617-37268527	overdominant	cis	4.76 	4.12 
LUNG.express.gi_31981422_ref_NM_011740.2__20_d_1_1.S	11	104889656	104889656-104889656	overdominant	NA	4.76 	4.10 
LUNG.express.ri.G630022O03.PL00012F12.AK090232.2024.S	2	11989969	10367212-161896844	overdominant	trans	4.76 	4.02 
LUNG.express.scl018601.2_96.S	2	86643868	55266231-152404384	overdominant	trans	4.76 	4.13 
LUNG.express.scl51773.17.1_8.S	9	83765827	77247278-120753681	overdominant	trans	4.76 	4.02 
LUNG.express.ri.E230011J22.PX00209H14.AK054000.3198.S	3	50235045	50235045-152893789	overdominant	trans	4.76 	4.02 
LUNG.express.AmbionRNASpike8_1800_d_6_0.S	16	59132870	59043787-59661428	overdominant	NA	4.76 	4.72 
