trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
HP.express.scl33920.14_231.S	1	161813131	90246244-194439329	overdominant	trans	4.94 	4.29 
HP.express.scl0066660.1_237.S	1	161813131	17297861-161813131	overdominant	trans	4.94 	4.20 
HP.express.scl0230674.1_1.S	17	32163936	31769695-89177642	overdominant	trans	4.94 	4.37 
HP.express.scl52780.10_0.S	1	161813131	23151787-194439329	overdominant	trans	4.94 	4.20 
HP.express.scl00230582.2_199.S	14	35141766	33764727-41996323	overdominant	trans	4.94 	4.39 
HP.express.scl0004150.1_13.S	4	57626481	57442681-58970533	overdominant	trans	4.94 	4.18 
HP.express.scl0269717.2_160.S	12	87284700	87284700-93658977	overdominant	trans	4.93 	4.93 
HP.express.scl41481.5_247.S	18	16573090	16015601-16573090	overdominant	trans	4.93 	4.21 
HP.express.scl0319744.1_27.S	7	151056040	149537666-151056040	overdominant	trans	4.93 	4.27 
HP.express.scl0003794.1_48.S	6	87384044	85767450-87384044	overdominant	trans	4.93 	4.21 
HP.express.scl000705.1_51.S	11	111022376	4580234-115973012	overdominant	trans	4.93 	4.21 
HP.express.GI_38074446.S	1	124702258	124563639-125741582	overdominant	trans	4.93 	4.59 
HP.express.GI_6679616.S	13	100636676	100123164-100636676	overdominant	NA	4.93 	4.23 
HP.express.scl21709.7_173.S	15	92458652	91990394-92673706	overdominant	trans	4.93 	4.48 
HP.express.scl0001954.1_0.S	7	52643925	52146394-53720517	overdominant	trans	4.93 	4.22 
HP.express.scl43202.3.1_59.S	1	176925254	134378391-177262271	overdominant	trans	4.93 	4.25 
HP.express.IGHV1S122_AF025446_Ig_heavy_variable_1S122_187.S	3	107918825	105709535-124814012	overdominant	NA	4.93 	4.21 
HP.express.ri.A830086L01.PX00156H19.AK080678.695.S	3	76538257	75850491-118561493	overdominant	NA	4.93 	4.41 
HP.express.scl069077.10_34.S	1	161813131	160995436-194439329	overdominant	trans	4.93 	4.20 
HP.express.scl46068.12.1_1.S	6	99670395	97234099-99670395	overdominant	trans	4.93 	5.03 
HP.express.scl078038.2_5.S	7	101481890	97765936-107011687	overdominant	trans	4.93 	4.18 
HP.express.scl020608.1_30.S	7	81203771	81203771-86279091	overdominant	trans	4.93 	4.52 
HP.express.GI_20834498.S	16	31615781	31615781-88032927	overdominant	NA	4.93 	4.18 
HP.express.scl43319.25_22.S	1	161813131	17297861-163553621	overdominant	trans	4.93 	4.18 
HP.express.gi_7305154_ref_NM_013556.1__205_d_6_0.S	9	84973061	24420633-84973061	overdominant	NA	4.93 	4.18 
HP.express.scl23364.1.268_58.S	1	161813131	76386570-161813131	overdominant	trans	4.93 	4.28 
HP.express.GI_38091631.S	13	90400197	45996991-91275394	overdominant	NA	4.93 	4.33 
HP.express.scl014050.16_119.S	13	108472444	107135440-110267537	overdominant	trans	4.93 	4.27 
HP.express.scl0002413.1_735.S	8	77933574	77933574-77933574	overdominant	NA	4.93 	4.59 
HP.express.scl48676.4_117.S	1	161813131	160302534-173148974	overdominant	trans	4.93 	4.22 
HP.express.scl0259061.1_51.S	16	50013941	50013941-50013941	overdominant	NA	4.93 	4.18 
HP.express.scl54992.7_32.S	1	55043166	55043166-191159138	overdominant	trans	4.93 	4.22 
HP.express.scl37163.1_211.S	1	161813131	40990837-163553621	overdominant	trans	4.93 	4.18 
HP.express.scl0015129.1_300.S	7	109966400	109151732-111297435	partial-dominant	cis	4.93 	28.66 
HP.express.scl0067554.2_226.S	7	129710003	129710003-129710003	overdominant	trans	4.93 	4.68 
HP.express.GI_38076583.S	15	22211678	22211678-23607374	overdominant	trans	4.93 	4.85 
HP.express.scl50174.1.1_122.S	4	27943470	26390859-27943470	overdominant	trans	4.93 	4.17 
HP.express.GI_38078951.S	16	7962821	5995694-57425469	overdominant	NA	4.93 	4.34 
HP.express.scl49516.1.2_228.S	1	161813131	23151787-161813131	overdominant	trans	4.93 	4.17 
HP.express.scl076878.1_46.S	1	189435268	42154559-191159138	overdominant	trans	4.93 	4.23 
HP.express.scl0001982.1_11.S	7	73426073	73426073-73426073	overdominant	trans	4.93 	4.19 
HP.express.scl34815.2.1_2.S	5	107833261	107833261-108405952	overdominant	trans	4.92 	4.87 
HP.express.GI_38087255.S	1	161813131	17297861-161813131	overdominant	trans	4.92 	4.26 
HP.express.GI_38074596.S	3	63140668	63140668-124814012	overdominant	trans	4.92 	4.32 
HP.express.scl31690.17_96.S	1	161813131	159872834-161813131	overdominant	trans	4.92 	4.56 
HP.express.scl35124.5_47.S	15	50416638	50416638-50416638	overdominant	trans	4.92 	4.17 
HP.express.GI_38086903.S	2	57861668	57861668-58041880	overdominant	NA	4.92 	4.52 
HP.express.scl067451.10_18.S	13	98551075	98551075-98551075	overdominant	trans	4.92 	4.17 
HP.express.ri.E330031D07.PX00212M14.AK054484.967.S	5	150213380	75274591-150213380	overdominant	trans	4.92 	4.23 
HP.express.scl25796.6.1_22.S	3	120606758	120606758-121160780	overdominant	trans	4.92 	4.52 
HP.express.scl0002352.1_15.S	5	85343178	82209965-114910345	overdominant	trans	4.92 	4.40 
HP.express.scl19476.9.1_2.S	13	108472444	60518902-110267537	overdominant	trans	4.92 	4.24 
HP.express.scl020091.3_53.S	1	161813131	32555164-161813131	overdominant	trans	4.92 	4.17 
HP.express.ri.C230095O06.PX00177N13.AK049058.896.S	1	73464630	19463709-73785852	overdominant	trans	4.92 	4.36 
HP.express.scl016667.1_175.S	14	112979777	86833310-112979777	overdominant	trans	4.92 	4.37 
HP.express.scl0003331.1_104.S	1	93549872	93549872-93549872	overdominant	trans	4.92 	5.10 
HP.express.scl50486.15.1_59.S	3	76538257	35687294-76538257	overdominant	trans	4.92 	4.28 
HP.express.scl076722.3_2.S	9	102625858	102625858-102625858	overdominant	trans	4.92 	4.48 
HP.express.scl34586.10_147.S	5	108976796	108976796-148799645	overdominant	trans	4.92 	4.32 
HP.express.scl43607.3.1_1.S	2	71212610	70827829-147607267	overdominant	trans	4.92 	4.54 
HP.express.scl54689.4_655.S	16	40784427	40683286-40784427	overdominant	trans	4.92 	4.78 
HP.express.ri.A530093H06.PX00143N13.AK041234.1728.S	6	108805680	103348733-125312051	overdominant	trans	4.92 	4.57 
HP.express.scl0020411.1_138.S	1	161813131	161813131-161813131	overdominant	trans	4.92 	4.20 
HP.express.GI_25031974.S	1	161813131	17297861-161813131	overdominant	NA	4.92 	4.20 
HP.express.scl0004116.1_25.S	18	16225937	16015601-55645310	overdominant	trans	4.92 	4.47 
HP.express.scl0020729.1_21.S	17	91311431	33517617-91432205	overdominant	trans	4.92 	4.79 
HP.express.scl23508.1.1_311.S	1	161813131	161813131-161813131	overdominant	trans	4.92 	4.18 
HP.express.scl35881.3.118_28.S	11	24511115	20853203-32010903	overdominant	trans	4.92 	4.17 
HP.express.MJ.1000.73_804_a_49_0.S	18	16573090	16015601-16573090	overdominant	NA	4.92 	4.20 
HP.express.scl18956.7.1_182.S	7	47173175	46946166-47419364	overdominant	trans	4.92 	6.43 
HP.express.scl097820.1_227.S	15	50416638	50416638-51159618	overdominant	trans	4.92 	4.26 
HP.express.GI_38084989.S	15	50416638	50416638-50416638	overdominant	trans	4.92 	5.15 
HP.express.scl20142.14.1_120.S	10	85003454	84805040-85585750	overdominant	trans	4.92 	4.22 
HP.express.scl015191.7_7.S	1	161813131	17297861-161813131	overdominant	trans	4.92 	4.53 
HP.express.scl014897.1_33.S	2	179013602	179013602-179538497	overdominant	trans	4.92 	4.19 
HP.express.mmu.miR.30a..miRNA.Tagged.Template.S	7	36370162	35483769-36370162	overdominant	NA	4.92 	4.25 
HP.express.ri.9530096I01.PX00114B19.AK020663.941.S	13	61168767	60518902-63614969	overdominant	trans	4.91 	4.62 
HP.express.scl41604.1.1_221.S	15	100523028	99555070-100867357	overdominant	trans	4.91 	4.24 
HP.express.scl019186.11_4.S	1	161813131	40638646-181330183	overdominant	trans	4.91 	4.28 
HP.express.scl34581.9.1_48.S	4	93133003	93133003-94941886	overdominant	trans	4.91 	4.48 
HP.express.scl37358.5_279.S	3	105521874	72462519-106977400	overdominant	trans	4.91 	4.74 
HP.express.scl46617.10.1_4.S	1	9160440	5175959-190268338	overdominant	trans	4.91 	4.18 
HP.express.scl00338372.2_145.S	3	19147368	19147368-65195190	overdominant	trans	4.91 	4.70 
HP.express.MJ.250.29_133_REVCOMP.S	11	62806018	36616353-115662915	overdominant	NA	4.91 	4.73 
HP.express.scl0074913.1_312.S	19	15041687	15041687-15041687	overdominant	trans	4.91 	4.20 
HP.express.scl26091.22.1_56.S	17	63567586	62900675-64375120	overdominant	trans	4.91 	4.52 
HP.express.scl0001970.1_5.S	9	10572929	10572929-10572929	overdominant	trans	4.91 	4.16 
HP.express.ri.4930523M17.PX00033O16.AK019693.2820.S	18	66717084	65974307-68284961	overdominant	trans	4.91 	4.55 
HP.express.GI_38075197.S	11	98004974	97970159-98004974	overdominant	trans	4.91 	4.29 
HP.express.ri.D130066L18.PX00185I15.AK051703.1637.S	4	82052737	39557935-82052737	overdominant	trans	4.91 	4.17 
HP.express.GI_20944778.S	13	53914903	6905961-54177934	overdominant	NA	4.91 	4.51 
HP.express.scl54175.4_12.S	12	103549916	11469323-103549916	overdominant	trans	4.91 	4.16 
HP.express.ri.4930579N16.PX00036O07.AK029817.3035.S	1	43799139	31213164-169907733	overdominant	NA	4.91 	4.18 
HP.express.scl0399568.11_99.S	12	106289356	83974482-106289356	overdominant	trans	4.91 	4.39 
HP.express.scl000057.1_28_REVCOMP.S	1	161813131	32201996-161813131	overdominant	trans	4.91 	4.17 
HP.express.scl21376.1.1211_204.S	9	35019941	35019941-40446324	overdominant	trans	4.91 	5.05 
HP.express.scl00216238.1_292.S	3	57139117	56295276-98835283	dominant	NA	4.91 	4.46 
HP.express.scl0023808.2_287.S	1	161813131	41674873-161813131	overdominant	trans	4.91 	4.18 
HP.express.MJ.2000.93_150.S	6	35481674	34603223-75778216	overdominant	NA	4.91 	4.21 
HP.express.scl34676.6_69.S	1	169907733	117932705-184569434	overdominant	trans	4.91 	4.16 
HP.express.scl0004127.1_2.S	4	126149989	126149989-128200051	overdominant	trans	4.91 	4.19 
HP.express.scl0001779.1_17.S	12	101684485	53910948-106289356	overdominant	trans	4.91 	4.57 
HP.express.GI_38086759.S	5	128826621	126754361-130848960	overdominant	trans	4.91 	4.31 
HP.express.scl33219.11.1_14.S	3	102185658	87619539-109395936	overdominant	trans	4.91 	4.18 
HP.express.scl49069.8.1_123.S	10	119844777	119645931-120672905	overdominant	trans	4.91 	4.79 
HP.express.scl067529.1_0.S	10	82704824	69476808-83700325	overdominant	trans	4.91 	4.22 
HP.express.scl0001748.1_173.S	6	109901791	103069280-109901791	overdominant	trans	4.91 	4.16 
HP.express.scl45578.1.1_262.S	15	59485282	50416638-59485282	overdominant	trans	4.91 	4.25 
HP.express.scl069228.1_123.S	1	161813131	16714243-161813131	overdominant	trans	4.91 	4.19 
HP.express.scl27470.22_46.S	2	178047052	20203232-178047052	overdominant	trans	4.91 	4.21 
HP.express.X23334588_104_rc.S	1	58111588	58111588-78164064	overdominant	NA	4.91 	4.19 
HP.express.scl0022647.1_28.S	5	110534158	108976796-110534158	overdominant	trans	4.91 	4.45 
HP.express.scl0380793.1_210.S	19	45065956	45065956-45065956	overdominant	trans	4.91 	4.19 
HP.express.scl25005.1.1_55.S	1	96419718	95279064-188060829	overdominant	trans	4.91 	4.19 
HP.express.scl48716.12.1_3.S	7	74778289	74778289-74778289	overdominant	trans	4.91 	4.86 
HP.express.scl00233900.2_139.S	12	27128854	26165733-106289356	overdominant	trans	4.91 	4.23 
HP.express.GI_38089646.S	9	110408954	110408954-110408954	overdominant	NA	4.91 	4.99 
HP.express.scl023994.4_204.S	1	161813131	17297861-161813131	overdominant	trans	4.91 	4.17 
HP.express.scl36691.12_254.S	13	104334825	104212386-104407793	overdominant	trans	4.91 	4.16 
HP.express.scl0002419.1_3.S	1	161813131	40990837-161813131	overdominant	NA	4.91 	4.17 
HP.express.ri.4930535I16.PX00034M17.AK015982.1068.S	7	77257674	74663064-77721299	overdominant	trans	4.91 	4.16 
HP.express.scl0075276.2_239.S	11	60150671	56791370-64084780	overdominant	trans	4.91 	4.15 
HP.express.ri.4933413J09.PX00020E23.AK016807.900.S	19	15041687	15041687-15041687	overdominant	trans	4.91 	4.29 
HP.express.scl000688.1_865.S	7	126326046	126326046-126326046	overdominant	trans	4.91 	4.48 
HP.express.GI_38073273.S	13	73846529	72990649-73846529	overdominant	trans	4.90 	5.13 
HP.express.scl067278.1_10.S	3	102185658	19731352-102185658	overdominant	trans	4.90 	4.17 
HP.express.ri.9430006E19.PX00108I01.AK020406.958.S	17	24330945	24330945-26101174	overdominant	NA	4.90 	4.69 
HP.express.ri.D230004N23.PX00187B08.AK084171.2663.S	5	104357881	103062743-104357881	overdominant	trans	4.90 	4.51 
HP.express.scl26924.1_178.S	2	156321536	106438239-167301381	overdominant	trans	4.90 	4.20 
HP.express.GI_20822980.S	7	111381390	111381390-114369436	overdominant	NA	4.90 	5.31 
HP.express.scl26734.8_29.S	13	107135440	107135440-110267537	dominant	trans	4.90 	4.67 
HP.express.scl019654.2_30.S	7	73426073	73426073-73426073	overdominant	trans	4.90 	4.18 
HP.express.ri.4732474C02.PX00052C21.AK028953.2444.S	12	6279225	5722522-6504973	overdominant	trans	4.90 	4.15 
HP.express.scl0077320.1_201.S	13	98551075	98551075-107820820	overdominant	trans	4.90 	4.19 
HP.express.scl31880.10_379.S	6	135996423	126754247-137427457	overdominant	trans	4.90 	4.17 
HP.express.scl50670.2.184_270.S	11	112095415	112095415-112587501	overdominant	trans	4.90 	4.15 
HP.express.scl18558.16.1_73.S	6	143100812	143100812-143100812	overdominant	trans	4.90 	4.37 
HP.express.scl00219065.2_275.S	14	111945200	111945200-112084214	overdominant	trans	4.90 	4.16 
HP.express.scl23904.2_250.S	2	71436519	31027441-71436519	overdominant	trans	4.90 	4.87 
HP.express.scl0053621.2_255.S	1	161813131	17297861-161813131	overdominant	trans	4.90 	4.18 
HP.express.ri.A530012E19.PX00139P13.AK040670.789.S	1	115758378	21932421-116854001	overdominant	trans	4.90 	4.28 
HP.express.GI_38090180.S	10	85003454	84805040-85585750	overdominant	trans	4.90 	4.58 
HP.express.scl0021969.2_46.S	1	161813131	23151787-161813131	overdominant	trans	4.90 	4.15 
HP.express.ri.5830487H14.PX00645N06.AK077805.1050.S	13	97286433	44979717-97435998	overdominant	trans	4.90 	4.19 
HP.express.scl0217365.1_17.S	6	136889272	134571704-137427457	overdominant	trans	4.90 	4.39 
HP.express.scl015980.8_163.S	9	63055696	30287363-68496432	overdominant	trans	4.90 	4.45 
HP.express.scl21417.14.1_244.S	7	74778289	74778289-77721299	overdominant	trans	4.90 	4.16 
HP.express.scl40723.11.1_29.S	11	114641541	114181854-114994697	overdominant	cis	4.90 	4.58 
HP.express.scl0001044.1_79.S	11	111022376	111022376-111022376	dominant	trans	4.90 	4.67 
HP.express.ri.1700124I24.ZX00078N15.AK007267.653.S	8	117676036	42692142-117676036	overdominant	trans	4.90 	4.18 
HP.express.scl0067089.2_186.S	1	161813131	57882115-161813131	overdominant	trans	4.90 	4.21 
HP.express.scl51753.1.1_330.S	11	120818113	26729159-120818113	overdominant	trans	4.90 	4.25 
HP.express.scl00108755.1_37.S	1	183347300	112135450-183347300	overdominant	trans	4.90 	4.39 
HP.express.scl0208117.1_319.S	1	161813131	17297861-161813131	overdominant	trans	4.90 	4.18 
HP.express.IGKV4.61_AJ231209_Ig_kappa_variable_4.61_12.S	17	43921971	43921971-43961485	overdominant	NA	4.90 	4.70 
HP.express.scl40305.32_46.S	1	161813131	41674873-161813131	overdominant	trans	4.90 	4.15 
HP.express.scl44866.7.1_13.S	6	105762336	38079037-108599580	overdominant	trans	4.90 	4.61 
HP.express.scl0059013.2_121.S	12	101684485	101182577-101684485	overdominant	trans	4.90 	4.66 
HP.express.scl27011.2_30.S	1	161813131	23151787-161813131	overdominant	trans	4.90 	4.15 
HP.express.MJ.500.53_4.S	13	4885014	4885014-111949630	overdominant	NA	4.90 	4.31 
HP.express.ri.B930088F07.PX00166D08.AK081107.2893.S	10	85003454	85003454-85585750	overdominant	trans	4.90 	4.53 
HP.express.GI_38080087.S	1	77669893	39469790-77669893	overdominant	trans	4.90 	4.32 
HP.express.scl0020842.1_84.S	1	161813131	17297861-164679989	overdominant	trans	4.90 	4.28 
HP.express.scl0069041.1_73.S	1	161813131	40990837-161813131	overdominant	trans	4.90 	4.14 
HP.express.ri.D430047D13.PX00196G21.AK052540.2132.S	2	144594226	23949060-145107318	overdominant	trans	4.90 	4.28 
HP.express.scl011545.25_15.S	10	85003454	7495044-85585750	overdominant	trans	4.90 	4.15 
HP.express.GI_25030552.S	11	16181089	14267280-17204963	overdominant	trans	4.90 	4.17 
HP.express.scl0353235.1_269.S	12	59053527	15739287-61240757	overdominant	trans	4.90 	4.16 
HP.express.scl51808.12_202.S	12	26165733	26165733-103658402	overdominant	trans	4.90 	4.61 
HP.express.scl24808.2.1_124.S	13	113426372	113426372-113426372	overdominant	trans	4.89 	4.70 
HP.express.scl017749.3_11.S	1	161813131	40990837-161813131	overdominant	NA	4.89 	4.15 
HP.express.scl16035.21_615.S	5	147393931	145769625-147393931	overdominant	trans	4.89 	4.25 
HP.express.scl27774.14_45.S	1	161813131	40990837-161813131	overdominant	trans	4.89 	4.14 
HP.express.scl067281.3_0.S	12	53910948	51873310-58643153	overdominant	NA	4.89 	4.29 
HP.express.scl33480.16_131.S	1	161813131	40990837-161813131	overdominant	trans	4.89 	4.18 
HP.express.scl066212.2_13.S	15	50416638	14320173-50416638	overdominant	NA	4.89 	4.20 
HP.express.scl069110.4_312.S	9	30287363	30287363-40483516	overdominant	trans	4.89 	4.24 
HP.express.scl55059.2_77.S	12	80486234	80486234-108356287	overdominant	trans	4.89 	4.39 
HP.express.scl44019.3_326.S	8	127638433	127638433-131097800	overdominant	trans	4.89 	4.16 
HP.express.scl067267.4_0.S	7	97617492	29617129-97617492	overdominant	trans	4.89 	4.17 
HP.express.scl49723.1_245.S	14	11312893	10238823-16941081	overdominant	trans	4.89 	4.18 
HP.express.scl054614.25_158.S	12	106090962	106090962-106090962	overdominant	trans	4.89 	4.24 
HP.express.scl16318.1.1_193.S	10	125735778	125735778-125735778	overdominant	trans	4.89 	4.31 
HP.express.scl0077587.1_30.S	5	46625060	24008716-48322774	overdominant	trans	4.89 	4.24 
HP.express.ri.9130230H23.PX00061K03.AK033716.2232.S	8	80104522	79372976-80549284	overdominant	NA	4.89 	5.10 
HP.express.scl071192.3_29.S	1	161813131	17297861-161813131	overdominant	trans	4.89 	4.14 
HP.express.ri.2810035J02.ZX00083M03.AK012859.1070.S	19	31920645	31372899-32179331	overdominant	NA	4.89 	4.17 
HP.express.MJ.500.39_193_REVCOMP.S	2	144582595	87674071-145433490	overdominant	NA	4.89 	4.14 
HP.express.scl52902.14.1_38.S	4	10826079	10826079-139583632	overdominant	trans	4.89 	4.52 
HP.express.scl24990.1.20_266.S	7	123831181	123831181-124032177	overdominant	trans	4.89 	4.14 
HP.express.scl28100.26.1_27.S	1	161813131	161813131-161813131	overdominant	trans	4.89 	4.22 
HP.express.scl32057.1.564_6.S	15	50416638	50416638-50416638	overdominant	trans	4.89 	4.53 
HP.express.scl15832.11.1_5.S	10	123833587	123833587-126328670	overdominant	trans	4.89 	4.18 
HP.express.scl0002761.1_5.S	1	161813131	17297861-161813131	overdominant	trans	4.89 	4.16 
HP.express.ri.9430083C07.PX00110G05.AK035068.1964.S	5	113588467	113588467-113588467	overdominant	trans	4.89 	4.61 
HP.express.scl071623.1_73.S	2	162158560	21541388-162191049	overdominant	trans	4.89 	4.16 
HP.express.scl25272.22.1_44.S	2	166455786	166455786-167301381	overdominant	trans	4.89 	4.14 
HP.express.scl28933.2.1_16.S	3	20928958	19731352-27819024	overdominant	trans	4.89 	4.36 
HP.express.scl50210.6.1_29.S	4	55503015	54911405-55503015	overdominant	trans	4.89 	4.15 
HP.express.scl078772.9_102.S	5	100641721	100641721-101656677	overdominant	NA	4.89 	4.23 
HP.express.scl18332.5_640.S	11	111796613	5535137-112504531	overdominant	trans	4.89 	4.42 
HP.express.scl53616.10.1_330.S	14	60980844	60980844-61654077	overdominant	trans	4.89 	4.19 
HP.express.scl0019647.2_60.S	1	161813131	17297861-161813131	overdominant	trans	4.89 	4.16 
HP.express.scl067437.2_28.S	1	161813131	17297861-161813131	overdominant	trans	4.89 	4.14 
HP.express.GI_38081989.S	16	21323614	21323614-24175671	overdominant	trans	4.89 	4.49 
HP.express.scl6501.1.1_8.S	14	36200642	33906332-37340626	overdominant	trans	4.89 	4.29 
HP.express.scl52151.4.1_36.S	15	50416638	50416638-50416638	overdominant	trans	4.89 	4.17 
HP.express.scl076478.1_164.S	8	130085280	31698271-130085280	overdominant	trans	4.89 	4.24 
HP.express.ri.B930060K05.PX00164N04.AK047429.1241.S	1	161813131	161813131-163553621	overdominant	NA	4.89 	4.36 
HP.express.scl26924.1_178.S	4	58970533	58831722-58970533	overdominant	trans	4.89 	4.47 
HP.express.GI_38078878.S	1	161813131	159872834-161813131	overdominant	trans	4.89 	4.51 
HP.express.ri.C330003C13.PX00667E20.AK082750.1893.S	9	120753681	120753681-120753681	overdominant	trans	4.88 	4.48 
HP.express.scl32134.16.1_14.S	2	158163245	109233649-158566414	overdominant	trans	4.88 	4.17 
HP.express.scl49073.14.1_30.S	16	74284056	5651638-74869924	overdominant	trans	4.88 	4.26 
HP.express.scl50181.36_559.S	10	85003454	83700325-85585750	overdominant	trans	4.88 	4.44 
HP.express.scl0016905.1_7.S	17	31326430	29661037-83252865	overdominant	NA	4.88 	4.42 
HP.express.scl25613.2.1_25.S	19	9504952	8993876-56160540	overdominant	trans	4.88 	4.31 
HP.express.scl0211936.10_23.S	17	68395696	68378407-69149097	overdominant	trans	4.88 	4.14 
HP.express.scl066522.1_109.S	10	85003454	82704824-85585750	overdominant	trans	4.88 	4.16 
HP.express.scl0001839.1_337.S	15	74802356	72458771-75279170	overdominant	trans	4.88 	4.14 
HP.express.ri.A630097D09.PX00148I01.AK042500.2589.S	7	30566370	29617129-31205452	overdominant	NA	4.88 	4.14 
HP.express.scl0240332.1_47.S	1	161813131	17297861-163553621	overdominant	trans	4.88 	4.13 
HP.express.scl0002869.1_256.S	5	13823258	13823258-13823258	overdominant	trans	4.88 	4.25 
HP.express.scl00170767.2_151.S	17	92560240	31517666-94374629	overdominant	trans	4.88 	4.25 
HP.express.scl10573.8.1_85.S	18	15454342	14889455-36173613	overdominant	trans	4.88 	4.15 
HP.express.scl49498.2.1_30.S	5	21760276	21119963-76590603	overdominant	trans	4.88 	4.25 
HP.express.scl54549.37_1.S	1	161813131	40990837-161813131	overdominant	trans	4.88 	4.13 
HP.express.ri.B830003C01.PX00072A08.AK046775.3070.S	7	97765936	94396018-103381887	overdominant	trans	4.88 	4.22 
HP.express.gi_8850233_ref_NM_013684.1__234_d_12_1.S	2	161205857	69969951-161278733	overdominant	NA	4.88 	4.39 
HP.express.scl0001248.1_219.S	1	192407631	191982649-194439329	overdominant	trans	4.88 	4.45 
HP.express.scl0011775.1_36.S	1	172980758	152610665-172980758	overdominant	trans	4.88 	4.19 
HP.express.scl016570.2_240.S	2	67347571	65384202-67347571	overdominant	trans	4.88 	4.17 
HP.express.scl32301.1.158_22.S	8	22905716	18632486-22905716	overdominant	trans	4.88 	4.17 
HP.express.scl47138.1.1_7.S	9	58318383	58318383-99992032	overdominant	trans	4.88 	4.13 
HP.express.GI_38084471.S	4	11408761	10826079-13030916	overdominant	trans	4.88 	4.15 
HP.express.scl36757.6_561.S	13	11529188	6905961-11898065	overdominant	trans	4.88 	4.32 
HP.express.scl42107.5.1_30.S	11	87177134	36686534-88249092	overdominant	trans	4.88 	4.13 
HP.express.scl0068904.1_325.S	1	161813131	23151787-177262271	overdominant	trans	4.88 	4.13 
HP.express.scl00171194.2_0.S	17	8688292	8506445-9250405	overdominant	trans	4.88 	4.22 
HP.express.scl00109645.1_85.S	12	47697984	27128854-58643153	overdominant	trans	4.88 	4.15 
HP.express.scl52435.3.1_22.S	18	16573090	16015601-16573090	overdominant	trans	4.88 	4.50 
HP.express.scl0013805.2_54.S	17	91559863	7341224-94374629	overdominant	NA	4.88 	4.14 
HP.express.scl49991.4.1_137.S	11	24652977	24652977-121409202	overdominant	trans	4.88 	4.13 
HP.express.scl0319914.1_109.S	18	70283257	70283257-70283257	overdominant	trans	4.88 	4.16 
HP.express.scl40757.3.1_234.S	9	41874568	41874568-87963925	overdominant	trans	4.88 	4.14 
HP.express.GI_38083296.S	19	60030672	60030672-60612810	overdominant	NA	4.88 	4.17 
HP.express.scl30959.7.1_15.S	15	4251292	3229029-4349154	overdominant	trans	4.88 	4.15 
HP.express.scl0386649.7_4.S	7	141612959	47672376-141612959	overdominant	trans	4.88 	4.15 
HP.express.scl18631.16_116.S	1	161813131	146674957-161813131	overdominant	trans	4.88 	4.16 
HP.express.scl0003399.1_126.S	7	77627195	76941281-77721299	overdominant	trans	4.88 	4.14 
HP.express.scl000078.1_211.S	1	161813131	17297861-161813131	overdominant	trans	4.88 	4.13 
HP.express.scl37232.2.1_22.S	13	56406179	56406179-60392327	overdominant	trans	4.88 	4.28 
HP.express.scl0208501.1_4.S	4	142772218	16419341-142959627	overdominant	trans	4.88 	4.13 
HP.express.scl15296.3.1_67.S	6	134971459	134399785-134971459	overdominant	trans	4.88 	4.22 
HP.express.scl000735.1_34.S	16	57190691	56462920-57552172	overdominant	trans	4.88 	4.14 
HP.express.scl068183.7_27.S	1	161813131	17297861-161813131	overdominant	trans	4.88 	4.13 
HP.express.scl0225631.3_93.S	19	35692392	35692392-35692392	overdominant	trans	4.88 	5.19 
HP.express.scl52689.1.451_21.S	9	55292556	55292556-56267274	overdominant	trans	4.88 	5.31 
HP.express.GI_38082930.S	16	68381839	66872882-68820283	overdominant	NA	4.88 	4.43 
HP.express.scl31119.7_170.S	1	161813131	17297861-163553621	overdominant	trans	4.88 	4.14 
HP.express.scl53210.2_12.S	7	60128042	55319505-64362254	overdominant	trans	4.88 	4.20 
HP.express.scl075977.2_107.S	12	103549916	99200674-103658402	overdominant	trans	4.87 	4.30 
HP.express.scl0001423.1_94.S	1	36217447	23151787-181330183	overdominant	trans	4.87 	4.13 
HP.express.scl41255.35_202.S	17	87984011	84441788-88221996	overdominant	trans	4.87 	4.12 
HP.express.scl22956.4.1_1.S	15	3927809	3229029-50416638	overdominant	trans	4.87 	4.21 
HP.express.ri.D230021F18.PX00188E14.AK051938.3254.S	19	47797152	47797152-47797152	overdominant	trans	4.87 	4.14 
HP.express.ri.9030619K07.PX00061E15.AK033556.1473.S	10	85335228	85003454-124928036	overdominant	trans	4.87 	4.14 
HP.express.scl37977.4.1_38.S	12	10580041	10580041-10580041	overdominant	trans	4.87 	4.14 
HP.express.scl0002236.1_9.S	1	74948559	74948559-194439329	overdominant	trans	4.87 	4.27 
HP.express.scl0236733.21_43.S	1	161813131	161813131-161813131	overdominant	trans	4.87 	4.13 
HP.express.scl20881.1.1108_30.S	4	10931918	10826079-23212380	overdominant	trans	4.87 	4.58 
HP.express.scl38049.5.1_21.S	17	40931895	36684309-94374629	overdominant	trans	4.87 	4.12 
HP.express.scl43605.23_398.S	1	161813131	23151787-161813131	overdominant	trans	4.87 	4.19 
HP.express.scl069082.11_146.S	1	161813131	23151787-161813131	overdominant	trans	4.87 	4.13 
HP.express.ri.8030481M12.PX00103J19.AK033272.2684.S	15	22448859	22448859-95780006	overdominant	trans	4.87 	4.13 
HP.express.X9629514_7.S	9	58724741	57112286-73928773	overdominant	NA	4.87 	4.12 
