trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
HP.express.scl016121.5_7.S	2	67347571	overdominant	3.98 	11	52216727	52216777
HP.express.scl028106.1_129.S	12	53910948	overdominant	4.66 	17	56316169	56316219
HP.express.scl17679.7_614.S	2	127973954	overdominant	4.16 	1	91051377	91051427
HP.express.scl49440.8.1_1.S	7	123831181	overdominant	3.89 	16	10422932	10422982
HP.express.scl26115.1.3_122.S	10	116432948	overdominant	5.38 	5	121002274	121002324
HP.express.scl000751.1_62.S	9	84973061	overdominant	4.23 	1	74641154	74641204
HP.express.scl16445.14.1_18.S	5	68173658	overdominant	3.95 	1	98956048	98956098
HP.express.scl067952.2_217.S	17	41017284	overdominant	3.97 	NA	NA	NA
HP.express.scl27024.7_349.S	7	124032177	overdominant	3.87 	5	143734476	143734526
HP.express.GI_31981688.S	12	26165733	overdominant	3.93 	5	149859284	149859334
HP.express.scl00140917.1_97.S	3	110822512	overdominant	4.47 	3	103606916	103606966
HP.express.scl0001816.1_0.S	12	101684485	overdominant	4.40 	16	23109211	23109261
HP.express.GI_38085994.S	11	70265436	overdominant	4.20 	NA	NA	NA
HP.express.scl0017330.1_15.S	9	76695382	overdominant	4.22 	19	32560284	32560334
HP.express.ri.5830400N10.PX00038E18.AK017887.1584.S	19	5047472	dominant	4.34 	4	46522708	46522758
HP.express.scl17558.14.1_166.S	2	179538497	overdominant	4.42 	1	121959898	121959948
HP.express.scl41582.8.1_74.S	12	53910948	overdominant	5.17 	11	51604903	51604953
HP.express.ri.D130017D19.PX00182L09.AK083827.3639.S	7	123831181	overdominant	4.24 	NA	NA	NA
HP.express.scl000189.1_1.S	13	76267568	overdominant	4.20 	7	28095218	28095268
HP.express.scl28206.2_331.S	6	147436222	partial-dominant	20.65 	6	145806188	145806238
HP.express.ri.1500002K03.ZX00081A09.AK005121.1022.S	10	100205623	overdominant	4.19 	NA	NA	NA
HP.express.scl0381393.1_199.S	10	116432948	overdominant	4.02 	2	151296409	151296459
HP.express.scl0001946.1_187.S	19	25274847	overdominant	3.88 	3	51081194	51081244
HP.express.scl31402.19.1_24.S	9	41874568	overdominant	3.91 	7	52213980	52214030
HP.express.scl18596.16.1_32.S	11	30374585	overdominant	4.40 	2	139659580	139659630
HP.express.GI_38075515.S	14	12915255	overdominant	4.00 	1	174174146	174174196
HP.express.scl0272031.1_77.S	19	32123399	overdominant	5.44 	4	49072416	49072466
HP.express.GI_22129084.S	4	33171359	overdominant	4.04 	2	88914790	88914840
HP.express.ri.9430041H01.PX00108I18.AK034806.2542.S	18	30940097	overdominant	4.07 	7	109207648	109207698
HP.express.scl0003156.1_0.S	4	150322101	overdominant	3.85 	2	164389559	164389609
HP.express.ri.C530015C05.PX00081A16.AK049649.1970.S	5	82209965	overdominant	4.60 	1	173213946	173213996
HP.express.GI_38074498.S	14	45448999	dominant	3.86 	NA	NA	NA
HP.express.ri.D730042F10.PX00091K13.AK085749.1714.S	4	144042787	overdominant	3.97 	NA	NA	NA
HP.express.scl0077531.1_129.S	11	63190603	overdominant	4.30 	10	90434478	90434528
HP.express.ri.1110007B02.R000015D12.AK003517.1108.S	4	65694455	overdominant	5.98 	3	94150760	94150810
HP.express.scl23889.4.1_100.S	6	30515836	overdominant	4.92 	4	119329229	119329279
HP.express.scl26750.46.1_152.S	12	87284700	dominant	4.43 	5	30669517	30669567
HP.express.scl43180.27.1_0.S	4	59713369	dominant	5.30 	12	60290772	60290822
HP.express.scl10065.1.1_323.S	3	76729133	overdominant	4.05 	15	5438644	5438694
HP.express.GI_38082492.S	7	31205452	overdominant	4.68 	17	42514540	42514590
HP.express.scl0003282.1_8.S	19	30621558	overdominant	4.17 	2	22682392	22682442
HP.express.scl48493.1_0.S	1	136955914	overdominant	4.33 	16	37653569	37653619
HP.express.ri.4632401N01.PX00012C16.AK019479.3812.S	3	96365129	overdominant	4.49 	11	35525252	35525302
HP.express.scl38114.7.1_13.S	2	40783389	overdominant	4.20 	10	24635907	24635957
HP.express.scl0258632.1_243.S	11	45707542	overdominant	3.93 	2	87577636	87577686
HP.express.ri.A730069A04.PX00151H24.AK043199.2279.S	5	129764658	overdominant	4.07 	1	134354039	134354089
HP.express.scl46056.12.1_60.S	1	161813131	overdominant	3.89 	14	79823263	79823313
HP.express.ri.1500003O18.ZX00042C23.AK005137.1348.S	7	57166796	overdominant	4.81 	6	39351118	39351168
HP.express.scl0072981.1_191.S	19	21917591	overdominant	4.01 	7	105866378	105866428
HP.express.scl39543.11_207.S	12	99200674	overdominant	4.25 	11	100957776	100957826
HP.express.scl33334.20.1_45.S	6	103348733	overdominant	4.22 	8	112464468	112464518
HP.express.scl46724.2_224.S	14	86419538	overdominant	4.05 	15	100290678	100290728
HP.express.scl22890.10.1_51.S	10	4768887	overdominant	4.12 	3	94933068	94933118
HP.express.scl54150.7.1_69.S	11	19879576	overdominant	4.01 	X	71167467	71167517
HP.express.scl45125.3_164.S	9	55541581	overdominant	3.92 	14	123290230	123290280
HP.express.scl30641.1.10_3.S	6	63129581	overdominant	4.17 	7	134747559	134747609
HP.express.GI_38077121.S	5	107349127	overdominant	4.23 	15	92508031	92508081
HP.express.scl0073442.2_226.S	15	50416638	overdominant	3.87 	19	58871903	58871953
HP.express.scl0108956.1_31.S	18	82409897	overdominant	4.26 	15	77355582	77355632
HP.express.scl47740.13_198.S	10	85003454	overdominant	4.05 	15	79551502	79551552
HP.express.scl052897.1_9.S	4	150322101	overdominant	3.91 	11	118355470	118355520
HP.express.MJ.1000.72.931.1000.S	5	76032917	overdominant	4.08 	NA	NA	NA
HP.express.scl000053.1_57_REVCOMP.S	14	71509098	dominant	4.31 	NA	NA	NA
HP.express.scl23430.4_16.S	12	108880271	overdominant	4.23 	4	155143079	155143129
HP.express.scl020861.1_5.S	15	99555070	overdominant	3.89 	16	36277290	36277340
HP.express.scl00239099.1_61.S	4	57442681	overdominant	4.02 	14	55474676	55474726
HP.express.scl45998.3.1_24.S	3	57139117	overdominant	4.03 	14	105904773	105904823
HP.express.ri.3230401P16.PX00010C04.AK028289.3820.S	12	118897799	dominant	3.85 	NA	NA	NA
HP.express.scl54956.2.1_13.S	4	150322101	dominant	3.98 	X	42445328	42445378
HP.express.scl44286.6_13.S	2	113257458	overdominant	4.19 	13	12569787	12569837
HP.express.scl0217219.1_53.S	5	32794897	overdominant	3.97 	11	102299727	102299777
HP.express.scl31708.12.11_106.S	19	6211718	dominant	4.33 	7	17591424	17591474
HP.express.scl000015.1_67.S	8	110668369	overdominant	3.96 	12	87087613	87087663
HP.express.scl35550.2_616.S	4	54911405	overdominant	3.85 	9	81525123	81525173
HP.express.scl077038.16_27.S	3	115644536	overdominant	3.87 	2	91115965	91116015
HP.express.GI_31342426.S	3	117266538	overdominant	4.05 	NA	NA	NA
HP.express.IGHV1S114_L33955_Ig_heavy_variable_1S114_205.S	2	67059205	overdominant	3.95 	NA	NA	NA
HP.express.MJ.500.52_50_REVCOMP.S	8	120563970	overdominant	4.61 	NA	NA	NA
HP.express.GI_38085712.S	7	60454071	overdominant	4.06 	NA	NA	NA
HP.express.scl000096.1_251.S	17	31326430	overdominant	4.02 	17	15082688	15082738
HP.express.scl0003090.1_33.S	8	33035140	dominant	4.62 	2	30680978	30681028
HP.express.scl44824.2.224_179.S	9	74220995	dominant	4.23 	13	46061657	46061707
HP.express.scl16496.1_30.S	9	41874568	overdominant	4.06 	1	90595194	90595244
HP.express.scl36811.10.132_1.S	19	36471853	dominant	4.81 	9	65128031	65128081
HP.express.ri.4833415O14.PX00313F15.AK029378.2312.S	9	42353146	overdominant	4.25 	2	156782240	156782290
HP.express.scl0012417.1_6.S	12	15962084	overdominant	4.14 	NA	NA	NA
HP.express.scl093716.1_143.S	12	15561848	overdominant	3.87 	18	37887833	37887883
HP.express.ri.6230412A12.PX00042C17.AK031763.2815.S	3	86996598	overdominant	3.86 	12	29394582	29394632
HP.express.scl43046.9_199.S	9	52358672	overdominant	3.96 	12	79987209	79987259
HP.express.scl0208777.1_15.S	16	35705054	overdominant	4.31 	1	95194058	95194108
HP.express.scl0233765.1_186.S	11	104772520	overdominant	3.91 	7	123267776	123267826
HP.express.GI_38091407.S	1	130485574	overdominant	4.07 	11	66030976	66031026
HP.express.scl0056533.2_3.S	10	8528050	partial-dominant	16.87 	NA	NA	NA
HP.express.ri.8030405J07.PX00102P18.AK033090.2330.S	3	71320671	overdominant	4.11 	12	85674878	85674928
HP.express.scl0023915.1_24.S	2	152835269	dominant	4.30 	NA	NA	NA
HP.express.scl0078632.1_14.S	12	114496694	overdominant	3.88 	NA	NA	NA
HP.express.scl21113.26_436.S	11	6513859	overdominant	4.51 	2	29595785	29595835
HP.express.scl0067005.2_12.S	12	58426509	overdominant	4.18 	2	181604495	181604545
HP.express.ri.6430578G21.PX00047K06.AK032517.2962.S	18	25646615	overdominant	4.98 	3	151887390	151887440
HP.express.scl0001021.1_512.S	5	66098040	overdominant	4.29 	6	52184366	52184416
HP.express.scl063856.1_46.S	12	14571263	overdominant	6.01 	17	47625293	47625343
HP.express.scl020317.1_68.S	9	32645815	overdominant	8.43 	11	75223538	75223588
HP.express.scl49000.8.1_109.S	6	127541504	overdominant	4.14 	16	65535789	65535839
HP.express.GI_38074786.S	6	77171586	overdominant	3.92 	2	65603059	65603109
HP.express.scl44288.11_154.S	7	48180442	overdominant	4.49 	13	12532269	12532319
HP.express.ri.A130098D12.PX00126J01.AK038359.1171.S	17	50872569	dominant	4.62 	4	59763009	59763059
HP.express.scl0070373.1_243.S	16	21323614	overdominant	4.00 	12	87632208	87632258
HP.express.scl018160.1_34.S	18	72267149	overdominant	4.01 	3	90254829	90254879
HP.express.AmbionRNASpike8_1800_d_3_0.S	4	88039370	overdominant	3.90 	NA	NA	NA
HP.express.scl00029.1_14.S	9	55541581	overdominant	3.88 	7	30030937	30030987
HP.express.scl32730.3.1_40.S	4	23212380	overdominant	4.22 	7	51254233	51254283
HP.express.scl072265.1_70.S	4	150322101	dominant	5.22 	1	13555050	13555100
HP.express.scl26458.3.1_5.S	15	100949643	overdominant	4.49 	5	76753352	76753402
HP.express.ri.9530077A17.PX00114A21.AK020647.800.S	1	54152466	overdominant	4.66 	1	55110460	55110510
HP.express.ri.A430019G17.PX00134H08.AK079704.2638.S	10	119645931	overdominant	5.35 	7	145128228	145128278
HP.express.scl49370.9_720.S	10	77019180	overdominant	4.65 	16	17808314	17808364
HP.express.scl6022.1.1_166.S	2	131352312	overdominant	3.89 	19	41994779	41994829
HP.express.scl34019.2.1_17.S	4	9203763	overdominant	4.11 	8	19201213	19201263
HP.express.GI_38075608.S	8	98501224	overdominant	4.19 	2	118533966	118534016
HP.express.scl16382.1.1_50.S	9	55541581	overdominant	4.05 	1	121549327	121549377
HP.express.scl0067192.1_182.S	4	139112279	dominant	4.35 	7	77510390	77510440
HP.express.scl0002086.1_57.S	14	76951216	overdominant	4.06 	3	54550463	54550513
HP.express.scl40986.1_44.S	13	98040091	overdominant	4.04 	11	96167315	96167365
HP.express.scl056876.17_315.S	9	117126958	overdominant	3.90 	2	24918316	24918366
HP.express.scl063856.1_46.S	18	48822565	overdominant	4.27 	17	47625293	47625343
HP.express.scl766.8.1_1.S	19	22263388	dominant	4.65 	6	118617541	118617591
HP.express.scl49855.2.7_13.S	13	63973239	overdominant	4.20 	17	46864247	46864297
HP.express.scl52967.8.1_33.S	16	40784427	overdominant	4.15 	19	61152580	61152630
HP.express.scl43434.22.1_35.S	7	64362254	overdominant	3.91 	12	4212763	4212813
HP.express.scl27316.1.344_21.S	19	5047472	dominant	4.26 	5	118408115	118408165
HP.express.scl50889.1_274.S	19	60030672	overdominant	3.89 	17	30315685	30315735
HP.express.scl42641.3.1_18.S	11	63156021	overdominant	4.22 	12	7378940	7378990
HP.express.scl50468.7.1_9.S	1	59176397	overdominant	4.15 	17	80583688	80583738
HP.express.scl25019.5.1_161.S	1	40030540	overdominant	4.00 	4	119839798	119839848
HP.express.scl014180.2_25.S	14	11312893	overdominant	4.08 	14	58702069	58702119
HP.express.scl0016372.2_128.S	2	132094012	dominant	3.94 	13	72769209	72769259
HP.express.scl0093844.1_124.S	19	22263388	dominant	4.14 	NA	NA	NA
HP.express.scl44420.3_285.S	4	126149989	dominant	4.78 	13	108268906	108268956
HP.express.scl20333.19.1_3.S	12	57736997	overdominant	4.00 	2	126584297	126584347
HP.express.scl37746.9_45.S	10	69476808	overdominant	3.93 	10	79372973	79373023
HP.express.GI_38080977.S	2	164778924	overdominant	4.38 	NA	NA	NA
HP.express.scl25330.1.1_0.S	2	69180806	overdominant	5.14 	4	80560314	80560364
HP.express.scl39882.5_436.S	15	8043432	overdominant	4.90 	11	78320655	78320705
HP.express.scl33085.7_52.S	11	37583470	overdominant	5.69 	7	13080202	13080252
HP.express.scl0320267.1_220.S	2	99324198	overdominant	4.42 	2	31472838	31472888
HP.express.GI_38077299.S	1	170908411	overdominant	3.88 	3	145030656	145030706
HP.express.scl0235626.1_238.S	13	82201318	overdominant	5.27 	9	110520985	110521035
HP.express.scl47713.3_671.S	5	103867798	overdominant	3.88 	15	81068418	81068468
HP.express.RandomSeq47.S	7	106476880	overdominant	4.04 	NA	NA	NA
HP.express.scl30359.11_166.S	13	63973239	overdominant	4.58 	6	17055678	17055728
HP.express.scl38055.13_82.S	10	35758752	overdominant	4.19 	10	34023908	34023958
HP.express.GI_38086002.S	13	60819300	overdominant	4.26 	7	19682978	19683028
HP.express.scl00338351.1_46.S	11	114641541	overdominant	4.53 	X	34148482	34148532
HP.express.scl067407.2_18.S	12	118628300	overdominant	3.92 	X	108318023	108318073
HP.express.scl0328084.5_6.S	8	102532192	overdominant	3.93 	NA	NA	NA
HP.express.scl17429.45.1_69.S	7	151675970	overdominant	3.95 	1	138015612	138015662
HP.express.scl35368.9_193.S	9	106187155	overdominant	4.13 	9	107516595	107516645
HP.express.scl0003293.1_522.S	15	50416638	overdominant	4.12 	2	124992394	124992444
HP.express.scl099003.2_10.S	10	119844777	overdominant	4.15 	2	104595349	104595399
HP.express.scl00319836.1_185.S	2	86643868	overdominant	4.03 	NA	NA	NA
HP.express.ri.D030049N18.PX00180F19.AK050983.1125.S	18	80763536	overdominant	4.07 	8	11615744	11615794
HP.express.GI_38076487.S	14	75930682	overdominant	4.03 	14	84933267	84933317
HP.express.scl45716.9.1_30.S	1	29231326	overdominant	4.11 	14	35405946	35405996
HP.express.scl54964.36_266.S	12	87284700	overdominant	4.31 	X	39629921	39629971
HP.express.scl081905.4_2.S	7	107581091	overdominant	4.26 	7	3411555	3411605
HP.express.GI_38089309.S	5	52155127	overdominant	4.41 	8	73997678	73997728
HP.express.scl52801.4.1_26.S	10	75305486	overdominant	4.79 	19	4098608	4098658
HP.express.ri.A430087B14.PX00138G16.AK040324.1421.S	11	120818113	overdominant	3.92 	10	126607201	126607251
HP.express.scl27818.30.1_7.S	14	78358485	overdominant	3.98 	5	53257644	53257694
HP.express.scl0001259.1_60.S	18	70077248	overdominant	3.86 	6	86724979	86725029
HP.express.scl32307.11_346.S	10	85003454	overdominant	4.07 	7	107989655	107989705
HP.express.scl30678.8_112.S	8	79372976	overdominant	3.88 	7	133816608	133816658
HP.express.scl0258309.1_186.S	6	111419888	overdominant	4.25 	7	111784950	111785000
HP.express.scl4321.1.1_217.S	13	109611364	dominant	3.99 	2	86888571	86888621
HP.express.GI_38079830.S	12	99872398	overdominant	4.47 	NA	NA	NA
HP.express.scl19727.12_379.S	3	34034259	overdominant	4.12 	2	5215002	5215052
HP.express.GI_38086719.S	6	131577139	overdominant	5.82 	X	114000444	114000494
HP.express.scl0074570.2_105.S	3	135810365	dominant	3.86 	5	138543721	138543771
HP.express.scl0223887.9_18.S	1	172980758	overdominant	3.99 	15	98696838	98696888
HP.express.scl17326.1_72.S	1	160995436	overdominant	4.20 	1	161277630	161277680
HP.express.gi_31981889_ref_NM_009735.2__43_a_7_1.S	1	28358145	overdominant	3.94 	NA	NA	NA
HP.express.GI_20825167.S	3	102324541	overdominant	4.09 	NA	NA	NA
HP.express.scl50323.1_312.S	2	99324198	overdominant	3.86 	17	10395888	10395938
HP.express.scl0003194.1_14.S	12	120968386	overdominant	3.89 	2	52280268	52280318
HP.express.scl000667.1_1.S	12	106090962	dominant	4.08 	8	23443640	23443690
HP.express.ri.6720484N05.PX00060O16.AK032986.1406.S	1	191159138	overdominant	3.97 	12	117493809	117493859
HP.express.scl42349.4.1_161.S	7	37211622	overdominant	3.85 	12	74201105	74201155
HP.express.scl0230657.2_67.S	11	115662915	overdominant	3.92 	4	116225770	116225820
HP.express.scl40253.24_295.S	16	36240736	overdominant	3.90 	11	51506307	51506357
HP.express.GI_38090029.S	7	151814365	overdominant	4.29 	NA	NA	NA
HP.express.scl020341.12_22.S	2	71112704	overdominant	4.28 	3	94748045	94748095
HP.express.scl0003755.1_92.S	10	105088384	overdominant	4.62 	13	55098664	55098714
HP.express.scl067097.5_20.S	12	53910948	overdominant	4.06 	NA	NA	NA
HP.express.scl24602.8.5_0.S	5	73915574	dominant	4.62 	4	155340193	155340243
HP.express.scl00171189.1_4.S	11	79360600	overdominant	4.40 	6	57310788	57310838
HP.express.scl022025.13_1.S	16	57552172	overdominant	4.88 	10	93658011	93658061
HP.express.scl017341.1_7.S	4	139583632	overdominant	3.93 	5	144952519	144952569
HP.express.ri.2900019J01.ZX00068L21.AK013560.987.S	19	35692392	overdominant	5.91 	7	68342688	68342738
HP.express.scl077782.25_0.S	8	23824314	overdominant	4.17 	16	37094890	37094940
HP.express.scl19382.1_174.S	2	135359901	overdominant	3.96 	2	37287866	37287916
HP.express.scl48085.5.1_13.S	19	31920645	overdominant	4.09 	15	10422539	10422589
HP.express.ri.A330058L12.PX00132F01.AK039545.1592.S	1	178712284	overdominant	4.55 	1	75002343	75002393
HP.express.scl46912.2.1_27.S	11	11391157	overdominant	3.99 	15	82623574	82623624
HP.express.GI_38078701.S	11	103578707	overdominant	4.02 	4	114925250	114925300
HP.express.ri.B130050B18.PX00158H09.AK045237.2884.S	7	37568458	dominant	4.20 	4	44027921	44027971
HP.express.GI_38074915.S	19	35692392	overdominant	4.25 	NA	NA	NA
HP.express.scl0003145.1_1.S	17	91432205	overdominant	4.68 	2	34722503	34722553
HP.express.ri.C130018E23.PX00167E06.AK081443.2040.S	18	41067606	overdominant	3.91 	7	126284567	126284617
HP.express.scl27602.3.1_69.S	15	99555070	overdominant	6.58 	5	91202279	91202329
HP.express.scl000696.1_123.S	19	6211718	dominant	4.40 	8	128276037	128276087
HP.express.GI_19527057.S	10	82704824	overdominant	5.26 	2	34480119	34480169
HP.express.scl068075.1_67.S	7	122276042	overdominant	4.55 	4	115810168	115810218
HP.express.GI_38049488.S	14	46175254	overdominant	3.86 	1	53454070	53454120
HP.express.ri.2900089I03.ZX00083H21.AK076143.1560.S	9	34384137	overdominant	5.01 	11	43494856	43494906
HP.express.scl0064138.2_328.S	17	27109862	overdominant	3.86 	2	174253382	174253432
HP.express.scl26493.16.1_243.S	6	59473245	dominant	4.19 	5	73087308	73087358
HP.express.scl50205.8_548.S	3	134894339	overdominant	6.25 	17	24776247	24776297
HP.express.ri.C430018F20.PX00078L07.AK049509.2238.S	15	101380877	overdominant	4.26 	4	61975363	61975413
HP.express.scl0076850.1_143.S	1	136413708	overdominant	3.95 	4	126174025	126174075
HP.express.scl00243771.2_198.S	6	92872959	overdominant	4.06 	6	39036945	39036995
HP.express.scl18995.12_704.S	10	23097607	overdominant	4.03 	2	91113400	91113450
HP.express.MJ.1000.74_823_a_56_2.S	9	73368786	overdominant	6.03 	NA	NA	NA
HP.express.X9845300_4288.S	11	29129769	overdominant	4.10 	NA	NA	NA
HP.express.mmu.miR.125a.miRNA.Tagged.Template.S	6	101072406	overdominant	4.05 	NA	NA	NA
HP.express.scl18620.21_88.S	1	93549872	overdominant	4.04 	2	132355023	132355073
HP.express.scl0110084.7_15.S	6	24505488	overdominant	3.96 	14	32099963	32100013
HP.express.scl0001379.1_70.S	19	10248920	overdominant	4.31 	11	119867790	119867840
HP.express.scl066659.9_78.S	16	88032927	overdominant	4.54 	3	96979651	96979701
HP.express.scl22034.13_42.S	4	49601364	overdominant	3.95 	3	80495512	80495562
HP.express.scl00009.1_36_REVCOMP.S	12	80254314	partial-dominant	43.53 	NA	NA	NA
HP.express.scl0018286.1_11.S	1	23151787	overdominant	4.24 	NA	NA	NA
HP.express.GI_20842915.I	13	113426372	overdominant	4.28 	NA	NA	NA
HP.express.ri.B930044G13.PX00164G21.AK047270.3199.S	18	16573090	overdominant	4.30 	12	86454956	86455006
HP.express.scl0001678.1_33.S	3	19163210	overdominant	3.87 	17	45695488	45695538
HP.express.scl0021841.2_0.S	3	155445572	overdominant	4.07 	NA	NA	NA
HP.express.ri.D230021F18.PX00188E14.AK051938.3254.S	1	172980758	overdominant	4.11 	1	32303274	32303324
HP.express.ri.6030408K21.PX00056A04.AK031339.3974.S	15	16743744	overdominant	4.35 	NA	NA	NA
HP.express.scl0002116.1_6.S	13	97155489	overdominant	4.03 	3	89549457	89549507
HP.express.scl0004161.1_419.S	2	161205857	overdominant	4.23 	5	104431854	104431904
HP.express.IGKV12.40_AJ235952_Ig_kappa_variable_12.40_268.S	7	24837074	overdominant	3.86 	NA	NA	NA
HP.express.ri.G630066D20.PL00013P11.AK090368.1213.S	2	65384202	overdominant	4.15 	NA	NA	NA
HP.express.ri.4932409K22.PX00017E21.AK029948.2599.S	19	18231012	overdominant	5.26 	NA	NA	NA
HP.express.scl00103694.2_35.S	11	111022376	dominant	4.24 	11	6173750	6173800
HP.express.scl00319195.1_328.S	11	86302542	dominant	3.90 	NA	NA	NA
HP.express.mmu.miR.200a.miRNA.Tagged.Template.S	3	18625290	dominant	3.93 	NA	NA	NA
HP.express.scl36035.14_69.S	3	12781107	overdominant	4.09 	9	36516683	36516733
HP.express.scl20029.13.1_36.S	12	13389782	partial-dominant	11.76 	2	156201079	156201129
HP.express.scl50203.3_209.S	12	87284700	dominant	4.67 	17	24830153	24830203
HP.express.mmu.miR.331.miRNA.Tagged.Template.S	7	99329309	overdominant	4.07 	NA	NA	NA
HP.express.ri.A430060M24.PX00137C12.AK079765.788.S	4	142772218	overdominant	3.99 	16	16879339	16879389
HP.express.scl23452.14.1_29.S	2	25395202	overdominant	4.86 	4	153652908	153652958
HP.express.scl34676.6_69.S	7	122696675	overdominant	3.99 	8	73980697	73980747
HP.express.AmbionRNASpike8_1800_d_12_2.S	16	57425469	dominant	4.22 	NA	NA	NA
HP.express.scl000975.1_27.S	8	63851255	dominant	3.87 	1	52715081	52715131
HP.express.ri.C130097F01.PX00666H16.AK082035.2490.S	4	74409075	overdominant	4.00 	12	71148086	71148136
HP.express.ri.A830005F24.PX00154A19.AK043525.787.S	5	145942671	overdominant	4.02 	13	48609905	48609955
HP.express.scl52285.1.1_213.S	5	129157861	overdominant	4.01 	18	5063710	5063760
HP.express.GI_38081885.S	7	126615278	overdominant	4.01 	5	114188987	114189037
HP.express.scl35166.2_605.S	15	58638203	dominant	4.14 	9	123761575	123761625
HP.express.ri.4930417F03.PX00313P12.AK076704.2607.S	13	96226377	dominant	4.35 	11	107050577	107050627
HP.express.GI_38090024.S	16	27868813	overdominant	4.23 	9	100453138	100453188
HP.express.scl29022.2.1_48.S	5	42447918	overdominant	3.87 	6	50602712	50602762
HP.express.GI_20886296.S	5	28510951	overdominant	4.05 	19	11721894	11721944
HP.express.scl33220.5.1_30.S	6	23475984	overdominant	4.16 	8	125139335	125139385
HP.express.scl36042.3.1_45.S	14	112343046	overdominant	3.87 	9	35415344	35415394
HP.express.GI_38083031.S	2	101823315	overdominant	4.33 	NA	NA	NA
HP.express.scl39167.11.1_26.S	6	136207876	overdominant	4.22 	10	7482862	7482912
HP.express.scl0003462.1_87.S	10	76417279	overdominant	3.96 	9	57294899	57294949
HP.express.scl33480.16_131.S	19	5047472	dominant	4.59 	8	97183664	97183714
HP.express.scl50984.6.1_173.S	3	136689544	overdominant	4.57 	17	25459479	25459529
HP.express.scl44707.2.234_3.S	11	36616353	overdominant	4.14 	13	58250187	58250237
HP.express.ri.4932409G17.PX00017G02.AK029945.2670.S	12	73665433	overdominant	4.63 	NA	NA	NA
HP.express.scl26754.19_121.S	4	93167493	overdominant	4.02 	5	30444885	30444935
HP.express.scl0029875.2_286.S	15	90376271	dominant	3.92 	7	87857713	87857763
HP.express.GI_20887520.S	11	63190603	overdominant	4.44 	5	63121758	63121808
HP.express.scl0077969.1_1.S	2	127973954	overdominant	3.86 	3	116297412	116297462
HP.express.scl44745.15.1_5.S	13	107135440	dominant	3.86 	13	55106530	55106580
HP.express.scl078337.1_63.S	1	135695542	overdominant	4.04 	10	115922313	115922363
HP.express.scl00042.1_34.S	12	53910948	overdominant	4.57 	7	85449209	85449259
HP.express.scl00319321.2_27.S	18	8042585	dominant	4.04 	4	42843723	42843773
HP.express.AFFX.BioB.5.at_79.S	5	43174569	dominant	4.37 	NA	NA	NA
HP.express.scl36179.1.1_184.S	10	128933001	overdominant	3.93 	9	19165024	19165074
HP.express.scl00104681.2_288.S	15	50416638	overdominant	4.22 	11	109314088	109314138
HP.express.ri.6330562F22.PX00044A17.AK018238.1208.S	11	104772520	overdominant	3.87 	6	30756266	30756316
HP.express.scl0001845.1_43.S	10	69476808	overdominant	3.98 	16	92466241	92466291
HP.express.GI_38077063.S	3	50235045	overdominant	4.07 	3	128657323	128657373
HP.express.GI_28487569.S	7	126326046	overdominant	4.06 	2	125102627	125102677
HP.express.scl068265.1_222.S	3	137062082	overdominant	4.14 	9	106445843	106445893
HP.express.scl0002451.1_30.S	12	56422669	overdominant	3.97 	15	88912421	88912471
HP.express.scl0067121.1_317.S	6	131577139	overdominant	3.92 	2	22973617	22973667
HP.express.scl014779.1_116.S	12	55988845	overdominant	5.29 	NA	NA	NA
HP.express.MJ.125.5_24.S	2	179013602	overdominant	4.23 	NA	NA	NA
HP.express.scl071966.3_0.S	15	42604665	dominant	4.33 	11	100488535	100488585
HP.express.scl3764.2.1_8.S	17	32448288	overdominant	3.90 	12	78790086	78790136
HP.express.GI_38084036.S	18	20938177	dominant	3.91 	6	47975204	47975393
HP.express.scl46038.17.1_26.S	4	150322101	dominant	4.19 	14	87945095	87945145
HP.express.GI_38084001.S	3	20092183	overdominant	3.96 	6	46434032	46434082
HP.express.ri.C130025G13.PX00168I09.AK081512.2611.S	18	77233187	overdominant	4.10 	3	87608837	87608887
HP.express.scl00020.1_36.S	2	138596175	overdominant	4.16 	7	91801447	91801497
HP.express.scl0002388.1_41.S	13	65173306	overdominant	4.43 	12	88606872	88606922
HP.express.scl18563.1.1_150.S	3	90857074	overdominant	3.85 	2	146095957	146096007
HP.express.GI_38086240.S	12	17176851	overdominant	3.86 	NA	NA	NA
HP.express.GI_38090397.S	19	5047472	dominant	4.49 	10	24632589	24632639
HP.express.GI_6678542.S	7	77988727	overdominant	4.05 	NA	NA	NA
HP.express.scl00212307.2_257.S	12	55988845	overdominant	3.89 	18	24052230	24052280
HP.express.scl40740.8_132.S	5	140892941	overdominant	4.20 	11	114765310	114765360
HP.express.X17974913_4426.S	2	90749256	dominant	4.25 	NA	NA	NA
HP.express.scl0001013.1_0.S	12	53910948	overdominant	4.17 	1	108608811	108608861
HP.express.scl51533.2_300.S	9	54759950	overdominant	4.21 	18	35369107	35369157
HP.express.scl18523.10_225.S	15	93134753	dominant	4.25 	2	150409245	150409295
HP.express.scl9412.1.1_64.S	13	63061824	overdominant	6.42 	7	109807965	109808015
HP.express.scl19988.5_248.S	11	96466078	overdominant	4.77 	2	158611827	158611877
HP.express.scl27996.10.1_104.S	8	38144309	overdominant	4.71 	5	29551797	29551847
