trait	chr	pos	QTL_Type	logP_AD	DGE_chr	DGE_start	DGE_end
LUNG.express.GI_31340746.S	8	127970908	overdominant	3.76 	NA	NA	NA
LUNG.express.scl44581.3_458.S	12	108273425	overdominant	4.39 	13	81810681	81810731
LUNG.express.scl00234967.2_3.S	13	60819300	overdominant	3.76 	9	15542849	15542899
LUNG.express.MJ.3000.106_2479.S	12	112426248	overdominant	4.37 	NA	NA	NA
LUNG.express.scl43726.1.267_124.S	6	90307923	overdominant	4.61 	13	83874538	83874588
LUNG.express.scl37806.7_98.S	8	97201097	overdominant	3.78 	10	75386292	75386342
LUNG.express.scl0014339.2_163.S	12	26165733	overdominant	4.43 	NA	NA	NA
LUNG.express.scl0319217.1_312.S	17	50872569	overdominant	3.79 	NA	NA	NA
LUNG.express.scl014569.11_60.S	1	32391447	overdominant	3.84 	13	3564947	3564997
LUNG.express.scl014897.1_33.S	9	118729237	overdominant	3.91 	1	84721230	84721280
LUNG.express.scl22667.12.1_9.S	17	40931895	overdominant	3.85 	3	121860774	121860824
LUNG.express.scl53512.15.1_29.S	7	62761433	overdominant	4.97 	19	5758571	5758621
LUNG.express.scl00218629.2_121.S	7	140342875	overdominant	3.79 	13	113725690	113725740
LUNG.express.GI_38093926.S	1	185385632	overdominant	4.16 	NA	NA	NA
LUNG.express.GI_38090035.S	9	118729237	overdominant	4.08 	NA	NA	NA
LUNG.express.GI_38050437.S	13	92982125	overdominant	4.04 	NA	NA	NA
LUNG.express.GI_38082936.S	11	69901906	overdominant	4.28 	NA	NA	NA
LUNG.express.scl46131.3_126.S	5	57771427	overdominant	4.30 	14	70482280	70482330
LUNG.express.scl0074329.1_248.S	18	64820731	overdominant	3.78 	1	138120226	138120276
LUNG.express.scl39716.1.249_330.S	6	77761416	overdominant	4.07 	11	94097291	94097341
LUNG.express.scl22547.4.5_11.S	18	70283257	overdominant	3.93 	3	137945423	137945473
LUNG.express.scl0002128.1_63.S	11	63030974	overdominant	4.69 	3	90304305	90304355
LUNG.express.scl19453.6.2634_3.S	4	22885433	overdominant	3.84 	2	31922470	31922520
LUNG.express.scl00279610.1_141.S	11	70496674	overdominant	3.98 	NA	NA	NA
LUNG.express.scl33487.24.1_196.S	3	133905066	overdominant	3.97 	8	96889938	96889988
LUNG.express.ri.4931433E08.PX00016P16.AK016504.1832.S	9	108585403	overdominant	3.78 	19	7301596	7301646
LUNG.express.scl29017.2.1_56.S	19	44953279	overdominant	4.48 	6	51351638	51351688
LUNG.express.ri.B930044N05.PX00164K17.AK047278.1224.S	1	39913615	overdominant	3.78 	NA	NA	NA
LUNG.express.scl0105833.8_122.S	17	37015293	overdominant	4.23 	15	98553492	98553542
LUNG.express.GI_38073468.S	3	78706867	overdominant	4.06 	12	77684822	77684872
LUNG.express.scl00107505.1_2.S	7	135825450	overdominant	4.05 	NA	NA	NA
LUNG.express.scl067035.1_58.S	18	82409897	overdominant	3.78 	3	151847831	151847881
LUNG.express.scl51186.1.1_45.S	1	35090385	overdominant	4.16 	18	84853007	84853057
LUNG.express.scl0002853.1_7.S	1	39053030	overdominant	4.02 	4	131845251	131845301
LUNG.express.scl30794.6.1_93.S	14	73363588	overdominant	4.40 	7	120244059	120244109
LUNG.express.ri.A330008C21.PX00130P09.AK039253.890.S	9	117742616	overdominant	4.01 	NA	NA	NA
LUNG.express.scl0020973.1_244.S	7	62761433	overdominant	3.89 	11	117675460	117675510
LUNG.express.ri.B230213G02.PX00069L16.AK045581.1910.S	19	18712951	overdominant	4.46 	6	136779081	136779131
LUNG.express.scl20301.11_1.S	9	118729237	overdominant	4.12 	2	129036849	129036899
LUNG.express.scl0002928.1_0.S	11	69141299	overdominant	4.41 	X	22871339	22871389
LUNG.express.ri.9330171J21.PX00106E08.AK034278.4097.S	8	13824360	overdominant	4.22 	9	87078212	87078262
LUNG.express.scl0004195.1_15.S	11	69141299	overdominant	5.12 	5	145996199	145996249
LUNG.express.GI_38075768.S	9	118729237	overdominant	4.01 	2	174888124	174888174
LUNG.express.ri.9630013P03.PX00115A17.AK035883.2803.S	16	86457738	overdominant	3.86 	8	30195203	30195253
LUNG.express.scl44205.2.1_2.S	2	173100092	overdominant	4.65 	13	23848337	23848387
LUNG.express.scl00228829.1_258.S	7	103902463	overdominant	3.83 	2	156135571	156135621
LUNG.express.GI_25045026.S	7	103132356	overdominant	4.13 	NA	NA	NA
LUNG.express.ri.E330014B22.PX00212I11.AK087740.1275.S	16	90039657	overdominant	3.79 	14	51451011	51451061
LUNG.express.scl0114863.5_23.S	4	55503015	overdominant	3.77 	8	28159708	28159758
LUNG.express.GI_38091314.S	8	86493614	overdominant	3.77 	NA	NA	NA
LUNG.express.scl51909.5_156.S	17	35276617	overdominant	3.79 	18	58838701	58838751
LUNG.express.scl0001456.1_13.S	3	50235045	overdominant	4.12 	11	51407430	51407480
LUNG.express.scl40029.6_18.S	15	42338183	overdominant	3.77 	11	69413493	69413543
LUNG.express.scl000094.1_33_REVCOMP.S	7	103902463	overdominant	4.10 	NA	NA	NA
LUNG.express.ri.1810060C03.ZX00043G04.AK007912.729.S	18	7441669	overdominant	4.21 	NA	NA	NA
LUNG.express.scl41017.13_82.S	12	59183396	overdominant	4.66 	11	94867897	94867947
LUNG.express.scl000839.1_2.S	2	135758294	overdominant	3.79 	1	5010820	5010870
LUNG.express.scl22434.10.1_73.S	2	160184740	overdominant	3.95 	3	154856797	154856847
LUNG.express.scl0269854.3_319.S	3	4786046	overdominant	3.78 	7	4876160	4876210
LUNG.express.scl00258928.1_256.S	19	32961444	overdominant	4.15 	7	115134685	115134735
LUNG.express.scl43953.1.1_228.S	19	29011778	overdominant	4.12 	13	54183168	54183218
LUNG.express.scl52684.1.1_316.S	2	6232263	overdominant	3.86 	19	16946820	16946870
LUNG.express.GI_38088428.S	19	29011778	overdominant	3.88 	7	109049068	109049118
LUNG.express.scl056455.3_23.S	9	118729237	overdominant	4.01 	5	115748751	115748801
LUNG.express.scl00280487.1_157.S	9	118729237	overdominant	3.95 	NA	NA	NA
LUNG.express.scl030957.1_28.S	1	191177832	overdominant	3.87 	17	25035477	25035527
LUNG.express.GI_20849382.S	2	160184740	overdominant	3.82 	4	144045742	144045792
LUNG.express.scl37396.13.1_16.S	1	182867503	overdominant	3.80 	10	126619697	126619747
LUNG.express.scl38900.29.1_38.S	9	118729237	overdominant	3.79 	10	57956586	57956636
LUNG.express.scl17503.7.1_197.S	5	149754783	overdominant	3.94 	1	132777249	132777299
LUNG.express.scl0017207.2_59.S	1	28549296	overdominant	3.76 	NA	NA	NA
LUNG.express.GI_38075662.S	7	51783183	overdominant	3.82 	2	116881363	116881413
LUNG.express.ri.5830461H18.PX00040O03.AK018024.1269.S	1	185385632	overdominant	3.77 	14	120878846	120878896
LUNG.express.scl0056490.1_199.S	11	55207955	overdominant	4.58 	16	43619062	43619112
LUNG.express.IGKV11.106_AJ231252_Ig_kappa_variable_11.106_93.S	3	94926232	overdominant	3.79 	NA	NA	NA
LUNG.express.ri.9530050F08.PX00113G18.AK035450.3498.S	6	6810826	overdominant	3.98 	9	58200426	58200476
LUNG.express.scl20139.8.1_6.S	15	32444727	overdominant	3.79 	2	150756706	150756756
LUNG.express.scl39447.7.1_219.S	7	62761433	overdominant	4.16 	11	106239033	106239083
LUNG.express.scl32836.5_532.S	18	34134869	overdominant	3.85 	7	30579475	30579525
LUNG.express.scl55031.1.1_65.S	3	115759746	overdominant	4.13 	X	17723536	17723586
LUNG.express.scl7923.1.1_249.S	9	111095398	overdominant	4.54 	17	23820044	23820094
LUNG.express.scl019011.1_255.S	17	24330945	overdominant	4.00 	15	97541544	97541594
LUNG.express.scl067665.1_0.S	1	35090385	overdominant	3.88 	18	60685889	60685939
LUNG.express.ri.C630044O20.PX00085O03.AK049999.2987.S	16	53441217	overdominant	4.03 	11	49972025	49972190
LUNG.express.scl0319453.1_151.S	15	32238619	overdominant	3.90 	2	72001345	72001395
LUNG.express.scl0235320.2_1.S	1	77565775	overdominant	3.87 	9	48465359	48465409
LUNG.express.scl0001180.1_25.S	9	118729237	overdominant	4.11 	6	148143737	148143787
LUNG.express.scl50583.15.1_57.S	16	86161503	overdominant	3.80 	17	57028135	57028185
LUNG.express.scl0001806.1_11.S	19	22414759	overdominant	3.91 	16	8646276	8646326
LUNG.express.gi_31981422_ref_NM_011740.2__20_d_2_1.S	11	104889656	overdominant	3.86 	NA	NA	NA
LUNG.express.GI_20883375.S	7	65717422	overdominant	3.82 	NA	NA	NA
LUNG.express.scl22881.8.1_12.S	9	117126958	overdominant	4.22 	3	95313041	95313091
LUNG.express.scl51664.18.1_87.S	7	62893471	overdominant	4.98 	18	9995946	9995996
LUNG.express.ri.9530031D18.PX00112H11.AK035399.1756.S	2	123128247	overdominant	5.20 	5	30460106	30460156
LUNG.express.scl0004197.1_205.S	5	142999776	overdominant	4.83 	5	23835065	23835115
LUNG.express.IGKV12.89_AJ235950_Ig_kappa_variable_12.89_265.S	16	74284056	overdominant	3.84 	NA	NA	NA
LUNG.express.GI_38074007.S	12	25489612	overdominant	3.96 	NA	NA	NA
LUNG.express.scl0003813.1_8.S	18	36483049	overdominant	3.85 	10	99543517	99543567
LUNG.express.scl026968.1_121.S	3	50235045	overdominant	3.77 	9	58004290	58004340
LUNG.express.scl29832.6.7_1.S	19	10248920	overdominant	3.92 	6	83751509	83751559
LUNG.express.scl21140.12.1_50.S	11	27406901	overdominant	4.01 	2	27038382	27038432
LUNG.express.scl0003798.1_108.S	10	60429629	overdominant	4.35 	10	117127669	117127719
LUNG.express.scl00230249.2_159.S	11	25187047	overdominant	3.83 	4	58813075	58813125
LUNG.express.ri.B230312L03.PX00159I16.AK045826.718.S	18	52947124	overdominant	3.91 	19	6531023	6531073
LUNG.express.scl0258803.1_194.S	17	83797499	overdominant	4.36 	17	38472854	38472904
LUNG.express.scl0107934.22_249.S	14	31996565	overdominant	3.78 	9	108755164	108755214
LUNG.express.scl0245688.12_1.S	7	103902463	overdominant	3.82 	X	159216629	159216679
LUNG.express.scl53488.1.784_131.S	5	23652158	overdominant	3.80 	19	5213291	5213341
LUNG.express.scl4525.1.1_51.S	10	98705083	overdominant	4.67 	2	36715221	36715271
LUNG.express.GI_38090844.S	9	118729237	overdominant	3.78 	NA	NA	NA
LUNG.express.scl51016.8.1_19.S	4	24832787	overdominant	3.92 	17	24562385	24562435
LUNG.express.scl0023972.1_63.S	11	17204963	overdominant	4.36 	NA	NA	NA
LUNG.express.ri.D430005F24.PX00193D05.AK084883.3588.S	11	41495879	overdominant	3.96 	9	65662252	65662302
LUNG.express.scl38193.1.130_289.S	10	59899099	overdominant	3.80 	10	12725208	12725258
LUNG.express.scl25638.6.1_17.S	10	98726410	overdominant	4.07 	4	19768764	19768814
LUNG.express.scl44939.1_582.S	19	16497086	overdominant	3.86 	13	32434297	32434347
LUNG.express.scl00320687.2_292.S	3	34034259	overdominant	3.84 	2	105578026	105578076
LUNG.express.scl058184.8_55.S	6	13135297	overdominant	3.84 	1	74577090	74577140
LUNG.express.scl47591.1.1_242.S	17	39314765	overdominant	3.82 	15	92181441	92181491
LUNG.express.scl0219140.10_154.S	10	25519225	overdominant	3.94 	14	61383157	61383207
LUNG.express.scl0001502.1_0.S	9	118729237	overdominant	3.85 	11	53075250	53075300
LUNG.express.GI_25058282.S	11	53734169	overdominant	3.84 	11	83458721	83458771
LUNG.express.scl0003548.1_0.S	10	89234939	overdominant	4.54 	9	21283356	21283406
LUNG.express.ri.9530028P10.PX00111P24.AK035391.2032.S	18	89274850	overdominant	4.14 	1	44169044	44169094
LUNG.express.scl013109.1_3.S	7	62761433	overdominant	5.04 	4	96295865	96295915
LUNG.express.scl0018230.2_224.S	3	50235045	overdominant	3.77 	11	76071540	76071590
LUNG.express.ri.4732442E24.PX00637P07.AK076334.3328.S	12	59183396	overdominant	4.28 	NA	NA	NA
LUNG.express.scl36682.6.1_91.S	5	21760276	overdominant	4.01 	9	77912975	77913025
LUNG.express.GI_38076320.S	17	91175280	overdominant	4.10 	NA	NA	NA
LUNG.express.GI_20890497.S	17	77448115	overdominant	4.02 	9	64797400	64797450
LUNG.express.scl0378466.6_0.S	9	118024397	overdominant	3.87 	8	71919358	71919408
LUNG.express.scl068564.2_264.S	7	62761433	overdominant	3.92 	11	77525377	77525427
LUNG.express.GI_38073452.S	9	118729237	overdominant	3.93 	NA	NA	NA
LUNG.express.scl54771.1.1285_39.S	8	79361055	overdominant	3.93 	X	93127617	93127667
LUNG.express.scl38434.7.1_75.S	1	22852072	overdominant	3.95 	10	112222576	112222626
LUNG.express.scl4320.1.1_316.S	17	39314765	overdominant	4.10 	2	86911365	86911415
LUNG.express.ri.A230077F10.PX00129K18.AK038936.3046.S	14	59956844	overdominant	4.33 	9	89821377	89821427
LUNG.express.scl0001131.1_227.S	1	176722287	overdominant	8.97 	6	41080531	41080581
LUNG.express.scl068804.1_158.S	9	118729237	overdominant	4.14 	18	4682606	4682656
LUNG.express.scl11584.1.1_0.S	10	100205623	overdominant	3.85 	13	6924748	6924798
LUNG.express.scl52316.14.1_45.S	1	39053030	overdominant	3.91 	19	60914839	60914889
LUNG.express.scl23762.4_16.S	13	108070177	overdominant	3.76 	4	129293358	129293408
LUNG.express.GI_31341329.S	8	102031430	overdominant	3.98 	1	74680147	74680197
LUNG.express.scl40508.22_194.S	1	160302534	overdominant	4.30 	11	11830774	11830824
LUNG.express.GI_38075604.S	9	34769248	overdominant	4.60 	2	118489586	118489636
LUNG.express.GI_31340591.S	18	28154936	overdominant	4.18 	13	63937810	63937860
LUNG.express.GI_46402292.S	4	24308734	overdominant	4.22 	15	60651401	60651569
LUNG.express.scl012000.3_303.S	2	138596175	overdominant	4.10 	X	71139688	71139738
LUNG.express.GI_38077608.S	1	138462885	overdominant	5.17 	NA	NA	NA
LUNG.express.GI_38077745.S	9	86456195	overdominant	3.99 	NA	NA	NA
LUNG.express.scl25528.7.1_41.S	13	113426372	overdominant	4.18 	4	41704399	41704449
LUNG.express.scl22132.6.1_11.S	8	48186345	overdominant	3.80 	3	57946393	57946443
LUNG.express.GI_38091577.S	2	138596175	overdominant	3.95 	NA	NA	NA
LUNG.express.ri.C430047O18.PX00080N11.AK049587.2231.S	10	86050797	overdominant	3.78 	1	129284715	129284765
LUNG.express.ri.6430557N21.PX00648P09.AK078271.668.S	1	78684189	overdominant	3.92 	2	145757800	145757850
LUNG.express.scl0003338.1_0.S	7	64829569	overdominant	3.87 	2	26860855	26860905
LUNG.express.scl000151.1_308.S	8	17328796	overdominant	3.80 	7	87470402	87470452
LUNG.express.scl28000.7.1_29.S	14	73952986	overdominant	3.87 	5	29045388	29045438
LUNG.express.RandomSeq41.S	7	62761433	overdominant	3.87 	NA	NA	NA
LUNG.express.scl20505.2.1_204.S	6	95333242	overdominant	4.92 	2	107138484	107138534
LUNG.express.scl0328436.4_73.S	15	30690413	overdominant	3.77 	14	68120695	68120745
LUNG.express.scl017826.2_113.S	8	90849212	overdominant	3.81 	19	5728304	5728354
LUNG.express.scl35274.1.1_142.S	11	38616731	overdominant	3.87 	9	114420581	114420631
LUNG.express.scl28460.1.1_159.S	1	189435268	overdominant	3.79 	6	120439113	120439163
LUNG.express.scl0001165.1_35.S	2	147607267	overdominant	4.05 	6	142607018	142607068
LUNG.express.scl000597.1_31.S	1	191177832	overdominant	3.78 	8	122034185	122034235
LUNG.express.GI_38082132.S	9	112348235	overdominant	3.86 	17	28034083	28034133
LUNG.express.GI_38079949.S	3	96735829	overdominant	3.81 	NA	NA	NA
LUNG.express.GI_38078931.S	7	117123158	overdominant	5.37 	4	140939736	140939786
LUNG.express.scl00104349.2_320.S	18	30940097	overdominant	3.79 	17	56004482	56004532
LUNG.express.ri.A430051N17.PX00136K15.AK079742.1189.S	16	92999810	overdominant	4.04 	NA	NA	NA
LUNG.express.scl34001.1.1038_0.S	13	61760719	overdominant	4.00 	8	23331180	23331230
LUNG.express.scl0171187.1_315.S	2	51078489	overdominant	3.93 	6	66561662	66561712
LUNG.express.scl54562.12.1_64.S	4	44245572	overdominant	3.76 	X	147004940	147004990
LUNG.express.scl0229473.1_11.S	7	103902463	overdominant	4.45 	3	83702160	83702210
LUNG.express.scl34595.13_308.S	19	50367613	overdominant	4.24 	8	83288562	83288612
LUNG.express.scl36936.22_183.S	2	113101520	overdominant	4.11 	9	54759753	54759803
LUNG.express.scl0078288.1_113.S	7	29086894	overdominant	4.07 	4	86669990	86670040
LUNG.express.scl45361.25.1_29.S	4	87055009	overdominant	3.77 	14	70580741	70580791
LUNG.express.scl34046.2_46.S	1	182867503	overdominant	3.82 	8	13880180	13880230
LUNG.express.GI_38080391.S	18	7193400	overdominant	4.10 	NA	NA	NA
LUNG.express.scl14810.1.1_178.S	3	112860355	overdominant	3.78 	18	83037612	83037662
LUNG.express.scl30679.1.4_30.S	1	77669893	overdominant	4.26 	7	133792438	133792488
LUNG.express.GI_38089599.S	4	108947936	overdominant	4.12 	8	96038144	96038194
LUNG.express.scl31649.4.1_66.S	19	17749822	overdominant	3.81 	7	25326722	25326772
LUNG.express.GI_22129020.S	4	110787730	overdominant	3.86 	2	36232833	36232883
LUNG.express.ri.A330009E21.PX00130P13.AK039264.2345.S	4	138566396	overdominant	3.79 	NA	NA	NA
LUNG.express.scl11620.1.1_23.S	17	93990892	overdominant	3.98 	3	152054434	152054484
LUNG.express.GI_38083897.S	6	105241211	overdominant	3.82 	18	60405880	60405930
LUNG.express.X9626096_331_rc.S	13	90216156	overdominant	4.04 	NA	NA	NA
LUNG.express.scl35011.1.33_50.S	1	92306052	overdominant	4.29 	8	25548341	25548391
LUNG.express.GI_30520286.S	15	51102628	overdominant	4.56 	7	134704761	134704811
LUNG.express.scl0001940.1_123.S	13	69467927	overdominant	3.81 	3	116510573	116510623
LUNG.express.scl35396.14.1_38.S	11	29129769	overdominant	4.02 	9	106335476	106335526
LUNG.express.scl41778.24_190.S	10	119645931	overdominant	3.83 	11	23198061	23198111
LUNG.express.scl0003184.1_14.S	13	69577546	overdominant	4.07 	2	17318726	17318776
LUNG.express.scl015204.23_217.S	8	14480079	overdominant	3.93 	7	63486996	63487046
LUNG.express.scl000529.1_21.S	16	65599341	overdominant	3.90 	19	3903084	3903134
LUNG.express.scl9355.1.1_223.S	17	69740044	overdominant	3.87 	7	115461184	115461234
LUNG.express.scl28875.3_7.S	15	42457518	dominant	4.53 	6	72070243	72070293
LUNG.express.GI_28483443.S	7	103902463	overdominant	4.45 	NA	NA	NA
LUNG.express.scl0014728.1_196.S	9	118729237	overdominant	4.17 	NA	NA	NA
LUNG.express.ri.4930524I10.PX00033P21.AK015885.1851.S	18	28318348	overdominant	4.00 	19	46530016	46530066
LUNG.express.ri.C130094K23.PX00172L16.AK048654.2189.S	4	30528517	overdominant	4.49 	18	63095190	63095240
LUNG.express.scl0003437.1_0.S	17	89401217	overdominant	3.85 	NA	NA	NA
LUNG.express.GI_38082781.S	15	37299247	overdominant	3.80 	NA	NA	NA
LUNG.express.ri.9230109C12.PX00651F22.AK079006.530.S	5	38592012	overdominant	3.88 	12	101123041	101123091
LUNG.express.GI_28483224.S	18	34420189	overdominant	3.78 	8	12879972	12880022
LUNG.express.ri.A230059K20.PX00128P13.AK038746.665.S	10	98705083	overdominant	3.88 	3	149107936	149107986
LUNG.express.GI_38080820.S	1	185385632	overdominant	4.51 	NA	NA	NA
LUNG.express.ri.A830092P18.PX00156I13.AK044129.1578.S	6	39884201	overdominant	4.73 	7	106136516	106136566
LUNG.express.GI_38078915.S	19	10749166	overdominant	4.20 	4	138953375	138953425
LUNG.express.scl00329940.1_6.S	2	19938834	overdominant	3.90 	4	125390950	125391000
LUNG.express.scl000259.1_17.S	2	149561109	overdominant	4.27 	7	146400167	146400217
LUNG.express.ri.4930402N24.PX00029C06.AK015056.390.S	10	89234939	overdominant	4.08 	NA	NA	NA
LUNG.express.GI_38083570.S	1	3187380	overdominant	4.09 	18	50122392	50122442
LUNG.express.ri.A230062I11.PX00128J02.AK038781.2946.S	4	55503015	overdominant	3.98 	1	13172570	13172620
LUNG.express.GI_38079527.S	19	22414759	overdominant	4.01 	NA	NA	NA
LUNG.express.GI_38079930.S	1	39053030	overdominant	3.83 	NA	NA	NA
LUNG.express.scl32503.17_194.S	7	62761433	overdominant	3.77 	7	86259534	86259584
LUNG.express.ri.A230109H16.PX00063B22.AK039221.1403.S	8	48186345	overdominant	3.90 	4	149103163	149103213
LUNG.express.scl53395.13.1_27.S	11	98624873	overdominant	3.81 	19	9011714	9011764
LUNG.express.GI_38082052.I	17	35276617	overdominant	5.20 	NA	NA	NA
LUNG.express.scl17742.11_4.S	18	63939474	overdominant	4.67 	1	82748890	82748940
LUNG.express.scl31066.7_166.S	14	46320878	overdominant	3.80 	7	94576311	94576361
LUNG.express.scl21420.15_12.S	11	96626689	overdominant	3.96 	3	144460132	144460182
LUNG.express.X17974913_3385_rc.S	5	41067192	overdominant	3.84 	NA	NA	NA
LUNG.express.GI_38075340.S	1	188745077	overdominant	3.95 	2	162734134	162734258
LUNG.express.ri.B130063I11.PX00158A18.AK045299.2871.S	15	100949643	overdominant	3.84 	12	3307391	3307441
LUNG.express.scl38448.1_599.S	1	69175835	overdominant	3.96 	10	110734117	110734167
LUNG.express.scl24801.31.1_2.S	9	118729237	overdominant	3.83 	4	137212163	137212213
LUNG.express.scl38900.29.1_38.S	7	103902463	overdominant	3.86 	10	57956586	57956636
LUNG.express.GI_34328453.S	5	98407243	overdominant	4.02 	6	128763860	128763910
LUNG.express.scl0258346.1_42.S	1	55611951	overdominant	4.21 	2	87385056	87385106
LUNG.express.scl0245688.12_1.S	9	118729237	overdominant	3.97 	X	159216629	159216679
LUNG.express.scl00106971.1_295.S	14	21306597	overdominant	3.97 	18	59151371	59151421
LUNG.express.scl0072085.2_165.S	16	45541013	overdominant	4.02 	1	53380673	53380723
LUNG.express.scl0106298.14_12.S	10	85763536	overdominant	4.01 	16	13814744	13814794
LUNG.express.scl40662.22.1_98.S	11	98342741	overdominant	4.61 	11	119206430	119206480
LUNG.express.scl0001766.1_49.S	11	111602778	overdominant	4.04 	16	92400221	92400271
LUNG.express.scl23469.10.1_15.S	2	115832014	overdominant	3.85 	4	151394098	151394148
LUNG.express.scl54721.3.1_47.S	17	39314765	overdominant	3.88 	X	100525210	100525260
LUNG.express.scl0320312.1_85.S	17	86021339	overdominant	4.07 	6	8440040	8440090
LUNG.express.scl38461.7.1_1.S	9	120753681	overdominant	3.84 	10	107851187	107851237
LUNG.express.scl014390.3_27.S	1	18595589	overdominant	3.89 	16	84860848	84860898
LUNG.express.scl0003107.1_9.S	8	45897278	overdominant	3.83 	2	76543965	76544015
LUNG.express.scl43876.4.1_55.S	5	113796516	overdominant	3.82 	13	59827587	59827637
LUNG.express.ri.6530413F01.PX00048P11.AK018335.1691.S	2	134965396	overdominant	3.86 	11	75713287	75713337
LUNG.express.scl50624.7_160.S	18	64820731	overdominant	4.97 	17	50829532	50829582
LUNG.express.scl00223658.1_328.S	15	22448859	overdominant	3.82 	15	76283401	76283451
LUNG.express.scl22494.4.1_297.S	2	158441250	overdominant	3.80 	3	145214885	145214935
LUNG.express.scl47450.4_93.S	7	36370162	overdominant	3.90 	15	102842229	102842279
LUNG.express.scl34727.6_71.S	17	9985075	overdominant	3.93 	8	72229434	72229484
LUNG.express.GI_31980990.S	12	108546603	overdominant	4.51 	6	83002695	83002745
LUNG.express.GI_38086549.S	17	8688292	overdominant	3.82 	NA	NA	NA
LUNG.express.scl34266.7_421.S	7	103902463	overdominant	4.24 	8	122085916	122085966
LUNG.express.scl36662.6_26.S	1	82900914	overdominant	3.80 	9	82740720	82740770
LUNG.express.scl23242.2.1_30.S	13	112673450	overdominant	3.87 	3	40520496	40520546
LUNG.express.scl29552.17.1_293.S	15	21710342	overdominant	3.76 	6	121315728	121315778
LUNG.express.scl0320340.1_182.S	11	73077025	overdominant	3.90 	4	19532301	19532351
LUNG.express.scl35955.1.154_0.S	18	70283257	overdominant	4.20 	9	44187081	44187131
LUNG.express.ri.E130309L16.PX00208H04.AK053808.811.S	9	34013450	overdominant	5.18 	18	78013355	78013405
LUNG.express.scl40534.12.1_29.S	9	120753681	overdominant	3.90 	11	6516445	6516495
LUNG.express.ri.4732473L10.PX00052B09.AK028948.3953.S	10	119844777	overdominant	3.78 	1	196485612	196485662
LUNG.express.scl31550.23.1_53.S	9	118729237	overdominant	4.02 	7	30105645	30105695
LUNG.express.scl0002078.1_391.S	1	66782643	overdominant	3.78 	3	45186207	45186257
LUNG.express.scl47507.2_304.S	3	117266538	overdominant	4.05 	15	100144711	100144761
LUNG.express.scl24033.7.1_11.S	4	140166194	overdominant	3.84 	4	106728636	106728686
LUNG.express.scl50216.3_15.S	1	39053030	overdominant	4.17 	17	24306337	24306387
LUNG.express.scl0001528.1_7.S	14	21755974	overdominant	4.02 	11	70788409	70788459
LUNG.express.ri.E030013D07.PX00204B20.AK086941.1799.S	13	70728610	overdominant	4.04 	4	137774796	137774846
LUNG.express.scl0001314.1_3.S	6	136698174	overdominant	3.88 	11	26436331	26436381
LUNG.express.ri.2700031G06.ZX00063M11.AK012307.1539.S	12	14875963	overdominant	4.09 	2	22771324	22771374
LUNG.express.X9629514_325_rc.S	9	94380340	overdominant	3.82 	NA	NA	NA
LUNG.express.scl34770.25_118.S	7	103902463	overdominant	3.86 	8	63990579	63990629
LUNG.express.GI_38073572.S	7	140342875	overdominant	4.41 	NA	NA	NA
LUNG.express.mmu.miR.192.miRNA.Tagged.Template.S	15	46186495	overdominant	3.93 	NA	NA	NA
LUNG.express.scl34965.1.393_6.S	2	19938834	overdominant	4.20 	8	32925356	32925406
LUNG.express.scl0017138.1_138.S	15	87929388	overdominant	4.30 	X	151461949	151461999
LUNG.express.GI_38076385.S	1	191159138	overdominant	4.74 	14	75156859	75156909
LUNG.express.scl0208777.1_15.S	16	38079133	overdominant	4.11 	1	95194058	95194108
LUNG.express.scl37947.10_418.S	9	118729237	overdominant	3.95 	10	57235606	57235656
LUNG.express.scl36931.8_203.S	7	18266711	overdominant	3.95 	9	55072064	55072114
LUNG.express.scl011958.2_29.S	7	103902463	overdominant	3.84 	5	108862752	108862802
LUNG.express.ri.2410170E21.ZX00082O17.AK010828.1571.S	10	104406006	overdominant	3.98 	7	133835410	133835460
LUNG.express.ri.D330008I21.PX00190P09.AK052205.3018.S	15	42456527	overdominant	3.76 	NA	NA	NA
LUNG.express.scl0067226.2_87.S	7	94282590	overdominant	4.06 	10	114778019	114778069
LUNG.express.GI_20918898.S	9	118729237	overdominant	4.57 	NA	NA	NA
LUNG.express.scl54503.31.1_53.S	15	30690413	overdominant	4.02 	X	157024784	157024834
LUNG.express.scl45584.3_58.S	6	15329146	overdominant	5.01 	14	52931038	52931088
LUNG.express.scl0002253.1_26.S	19	22414759	overdominant	3.99 	18	21182937	21182987
LUNG.express.GI_38073353.S	9	45737355	overdominant	3.78 	1	127235976	127236026
LUNG.express.scl0270802.1_64.S	13	42935415	overdominant	3.81 	10	121189594	121189644
LUNG.express.scl25963.1.1_27.S	2	179538497	overdominant	4.16 	5	132001143	132001193
LUNG.express.ri.C130019M09.PX00167L18.AK081472.1199.S	19	25740840	overdominant	3.83 	5	149155393	149155443
LUNG.express.scl45812.3.1_60.S	4	55503015	overdominant	3.93 	14	25886657	25886707
LUNG.express.scl19712.2_358.S	3	105521874	overdominant	4.11 	2	6843945	6843995
LUNG.express.scl46124.8.1_10.S	5	113588467	overdominant	3.87 	14	70937747	70937797
LUNG.express.scl0001604.1_5.S	1	68121913	overdominant	4.54 	17	84736151	84736201
LUNG.express.scl48368.2_331.S	3	94285935	overdominant	4.60 	16	58405139	58405189
