trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOT00000009514	15	99045043	98235621-99289592	overdominant	trans	4.90 	5.87 
ENSRNOT00000064399	4	120219643	120219643-120452782	dominant	trans	4.90 	8.01 
ENSRNOT00000029005	6	40837428	40837428-42809030	dominant	trans	4.90 	6.88 
ENSRNOT00000048455	2	192780790	192780790-193510018	overdominant	trans	4.90 	4.82 
ENSRNOT00000066990	5	7519882	4694434-7519882	dominant	trans	4.90 	6.98 
ENSRNOT00000019547	5	16577694	16418925-17279413	overdominant	trans	4.90 	5.40 
ENSRNOT00000065760	10	78774786	7120267-79079772	dominant	trans	4.90 	6.36 
ENSRNOT00000057177	7	106735022	105935627-108389425	overdominant	trans	4.90 	5.01 
ENSRNOT00000003007	10	29594306	29594306-32923831	overdominant	trans	4.90 	4.77 
ENSRNOT00000011922	4	11021119	10991469-11072524	dominant	trans	4.90 	8.41 
ENSRNOT00000017070	17	73564283	73564283-73672480	dominant	trans	4.90 	6.88 
ENSRNOT00000025575	2	152770480	152770480-161163736	overdominant	trans	4.90 	5.53 
ENSRNOT00000041618	10	9302342	9302342-9714278	dominant	trans	4.90 	5.79 
ENSRNOT00000018231	11	67194917	63216358-67352772	overdominant	trans	4.90 	5.69 
ENSRNOT00000065292	19	19978570	19978570-21071397	overdominant	trans	4.90 	5.32 
ENSRNOT00000049755	1	163325775	163325775-165597572	dominant	trans	4.89 	6.52 
ENSRNOT00000065988	5	110632656	110632656-111549595	dominant	trans	4.89 	6.11 
ENSRNOT00000045048	5	150299476	150111688-150299476	dominant	trans	4.89 	7.79 
ENSRNOT00000015261	13	65698131	65602103-66142535	overdominant	trans	4.89 	5.67 
ENSRNOT00000018882	7	108464302	106762428-109462001	dominant	trans	4.89 	6.16 
ENSRNOT00000038277	5	43787346	4694434-72291125	dominant	trans	4.89 	6.36 
ENSRNOT00000068279	1	124999933	123839473-125530226	overdominant	trans	4.89 	6.23 
ENSRNOT00000056718	5	138727995	132885387-138727995	dominant	trans	4.89 	5.72 
ENSRNOT00000041552	1	117767515	117767515-123703836	overdominant	trans	4.89 	6.03 
ENSRNOT00000010959	7	108464302	106762428-109462001	dominant	trans	4.89 	7.73 
ENSRNOT00000065982	12	32581055	32528904-32608102	overdominant	trans	4.89 	4.81 
ENSRNOT00000060661	2	191659846	75589797-191659846	overdominant	trans	4.89 	4.72 
ENSRNOT00000060664	2	191659846	75589797-191659846	overdominant	trans	4.89 	4.72 
ENSRNOT00000055690	9	42025651	41546950-42107592	overdominant	trans	4.89 	4.82 
ENSRNOT00000035992	13	97396058	96894635-97396058	overdominant	trans	4.89 	6.83 
ENSRNOT00000011453	5	32315436	4257641-32315436	dominant	trans	4.89 	6.36 
ENSRNOT00000022943	11	61533810	60610416-61641303	overdominant	trans	4.89 	5.70 
ENSRNOT00000036365	2	207846970	93248546-211649293	overdominant	trans	4.88 	4.93 
ENSRNOT00000036777	2	205944952	156362065-207534728	overdominant	trans	4.88 	4.72 
ENSRNOT00000041674	1	53306626	48706463-55578153	overdominant	trans	4.88 	5.98 
ENSRNOT00000067893	5	62581118	62556862-62581118	overdominant	trans	4.88 	5.13 
ENSRNOT00000035423	1	39194360	38873749-195939020	overdominant	trans	4.88 	4.92 
ENSRNOT00000022968	17	73564283	73564283-73672480	dominant	trans	4.88 	6.59 
ENSRNOT00000065969	18	64748149	28585028-65926207	overdominant	trans	4.88 	5.06 
ENSRNOT00000043382	1	188653105	158212385-188910712	overdominant	trans	4.88 	6.15 
ENSRNOT00000061432	2	52869666	51644484-53983097	dominant	trans	4.88 	5.89 
ENSRNOT00000013777	8	90887620	88935605-100600048	overdominant	trans	4.88 	5.39 
ENSRNOT00000068072	5	25179082	23865601-79396382	overdominant	trans	4.88 	4.72 
ENSRNOT00000065145	13	67109830	66167690-67308213	overdominant	trans	4.88 	5.55 
ENSRNOT00000013808	10	41601574	7928927-43377238	overdominant	trans	4.88 	4.79 
ENSRNOT00000033335	9	94896631	94896631-95493926	overdominant	trans	4.88 	5.31 
ENSRNOT00000031252	6	1961441	1747458-1961441	overdominant	trans	4.88 	4.70 
ENSRNOT00000030989	20	38641166	36158835-40087994	dominant	trans	4.88 	6.81 
ENSRNOT00000023045	2	249237503	247172301-249237503	dominant	trans	4.88 	6.50 
ENSRNOT00000039164	5	93221057	24160275-112008082	overdominant	trans	4.88 	4.72 
ENSRNOT00000063913	11	80129088	80129088-80479339	overdominant	trans	4.87 	5.17 
ENSRNOT00000007131	2	73925975	69912757-221767392	overdominant	trans	4.87 	4.86 
ENSRNOT00000059324	1	62910354	62427101-63978614	partial-dominant	cis	4.87 	19.06 
ENSRNOT00000048125	9	8068563	8068563-8068563	overdominant	trans	4.87 	6.62 
ENSRNOT00000009594	17	86434782	86434782-86434782	overdominant	trans	4.87 	5.20 
ENSRNOT00000006230	10	41601574	41041011-43377238	dominant	trans	4.87 	5.65 
ENSRNOT00000068086	2	73140827	71535872-73925975	overdominant	trans	4.87 	5.07 
ENSRNOT00000028945	5	41647417	40608833-43787346	overdominant	trans	4.87 	5.04 
ENSRNOT00000045726	11	71016631	71016631-76715400	overdominant	trans	4.87 	4.87 
ENSRNOT00000048400	13	43082605	42826027-43250069	dominant	trans	4.87 	8.84 
ENSRNOT00000039203	5	125797196	86844468-128501289	overdominant	trans	4.87 	4.92 
ENSRNOT00000039639	1	231739909	231719542-232053147	dominant	trans	4.87 	6.21 
ENSRNOT00000012269	1	204094859	203742364-204094859	overdominant	trans	4.87 	4.90 
ENSRNOT00000032738	1	188653105	188436138-188910712	dominant	trans	4.86 	6.50 
ENSRNOT00000033075	2	54269250	54269250-54613461	dominant	trans	4.86 	6.81 
ENSRNOT00000003984	2	83517382	83452847-83957128	overdominant	trans	4.86 	5.41 
ENSRNOT00000055670	2	247799892	18820326-248975441	overdominant	trans	4.86 	4.77 
ENSRNOT00000047602	11	67243721	67243721-68011450	overdominant	trans	4.86 	5.62 
ENSRNOT00000048879	1	231739909	231719542-232053147	dominant	trans	4.86 	7.56 
ENSRNOT00000041373	1	164086534	160602194-166494045	overdominant	trans	4.86 	6.18 
ENSRNOT00000050473	3	93878477	78014089-94381687	overdominant	trans	4.86 	5.19 
ENSRNOT00000046278	12	12031680	8744748-13361688	overdominant	trans	4.86 	4.72 
ENSRNOT00000010260	5	48262709	48143849-64068789	overdominant	trans	4.86 	5.13 
ENSRNOT00000036216	2	250649175	250649175-250649175	dominant	trans	4.86 	7.44 
ENSRNOT00000051852	10	98244510	89260576-99503783	overdominant	trans	4.86 	5.26 
ENSRNOT00000024213	1	122825832	116567876-125404478	overdominant	trans	4.86 	4.70 
ENSRNOT00000027391	4	34014725	33914774-34014725	overdominant	trans	4.86 	6.41 
ENSRNOT00000058767	2	72418663	18774135-74574029	overdominant	trans	4.86 	5.28 
ENSRNOT00000018090	7	106735022	105411838-106735022	overdominant	trans	4.86 	5.07 
ENSRNOT00000042939	5	110734055	30628547-111549595	overdominant	trans	4.86 	4.90 
ENSRNOT00000012942	6	47163549	46190382-47213220	overdominant	trans	4.85 	4.86 
ENSRNOT00000013087	16	73232344	73232344-76590878	overdominant	trans	4.85 	4.92 
ENSRNOT00000043688	5	103071995	102959649-103185543	dominant	trans	4.85 	5.70 
ENSRNOT00000034305	4	97756133	22923818-156574288	overdominant	trans	4.85 	5.27 
ENSRNOT00000028261	5	32315436	31655767-32315436	dominant	trans	4.85 	7.03 
ENSRNOT00000056918	17	73564283	73564283-73672480	dominant	trans	4.85 	6.47 
ENSRNOT00000027550	1	124961766	123510855-125404478	overdominant	trans	4.85 	4.96 
ENSRNOT00000055440	5	22672971	17511474-109137274	overdominant	trans	4.85 	4.86 
ENSRNOT00000018176	6	58669589	55406785-115255664	overdominant	trans	4.85 	5.16 
ENSRNOT00000024980	7	106735022	106715623-108389425	overdominant	trans	4.85 	5.74 
ENSRNOT00000020210	4	108529009	33914774-108529009	overdominant	trans	4.85 	4.75 
ENSRNOT00000048047	6	102349703	100213392-103245681	dominant	trans	4.85 	7.84 
ENSRNOT00000066054	9	10140767	8068563-10204916	dominant	trans	4.85 	6.28 
ENSRNOT00000006963	16	74443503	74443503-76362409	overdominant	trans	4.85 	5.01 
ENSRNOT00000010660	5	32315436	31655767-32315436	dominant	trans	4.85 	5.61 
ENSRNOT00000049022	7	103743644	102278338-117054041	dominant	trans	4.85 	5.31 
ENSRNOT00000016354	9	8068563	8068563-8068563	overdominant	trans	4.85 	7.14 
ENSRNOT00000044458	2	243941156	234133263-246363070	overdominant	trans	4.85 	5.02 
ENSRNOT00000031521	15	22504708	22504708-22803893	overdominant	trans	4.85 	5.27 
ENSRNOT00000029601	10	55314901	55310644-55780907	overdominant	trans	4.84 	5.38 
ENSRNOT00000035369	9	11286782	9952834-11286782	dominant	trans	4.84 	5.48 
ENSRNOT00000066209	1	231739909	231719542-232053147	dominant	trans	4.84 	7.20 
ENSRNOT00000068656	3	14795527	13719021-162243870	overdominant	trans	4.84 	4.80 
ENSRNOT00000055532	13	60559154	60243949-62059334	dominant	trans	4.84 	8.06 
ENSRNOT00000037394	7	87582592	87582592-87582592	dominant	trans	4.84 	4.99 
ENSRNOT00000026799	6	124992014	124608222-125255961	overdominant	trans	4.84 	4.70 
ENSRNOT00000057031	4	134657047	134497039-135038316	dominant	trans	4.84 	6.63 
ENSRNOT00000033707	10	8683228	8683228-8723179	dominant	trans	4.84 	6.85 
ENSRNOT00000007978	2	38471017	38471017-39553151	overdominant	trans	4.84 	4.83 
ENSRNOT00000019130	9	8068563	8068563-8068563	overdominant	trans	4.84 	7.34 
ENSRNOT00000067586	7	48562651	48361071-48942848	overdominant	trans	4.84 	7.13 
ENSRNOT00000048856	1	45444625	43933766-234478415	overdominant	trans	4.84 	5.25 
ENSRNOT00000023344	9	16971287	8068563-21469206	overdominant	trans	4.84 	4.82 
ENSRNOT00000026325	2	194679731	191784507-236346359	overdominant	cis	4.84 	5.32 
ENSRNOT00000015606	6	7603823	7603823-7603823	dominant	trans	4.84 	6.54 
ENSRNOT00000051834	20	32157256	32097483-32524779	dominant	trans	4.84 	6.61 
ENSRNOT00000021648	7	108145593	107454682-108389425	dominant	trans	4.84 	7.71 
ENSRNOT00000066511	5	43787346	4257641-43787346	overdominant	trans	4.84 	4.97 
ENSRNOT00000065980	10	94472523	93326687-94472523	dominant	trans	4.84 	7.19 
ENSRNOT00000016907	2	74574029	73877448-74574029	overdominant	trans	4.84 	5.09 
ENSRNOT00000056650	20	44593515	43962727-44602045	dominant	trans	4.83 	6.01 
ENSRNOT00000009487	19	21167275	19130649-21201963	overdominant	trans	4.83 	6.18 
ENSRNOT00000050756	13	65698131	65616424-66057174	dominant	trans	4.83 	7.47 
ENSRNOT00000029223	17	73564283	73518898-73672480	dominant	trans	4.83 	6.59 
ENSRNOT00000039954	9	105991677	60112070-106098831	overdominant	trans	4.83 	4.85 
ENSRNOT00000055440	2	211355609	211355609-211649293	dominant	trans	4.83 	6.37 
ENSRNOT00000064554	7	108464302	106762428-109462001	dominant	trans	4.83 	7.65 
ENSRNOT00000064816	4	91041290	90507388-141067372	overdominant	trans	4.83 	4.73 
ENSRNOT00000006225	7	106735022	106715623-108389425	overdominant	trans	4.83 	5.08 
ENSRNOT00000067737	14	84415539	33353283-84415539	overdominant	trans	4.83 	4.81 
ENSRNOT00000004919	5	121604245	121237571-123274572	overdominant	trans	4.83 	4.90 
ENSRNOT00000043029	10	53052429	5958336-54106541	overdominant	trans	4.83 	4.92 
ENSRNOT00000064543	19	31108041	31108041-32135267	dominant	trans	4.83 	6.94 
ENSRNOT00000061497	9	10140767	9952834-10140767	dominant	trans	4.83 	6.27 
ENSRNOT00000036175	5	32315436	31655767-32315436	dominant	trans	4.83 	6.43 
ENSRNOT00000045756	9	11129636	10461498-27232631	overdominant	trans	4.83 	4.84 
ENSRNOT00000047088	5	12240073	10448268-75238747	dominant	trans	4.83 	5.74 
ENSRNOT00000031670	4	34073825	34069106-34073825	overdominant	trans	4.83 	5.24 
ENSRNOT00000062000	18	56876137	54677236-59249227	dominant	trans	4.83 	5.66 
ENSRNOT00000027834	7	106735022	106715623-108389425	overdominant	trans	4.82 	5.01 
ENSRNOT00000043129	1	257158032	257158032-258495834	overdominant	trans	4.82 	5.31 
ENSRNOT00000021813	10	45073197	44309255-45304988	overdominant	trans	4.82 	4.80 
ENSRNOT00000028012	19	12371095	10974374-12465720	overdominant	trans	4.82 	5.03 
ENSRNOT00000004559	13	2167529	2167529-3970258	dominant	trans	4.82 	7.00 
ENSRNOT00000065356	8	58413164	53195106-63966393	overdominant	cis	4.82 	4.90 
ENSRNOT00000054843	2	252043156	251983335-252046955	overdominant	trans	4.82 	5.65 
ENSRNOT00000049974	6	133949565	33866825-134019046	dominant	trans	4.82 	6.71 
ENSRNOT00000068266	4	134997923	134657047-138670235	dominant	trans	4.82 	6.99 
ENSRNOT00000009908	2	46872635	45881113-47061555	overdominant	trans	4.82 	4.88 
ENSRNOT00000000583	5	32315436	31655767-32315436	dominant	trans	4.82 	6.20 
ENSRNOT00000057710	17	69920588	69920588-71765897	overdominant	trans	4.82 	4.88 
ENSRNOT00000024164	3	146107471	145836763-148617672	overdominant	trans	4.82 	4.98 
ENSRNOT00000016044	7	107564015	107390587-108389425	overdominant	trans	4.82 	5.55 
ENSRNOT00000058709	5	31655767	31655767-32315436	overdominant	trans	4.82 	5.37 
ENSRNOT00000060288	17	26306585	26306585-26408483	overdominant	trans	4.82 	4.97 
ENSRNOT00000065901	13	2167529	2167529-3970258	overdominant	trans	4.82 	4.95 
ENSRNOT00000068751	2	89820883	89738280-89969693	overdominant	trans	4.82 	5.00 
ENSRNOT00000047779	11	74031998	73817760-74031998	overdominant	trans	4.82 	5.36 
ENSRNOT00000050412	10	85751130	84872781-85751130	overdominant	trans	4.82 	4.77 
ENSRNOT00000028213	14	84453474	83167722-84746118	overdominant	trans	4.81 	5.42 
ENSRNOT00000065558	10	90162144	90162144-92816186	dominant	trans	4.81 	6.16 
ENSRNOT00000032248	16	74443503	74443503-74522413	dominant	trans	4.81 	6.47 
ENSRNOT00000028422	15	23545067	23178155-24486186	overdominant	trans	4.81 	4.81 
ENSRNOT00000026106	4	181908610	181908323-183108527	overdominant	trans	4.81 	4.91 
ENSRNOT00000034910	5	32315436	31655767-32315436	dominant	trans	4.81 	5.79 
ENSRNOT00000037429	16	59457805	59409995-59742838	overdominant	trans	4.81 	5.81 
ENSRNOT00000002063	9	23744897	23604233-23914053	overdominant	trans	4.81 	5.62 
ENSRNOT00000065181	2	32398982	32398982-32398982	dominant	trans	4.81 	5.88 
ENSRNOT00000037941	16	59133956	58860920-59398958	overdominant	trans	4.81 	4.86 
ENSRNOT00000036229	13	35807745	10971340-39762679	dominant	trans	4.81 	5.96 
ENSRNOT00000019751	1	123839473	122610928-125404478	overdominant	trans	4.81 	4.93 
ENSRNOT00000006975	5	32315436	31655767-32315436	dominant	trans	4.81 	7.86 
ENSRNOT00000018320	1	220568737	220339638-220568737	dominant	trans	4.81 	5.97 
ENSRNOT00000027737	15	84045827	83975835-84163049	overdominant	trans	4.81 	5.05 
ENSRNOT00000064487	2	73877448	73877448-74574029	dominant	trans	4.81 	6.43 
ENSRNOT00000019364	16	74443503	73692627-74665865	overdominant	trans	4.80 	5.10 
ENSRNOT00000044302	12	11684238	9727889-12045981	dominant	trans	4.80 	7.05 
ENSRNOT00000012999	10	85694131	19608222-91850748	overdominant	trans	4.80 	4.75 
ENSRNOT00000037259	4	181291115	143295079-181741135	overdominant	trans	4.80 	4.92 
ENSRNOT00000056138	3	137527010	137527010-139268779	dominant	trans	4.80 	5.95 
ENSRNOT00000065902	17	73564283	73564283-73672480	dominant	trans	4.80 	7.11 
ENSRNOT00000041546	7	106735022	106715623-109633675	overdominant	trans	4.80 	4.92 
ENSRNOT00000004829	1	108870931	98670493-127783231	overdominant	trans	4.80 	4.98 
ENSRNOT00000064865	7	109578050	109567024-109790083	dominant	trans	4.80 	7.45 
ENSRNOT00000020175	6	68872596	58091180-82768339	dominant	trans	4.80 	6.21 
ENSRNOT00000024149	10	41601574	22239922-43377238	overdominant	trans	4.80 	5.07 
ENSRNOT00000052261	7	131307685	114819908-131307685	dominant	trans	4.80 	5.47 
ENSRNOT00000051097	7	108464302	106762428-109462001	dominant	trans	4.80 	7.37 
ENSRNOT00000059639	1	123331492	123314967-124845273	overdominant	trans	4.79 	5.70 
ENSRNOT00000059660	5	125644971	125331451-127045587	dominant	trans	4.79 	7.29 
ENSRNOT00000056458	15	55575659	55537968-57542254	dominant	trans	4.79 	5.83 
ENSRNOT00000055301	8	113799928	110784449-113862168	overdominant	trans	4.79 	6.08 
ENSRNOT00000067266	17	67107511	66811318-96899427	dominant	trans	4.79 	5.07 
ENSRNOT00000058893	9	42592702	42219351-60110247	dominant	trans	4.79 	5.43 
ENSRNOT00000046694	6	146293482	146293482-146293482	dominant	trans	4.79 	6.83 
ENSRNOT00000035074	13	48895883	48256853-48895883	dominant	trans	4.79 	5.69 
ENSRNOT00000034863	17	63704243	63590194-64003210	overdominant	trans	4.79 	6.21 
ENSRNOT00000038563	17	73564283	73564283-73672480	dominant	trans	4.79 	6.28 
ENSRNOT00000067373	15	62150386	62124939-62639228	dominant	trans	4.79 	6.61 
ENSRNOT00000052198	5	5927136	4694434-72541289	overdominant	trans	4.79 	5.11 
ENSRNOT00000038915	8	100388159	99569858-100600048	overdominant	trans	4.79 	5.30 
ENSRNOT00000010775	7	54090236	44882817-54152472	overdominant	trans	4.79 	5.49 
ENSRNOT00000016656	2	247805336	247805336-248143438	dominant	trans	4.79 	7.23 
ENSRNOT00000015010	5	62907445	4257641-104819146	dominant	trans	4.79 	4.91 
ENSRNOT00000047434	7	107459685	106715623-108389425	overdominant	trans	4.78 	5.15 
ENSRNOT00000043225	20	4867124	4867124-4874087	dominant	trans	4.78 	7.23 
ENSRNOT00000028612	5	131544022	131544022-131686282	dominant	trans	4.78 	5.87 
ENSRNOT00000012866	16	9253835	9253835-9253835	dominant	trans	4.78 	6.88 
ENSRNOT00000002676	14	43737693	25844116-43955740	overdominant	trans	4.78 	4.72 
ENSRNOT00000010691	1	125404478	123314967-125404478	overdominant	trans	4.78 	4.78 
ENSRNOT00000034560	9	8068563	8068563-8068563	dominant	trans	4.78 	7.32 
ENSRNOT00000056788	11	67243721	67243721-67311406	dominant	trans	4.78 	5.62 
ENSRNOT00000025174	7	108464302	106762428-109462001	dominant	trans	4.78 	7.60 
ENSRNOT00000007358	2	83142653	83027751-83957128	overdominant	trans	4.78 	5.59 
ENSRNOT00000039847	13	66069778	66069778-66616804	dominant	trans	4.78 	7.74 
ENSRNOT00000024430	1	124961766	122610928-232367152	overdominant	trans	4.78 	4.75 
ENSRNOT00000062082	16	68927448	68492557-69430739	overdominant	trans	4.78 	4.86 
ENSRNOT00000064161	15	90455311	75297846-90510599	dominant	trans	4.78 	6.09 
ENSRNOT00000048735	15	74475186	74320795-75432723	dominant	trans	4.78 	6.30 
ENSRNOT00000055245	2	83103836	82958507-93202666	overdominant	trans	4.78 	5.14 
ENSRNOT00000032459	7	132046514	132046514-132046514	overdominant	trans	4.78 	5.64 
ENSRNOT00000025994	7	107564015	107454682-108389425	overdominant	trans	4.78 	5.91 
ENSRNOT00000025465	1	203742364	199953332-224772084	overdominant	trans	4.78 	5.01 
ENSRNOT00000033440	2	244798568	244788518-246037377	overdominant	trans	4.78 	6.00 
ENSRNOT00000064336	7	108464302	106762428-109462001	dominant	trans	4.78 	7.13 
ENSRNOT00000047925	6	114202076	114202076-114774993	overdominant	trans	4.78 	4.90 
ENSRNOT00000061508	10	21019700	21019700-21019700	dominant	trans	4.78 	6.58 
ENSRNOT00000060050	17	73564283	73564283-73672480	dominant	trans	4.77 	7.98 
ENSRNOT00000051338	9	8068563	8068563-8068563	overdominant	trans	4.77 	6.86 
ENSRNOT00000056710	6	9217017	9217017-103521469	overdominant	trans	4.77 	5.06 
ENSRNOT00000064057	5	33778240	33777581-43787346	dominant	trans	4.77 	6.30 
ENSRNOT00000066674	14	8918354	8738914-8948609	overdominant	trans	4.77 	5.24 
ENSRNOT00000049705	17	23389800	23389800-23414543	dominant	trans	4.77 	5.81 
ENSRNOT00000041358	3	166525539	164488850-168966570	dominant	trans	4.77 	5.85 
ENSRNOT00000055626	7	123978229	122107110-123978229	overdominant	trans	4.77 	4.94 
ENSRNOT00000050630	9	60057190	59777281-60110247	overdominant	trans	4.77 	5.32 
ENSRNOT00000048879	11	82145217	82145217-82145217	dominant	trans	4.77 	7.77 
ENSRNOT00000000510	9	8068563	8068563-8068563	overdominant	trans	4.77 	6.72 
ENSRNOT00000066138	6	123375479	123375479-123789678	overdominant	trans	4.77 	6.00 
ENSRNOT00000032830	11	70845564	70136586-71817497	overdominant	trans	4.76 	4.72 
ENSRNOT00000055813	7	91077232	89964629-92613727	overdominant	trans	4.76 	5.07 
ENSRNOT00000010406	7	108464302	106762428-109462001	dominant	trans	4.76 	6.68 
ENSRNOT00000065338	3	82034331	81813650-86573196	dominant	trans	4.76 	7.01 
ENSRNOT00000028046	9	8068563	8068563-8068563	overdominant	trans	4.76 	6.67 
ENSRNOT00000002938	7	31560915	31560915-106735022	overdominant	trans	4.76 	4.74 
ENSRNOT00000048129	4	107873412	107860668-110082441	dominant	trans	4.76 	5.51 
ENSRNOT00000056700	6	89137887	55406785-105503286	overdominant	trans	4.76 	5.14 
ENSRNOT00000051531	10	102534673	102337234-102604257	overdominant	trans	4.76 	5.12 
ENSRNOT00000050342	16	74443503	73692627-74665865	dominant	trans	4.76 	5.65 
ENSRNOT00000024710	6	47213220	30540709-99978353	overdominant	trans	4.76 	4.97 
ENSRNOT00000065168	20	30501327	30501327-35620907	overdominant	trans	4.76 	4.77 
ENSRNOT00000064731	7	108464302	106762428-109462001	dominant	trans	4.76 	7.32 
ENSRNOT00000057371	19	56281970	55686662-56286682	dominant	trans	4.76 	10.26 
ENSRNOT00000050931	10	110242370	66686143-110326753	overdominant	trans	4.76 	5.29 
ENSRNOT00000041272	1	220242911	219911892-220322313	overdominant	trans	4.76 	5.00 
ENSRNOT00000065197	14	22857490	22050486-23550102	overdominant	trans	4.75 	4.76 
ENSRNOT00000065287	18	61990930	61804735-61995399	dominant	trans	4.75 	5.75 
ENSRNOT00000057509	4	79842195	74801320-80016007	overdominant	trans	4.75 	5.97 
ENSRNOT00000061400	8	113599598	110992571-115975797	overdominant	trans	4.75 	4.92 
ENSRNOT00000057234	7	106322602	105329629-106654162	dominant	trans	4.75 	9.10 
ENSRNOT00000064500	3	6415303	6415303-6975732	dominant	trans	4.75 	5.05 
ENSRNOT00000011032	5	161396749	8442656-161442263	overdominant	trans	4.75 	4.87 
ENSRNOT00000015740	1	20222743	20222743-20528187	dominant	trans	4.75 	5.92 
ENSRNOT00000049386	14	12778098	12778098-13377864	dominant	trans	4.75 	6.00 
ENSRNOT00000061649	1	208026830	208026830-213719994	overdominant	trans	4.75 	5.52 
ENSRNOT00000059715	1	117767515	117767515-123331492	overdominant	trans	4.75 	5.26 
ENSRNOT00000014060	5	32315436	4257641-104819146	dominant	trans	4.75 	5.96 
ENSRNOT00000024144	7	106735022	89964629-108389425	overdominant	trans	4.75 	4.77 
ENSRNOT00000027918	14	89443513	89214404-89443513	overdominant	trans	4.75 	4.88 
ENSRNOT00000003260	9	13094199	8005129-13301947	overdominant	trans	4.75 	5.07 
ENSRNOT00000049169	5	110632656	110632656-110632656	dominant	trans	4.75 	7.88 
ENSRNOT00000067926	4	90665772	90665772-90681133	dominant	trans	4.75 	6.20 
ENSRNOT00000021866	7	107564015	106715623-108389425	overdominant	trans	4.75 	5.17 
ENSRNOT00000029196	5	132885387	3007815-133518963	overdominant	trans	4.74 	5.36 
ENSRNOT00000038175	4	119566290	29291507-120476217	dominant	trans	4.74 	6.66 
ENSRNOT00000058733	15	18723792	18462288-18940268	overdominant	trans	4.74 	5.18 
ENSRNOT00000066317	4	138463502	138463502-138670235	dominant	trans	4.74 	7.23 
ENSRNOT00000038336	7	107454682	106807083-108389425	overdominant	trans	4.74 	4.93 
ENSRNOT00000009337	10	8683228	8683228-8723179	dominant	trans	4.74 	6.03 
ENSRNOT00000020700	9	8068563	8068563-8068563	overdominant	trans	4.74 	6.87 
ENSRNOT00000038410	8	34601861	34601861-34710296	dominant	trans	4.74 	5.28 
ENSRNOT00000038421	1	229981059	229840098-230072090	dominant	trans	4.74 	7.26 
ENSRNOT00000030949	6	34680304	34680304-34680304	overdominant	trans	4.74 	5.07 
ENSRNOT00000057353	9	65269033	65265502-65454781	dominant	trans	4.74 	6.57 
ENSRNOT00000041003	2	245877443	244814151-246037377	overdominant	trans	4.74 	5.44 
ENSRNOT00000064848	18	64748149	28585028-65926207	overdominant	trans	4.74 	5.00 
ENSRNOT00000026477	2	211624684	211624684-211986342	dominant	trans	4.74 	5.75 
ENSRNOT00000024675	17	90512464	88950628-90687292	overdominant	trans	4.74 	4.75 
ENSRNOT00000028329	9	37291215	36128628-38086068	overdominant	trans	4.74 	4.88 
ENSRNOT00000058029	2	55101934	54790583-55584441	dominant	trans	4.74 	6.28 
ENSRNOT00000065033	12	24345319	24059858-24345319	dominant	trans	4.74 	6.94 
ENSRNOT00000007604	1	220128020	99142076-221293406	overdominant	trans	4.73 	4.70 
ENSRNOT00000033098	7	106735022	106715623-108389425	overdominant	trans	4.73 	5.04 
ENSRNOT00000045901	9	42219351	42219351-65030579	overdominant	trans	4.73 	5.00 
ENSRNOT00000059660	18	18126702	18126702-18132866	dominant	trans	4.73 	8.19 
ENSRNOT00000060583	9	42219351	42219351-42592702	dominant	trans	4.73 	5.06 
ENSRNOT00000052275	5	32315436	4257641-32315436	dominant	trans	4.73 	6.28 
ENSRNOT00000013563	16	74443503	60178663-74522413	overdominant	trans	4.73 	4.81 
ENSRNOT00000020775	5	32315436	31655767-32315436	dominant	trans	4.73 	6.49 
ENSRNOT00000067709	10	9302342	9302342-9714278	overdominant	trans	4.73 	4.94 
ENSRNOT00000027727	5	32315436	31655767-32315436	dominant	trans	4.73 	5.65 
ENSRNOT00000012492	7	108963987	106762428-109462001	dominant	trans	4.73 	6.18 
ENSRNOT00000037771	13	72432300	72432300-73151551	overdominant	trans	4.73 	5.61 
ENSRNOT00000029884	4	117717188	117500380-118000420	dominant	trans	4.73 	5.00 
ENSRNOT00000064394	6	53785739	53452995-60874699	overdominant	trans	4.73 	5.16 
ENSRNOT00000056588	18	64869713	14096379-67559216	dominant	trans	4.73 	5.74 
ENSRNOT00000016478	9	37921742	36128628-40327793	overdominant	trans	4.73 	4.71 
ENSRNOT00000067324	10	96276108	96276108-97412846	overdominant	trans	4.73 	5.47 
ENSRNOT00000021298	7	106735022	105411838-106735022	overdominant	trans	4.72 	5.12 
ENSRNOT00000027780	11	71130876	71130876-71130876	overdominant	trans	4.72 	4.86 
ENSRNOT00000017564	9	8068563	8068563-8068563	overdominant	trans	4.72 	5.31 
ENSRNOT00000068097	2	59351052	59351052-59747232	dominant	trans	4.72 	7.07 
ENSRNOT00000035074	14	62646552	59577191-63868382	overdominant	trans	4.72 	5.57 
ENSRNOT00000010915	7	106735022	90195301-109790083	overdominant	trans	4.72 	5.03 
ENSRNOT00000025501	7	106715623	105411838-108389425	overdominant	trans	4.72 	4.73 
ENSRNOT00000067103	3	22145915	21879561-86017406	dominant	trans	4.72 	7.33 
ENSRNOT00000056700	8	15227557	15227557-18134126	dominant	trans	4.72 	7.64 
ENSRNOT00000004986	17	73819005	73564283-73887919	dominant	trans	4.72 	6.56 
ENSRNOT00000057475	1	117767515	117713542-125404478	overdominant	trans	4.72 	5.17 
ENSRNOT00000039733	2	74574029	73877448-74574029	dominant	trans	4.72 	6.39 
