trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOG00000036406	15	44398575	43745046-44515923	overdominant	trans	4.78 	5.43 
ENSRNOG00000031139	1	163932363	42248296-165616390	overdominant	trans	4.78 	5.35 
ENSRNOG00000042230	6	55226750	55226750-57730483	dominant	trans	4.77 	5.55 
ENSRNOG00000027054	10	31666666	30238289-32205189	overdominant	trans	4.77 	5.28 
ENSRNOG00000009581	6	122071224	122051095-122500256	overdominant	trans	4.77 	6.14 
ENSRNOG00000005156	2	54023114	54023114-54023114	dominant	trans	4.77 	7.29 
ENSRNOG00000010932	8	116447757	115957187-116560782	dominant	trans	4.77 	6.75 
ENSRNOG00000042688	13	48695691	48256853-49473702	dominant	trans	4.76 	5.72 
ENSRNOG00000039525	5	16577694	16411194-17279668	dominant	trans	4.76 	7.56 
ENSRNOG00000022071	14	7694825	7563918-7721844	overdominant	trans	4.76 	5.54 
ENSRNOG00000039357	3	35666984	35412035-35796087	dominant	trans	4.76 	5.75 
ENSRNOG00000011400	7	55783719	55368471-56353828	overdominant	trans	4.76 	5.36 
ENSRNOG00000006084	7	51439617	51156034-51649799	dominant	trans	4.76 	8.25 
ENSRNOG00000034567	4	77792585	20571020-78537719	overdominant	trans	4.75 	5.27 
ENSRNOG00000035961	11	78510892	77883393-85323543	dominant	trans	4.75 	8.42 
ENSRNOG00000013316	3	28834093	28834093-30247813	overdominant	trans	4.75 	7.03 
ENSRNOG00000008909	13	42566639	42515947-43053815	overdominant	trans	4.75 	6.24 
ENSRNOG00000033338	3	9708933	8959540-9946910	overdominant	trans	4.75 	5.41 
ENSRNOG00000000610	16	9835950	9714740-11027526	dominant	trans	4.75 	6.92 
ENSRNOG00000004203	10	69723506	69129331-70569783	overdominant	trans	4.75 	5.60 
ENSRNOG00000039918	4	174125571	42693771-174125571	dominant	trans	4.74 	5.57 
ENSRNOG00000038826	1	63847549	62427101-63978614	partial-dominant	cis	4.73 	19.93 
ENSRNOG00000017374	1	202048821	202048821-202075385	dominant	trans	4.73 	6.01 
ENSRNOG00000015501	6	55407159	54434817-58992751	overdominant	trans	4.72 	5.60 
ENSRNOG00000019141	10	10771187	10131949-11162125	overdominant	trans	4.72 	5.44 
ENSRNOG00000007315	20	114486	64148-3905878	overdominant	trans	4.72 	5.33 
ENSRNOG00000040458	4	67552949	65861083-67568919	overdominant	trans	4.72 	5.31 
ENSRNOG00000030089	2	141515846	139028871-148542925	dominant	trans	4.71 	6.45 
ENSRNOG00000013004	1	182127960	182127960-188065756	overdominant	trans	4.71 	5.37 
ENSRNOG00000002029	9	86652984	86652984-87602784	overdominant	trans	4.71 	5.31 
ENSRNOG00000045386	7	129688017	128814610-130000957	overdominant	trans	4.70 	7.00 
ENSRNOG00000036688	6	58669589	58669589-118649640	overdominant	trans	4.70 	5.40 
ENSRNOG00000005619	7	44700590	44549569-44701702	dominant	trans	4.70 	5.93 
ENSRNOG00000034683	10	77682335	77648503-77969241	dominant	trans	4.69 	6.50 
ENSRNOG00000004456	17	11544499	11213054-12648242	dominant	trans	4.69 	6.60 
ENSRNOG00000038478	12	6528680	6393427-6684583	partial-dominant	trans	4.69 	18.41 
ENSRNOG00000021387	10	77874740	77648503-77969241	dominant	trans	4.68 	6.78 
ENSRNOG00000031880	13	12262006	10971340-12610220	dominant	trans	4.68 	5.72 
ENSRNOG00000034288	17	93843158	93138050-95280841	dominant	trans	4.68 	5.92 
ENSRNOG00000011194	6	58669589	55406785-59363356	dominant	trans	4.68 	5.87 
ENSRNOG00000029365	8	84927719	84927719-100515258	overdominant	trans	4.67 	5.29 
ENSRNOG00000041918	10	77874740	77648503-77969241	dominant	trans	4.67 	6.79 
ENSRNOG00000035662	16	30077361	30077361-31660279	dominant	trans	4.66 	9.44 
ENSRNOG00000008714	6	49685563	49195210-147575789	dominant	trans	4.66 	5.65 
ENSRNOG00000025106	7	91908839	91822429-92331268	overdominant	trans	4.66 	5.50 
ENSRNOG00000044056	16	76169838	76169838-76763752	dominant	trans	4.66 	8.17 
ENSRNOG00000042337	15	31765696	31765696-32120794	partial-dominant	trans	4.66 	18.32 
ENSRNOG00000037283	6	58669589	58669589-58992751	dominant	trans	4.65 	6.90 
ENSRNOG00000030649	8	93718436	93718436-93919119	dominant	trans	4.65 	9.12 
ENSRNOG00000006487	6	118634986	118530256-118649640	dominant	trans	4.64 	7.49 
ENSRNOG00000044665	4	29274014	29274014-29445862	dominant	trans	4.64 	5.76 
ENSRNOG00000042858	16	74665865	74665865-74884827	dominant	trans	4.64 	6.09 
ENSRNOG00000008271	6	58669589	54434817-59363356	overdominant	trans	4.64 	5.32 
ENSRNOG00000021471	5	16511876	16411194-16558344	dominant	trans	4.63 	5.37 
ENSRNOG00000028629	6	58669589	58669589-59363356	dominant	trans	4.63 	5.54 
ENSRNOG00000014287	6	58669589	54434817-59363356	overdominant	trans	4.63 	5.46 
ENSRNOG00000039096	8	80777160	31611962-115811714	overdominant	trans	4.63 	5.57 
ENSRNOG00000036314	13	69600024	69513617-69782487	overdominant	trans	4.63 	5.40 
ENSRNOG00000039147	2	175859732	175008835-180130046	overdominant	trans	4.62 	5.32 
ENSRNOG00000029793	4	154200369	23044624-154350268	overdominant	trans	4.62 	5.75 
ENSRNOG00000009610	16	75982623	74993854-77051829	dominant	trans	4.62 	6.03 
ENSRNOG00000039593	3	3704363	3618694-4488977	overdominant	trans	4.61 	5.59 
ENSRNOG00000030089	20	9034298	9023998-9121047	dominant	trans	4.61 	5.93 
ENSRNOG00000035061	1	116584478	116556631-117679654	partial-dominant	trans	4.61 	13.86 
ENSRNOG00000023877	2	117511499	69932615-117608655	dominant	trans	4.61 	6.11 
ENSRNOG00000004093	6	13660390	13637504-14570818	overdominant	trans	4.61 	5.37 
ENSRNOG00000044041	10	8799914	5649277-9084530	dominant	trans	4.61 	5.90 
ENSRNOG00000009431	4	136114018	135946764-136414634	overdominant	trans	4.61 	5.55 
ENSRNOG00000031860	2	141515846	30939818-143150466	dominant	trans	4.61 	6.36 
ENSRNOG00000041052	1	11824492	11787792-11979885	dominant	trans	4.60 	6.98 
ENSRNOG00000045478	10	77874740	77648503-77969241	dominant	trans	4.60 	6.40 
ENSRNOG00000042154	11	79475735	77949151-79488659	dominant	trans	4.59 	6.51 
ENSRNOG00000040406	5	16577694	16411194-17279668	overdominant	trans	4.59 	5.58 
ENSRNOG00000015878	3	47650882	47650882-47742302	overdominant	trans	4.59 	5.32 
ENSRNOG00000028828	13	34127236	32819191-35197098	dominant	trans	4.59 	5.45 
ENSRNOG00000019895	1	197539452	197507794-197591872	dominant	trans	4.59 	6.71 
ENSRNOG00000014093	6	58669589	55406785-58992751	overdominant	trans	4.58 	5.31 
ENSRNOG00000003912	1	53389909	53331913-54416419	dominant	trans	4.57 	7.55 
ENSRNOG00000031860	4	171866474	171625207-172028959	dominant	trans	4.57 	6.55 
ENSRNOG00000040971	4	93473164	93473164-93473721	overdominant	trans	4.57 	5.77 
ENSRNOG00000011357	1	139742766	139733572-139902868	overdominant	trans	4.57 	5.44 
ENSRNOG00000016427	15	54325958	54325958-54325958	dominant	trans	4.56 	5.28 
ENSRNOG00000030559	3	102333388	99813151-102700049	overdominant	trans	4.56 	5.38 
ENSRNOG00000033260	5	145406666	145387522-145685467	overdominant	trans	4.56 	5.35 
ENSRNOG00000040393	7	34274051	34026278-34570943	dominant	trans	4.55 	7.94 
ENSRNOG00000029431	5	35403780	35403780-43580414	dominant	trans	4.55 	6.07 
ENSRNOG00000031530	7	48282561	47847656-48352917	dominant	trans	4.54 	6.42 
ENSRNOG00000041872	18	54847900	54705777-55380342	dominant	trans	4.54 	5.85 
ENSRNOG00000032018	13	66075772	14459520-66285061	dominant	trans	4.54 	5.59 
ENSRNOG00000016100	1	197591872	196925026-197591872	overdominant	trans	4.54 	5.67 
ENSRNOG00000030522	14	36270945	32031308-36447973	overdominant	trans	4.53 	5.43 
ENSRNOG00000039192	11	68166232	67951762-68310458	dominant	trans	4.53 	8.49 
ENSRNOG00000044953	14	36270945	36265670-36447973	dominant	trans	4.53 	5.80 
ENSRNOG00000008399	14	8012982	6244109-8247374	dominant	trans	4.53 	5.90 
ENSRNOG00000004451	10	54060656	7684693-54891128	overdominant	trans	4.53 	5.89 
ENSRNOG00000030089	7	106628002	105411838-109540044	dominant	trans	4.52 	6.11 
ENSRNOG00000012422	6	118634986	118530256-118649640	overdominant	trans	4.52 	5.45 
ENSRNOG00000009222	10	53961108	34150797-92975658	overdominant	trans	4.52 	5.27 
ENSRNOG00000019427	13	64286821	64286821-65326113	dominant	trans	4.52 	6.58 
ENSRNOG00000012871	8	117525868	117469387-118001565	dominant	trans	4.52 	6.47 
ENSRNOG00000000946	17	28830329	28710875-28833040	overdominant	trans	4.52 	5.28 
ENSRNOG00000044382	1	103157988	101301712-103222780	dominant	trans	4.52 	5.82 
ENSRNOG00000004762	14	7694825	6588157-7721844	dominant	trans	4.51 	6.36 
ENSRNOG00000037529	1	199516428	199516428-249342257	overdominant	trans	4.51 	5.39 
ENSRNOG00000018405	2	251443092	251343421-253869165	dominant	trans	4.51 	7.04 
ENSRNOG00000015878	5	142696170	142293825-143058893	overdominant	trans	4.51 	5.40 
ENSRNOG00000004166	4	9637091	9375034-10122693	overdominant	trans	4.51 	5.30 
ENSRNOG00000003180	12	9774888	9774888-9863949	dominant	trans	4.51 	7.07 
ENSRNOG00000029145	1	197517256	196925026-197591872	dominant	trans	4.50 	5.87 
ENSRNOG00000029549	15	12828510	11296580-13014828	overdominant	trans	4.50 	5.31 
ENSRNOG00000028828	7	61156443	61130207-64228486	overdominant	trans	4.50 	5.44 
ENSRNOG00000038532	10	6426934	5649277-8818741	dominant	trans	4.50 	5.27 
ENSRNOG00000034120	17	22641554	22641554-23045687	overdominant	trans	4.48 	8.45 
ENSRNOG00000006905	6	118603423	58669589-118649640	dominant	trans	4.48 	5.57 
ENSRNOG00000042621	3	20096810	20056333-20478274	overdominant	trans	4.48 	5.50 
ENSRNOG00000019098	6	118581600	1427741-118654762	overdominant	trans	4.48 	5.39 
ENSRNOG00000030809	7	110692189	110439081-111772889	overdominant	trans	4.47 	5.69 
ENSRNOG00000044299	16	74257461	73679501-76590878	dominant	trans	4.47 	7.10 
ENSRNOG00000035677	4	153621380	153292207-154827150	overdominant	trans	4.47 	5.79 
ENSRNOG00000036544	2	32677053	32653803-33080573	dominant	trans	4.47 	6.18 
ENSRNOG00000040302	1	39041290	2763604-137897362	dominant	trans	4.46 	5.77 
ENSRNOG00000032138	7	136151913	136142295-137690679	partial-dominant	cis	4.46 	16.05 
ENSRNOG00000033673	5	84514483	84514483-84514483	dominant	trans	4.46 	6.26 
ENSRNOG00000017379	16	87578625	87578625-87627218	dominant	trans	4.46 	5.84 
ENSRNOG00000032897	2	21371598	18144947-22174951	dominant	trans	4.46 	5.46 
ENSRNOG00000029080	16	59369480	59369480-59370941	dominant	trans	4.46 	5.76 
ENSRNOG00000032340	1	39216622	38873749-256387204	dominant	trans	4.45 	6.19 
ENSRNOG00000036205	20	26665901	26205697-26720591	dominant	trans	4.45 	5.34 
ENSRNOG00000018236	2	201927078	201506094-202714264	partial-dominant	cis	4.45 	13.06 
ENSRNOG00000039959	3	45155072	44412999-45611551	dominant	trans	4.45 	5.56 
ENSRNOG00000012231	10	38586869	36263144-39033208	dominant	trans	4.45 	5.40 
ENSRNOG00000012677	1	247318697	247119139-248207423	dominant	trans	4.45 	7.39 
ENSRNOG00000003815	6	118533200	118530256-118649640	dominant	trans	4.45 	7.05 
ENSRNOG00000045199	15	45550441	45060301-46190054	dominant	trans	4.45 	6.38 
ENSRNOG00000018588	4	88412476	87506661-89638531	overdominant	trans	4.44 	6.11 
ENSRNOG00000044007	6	146587526	146175887-147575789	dominant	trans	4.44 	5.87 
ENSRNOG00000022209	12	9595546	9254696-10512974	dominant	trans	4.44 	6.13 
ENSRNOG00000017318	9	97168884	97079538-97357897	overdominant	trans	4.44 	5.58 
ENSRNOG00000013372	2	235958177	235806943-237870304	overdominant	trans	4.43 	5.31 
ENSRNOG00000037895	8	61710492	60396585-62126857	dominant	trans	4.43 	5.62 
ENSRNOG00000030965	17	1824229	1429615-1851297	overdominant	trans	4.43 	5.33 
ENSRNOG00000022688	17	73831621	73513464-74184496	overdominant	trans	4.42 	6.26 
ENSRNOG00000018320	16	10517825	8858734-11027526	dominant	trans	4.42 	5.33 
ENSRNOG00000031111	8	78253819	77090227-79199939	overdominant	trans	4.42 	5.39 
ENSRNOG00000003723	6	58669589	58669589-59817231	dominant	trans	4.42 	5.67 
ENSRNOG00000040749	1	224159032	8225717-224556150	dominant	trans	4.42 	6.20 
ENSRNOG00000037852	2	193997093	193993849-194560739	overdominant	trans	4.41 	5.29 
ENSRNOG00000003080	7	123818319	123245582-123978229	dominant	trans	4.41 	7.29 
ENSRNOG00000014794	20	4867472	4867124-4975144	dominant	trans	4.41 	6.84 
ENSRNOG00000029977	3	162243870	115761978-162875221	overdominant	trans	4.41 	5.56 
ENSRNOG00000004124	6	58669589	55406785-118603423	dominant	trans	4.41 	5.51 
ENSRNOG00000019159	16	50658794	49417832-51175828	dominant	trans	4.40 	5.71 
ENSRNOG00000033295	2	247832375	247805336-248040695	dominant	trans	4.40 	5.85 
ENSRNOG00000000493	1	197539452	189292863-197591872	overdominant	trans	4.40 	5.81 
ENSRNOG00000039286	7	102098908	102098908-103013298	overdominant	trans	4.40 	5.36 
ENSRNOG00000043516	17	39836559	13874087-40521460	dominant	trans	4.39 	5.50 
ENSRNOG00000027633	19	30739626	30413993-30998529	overdominant	trans	4.39 	5.29 
ENSRNOG00000043019	6	106720454	47288248-107165927	overdominant	trans	4.39 	5.40 
ENSRNOG00000019973	1	197539452	190229872-197591872	dominant	trans	4.39 	6.00 
ENSRNOG00000000384	8	97550902	97550902-98633199	overdominant	trans	4.39 	5.47 
ENSRNOG00000040357	15	18681630	7105579-18681630	dominant	trans	4.38 	6.21 
ENSRNOG00000033261	15	18547833	17951238-18646607	partial-dominant	cis	4.38 	33.20 
ENSRNOG00000029995	1	197517256	197507794-202075385	overdominant	trans	4.38 	5.59 
ENSRNOG00000039713	18	71540733	71519725-72148058	overdominant	trans	4.37 	5.46 
ENSRNOG00000029059	4	126567686	126195398-130258553	overdominant	trans	4.37 	5.59 
ENSRNOG00000043130	16	61259943	60543345-61570551	dominant	trans	4.37 	6.14 
ENSRNOG00000045517	5	64669808	64669808-66056773	overdominant	trans	4.36 	5.47 
ENSRNOG00000029354	16	72443267	72443267-72626830	dominant	trans	4.36 	7.36 
ENSRNOG00000042383	2	33576552	33515283-33615510	overdominant	trans	4.36 	5.38 
ENSRNOG00000009988	18	66414236	65985893-66417525	overdominant	trans	4.36 	5.26 
ENSRNOG00000008001	4	116482859	115383672-116482859	overdominant	trans	4.36 	5.46 
ENSRNOG00000018568	6	58669589	58669589-118649640	dominant	trans	4.36 	5.27 
ENSRNOG00000034150	11	76272706	76272706-76411967	dominant	trans	4.36 	5.88 
ENSRNOG00000032553	18	12704781	12245037-13810260	overdominant	trans	4.36 	5.85 
ENSRNOG00000031331	1	20273164	19793194-59451456	dominant	trans	4.36 	5.33 
ENSRNOG00000042594	19	14164760	12960410-14164760	partial-dominant	trans	4.35 	16.45 
ENSRNOG00000018543	19	40326944	40326944-40352568	dominant	trans	4.35 	7.99 
ENSRNOG00000035662	17	31566811	1824229-32682647	dominant	trans	4.35 	6.20 
ENSRNOG00000031296	10	13568195	12884321-13990345	partial-dominant	trans	4.35 	12.87 
ENSRNOG00000030491	19	46288977	46288977-46662770	dominant	trans	4.34 	5.46 
ENSRNOG00000022445	19	21029434	21029434-21071397	dominant	trans	4.34 	6.58 
ENSRNOG00000014124	15	75143653	75143653-75143909	dominant	trans	4.33 	6.51 
ENSRNOG00000006795	18	3769971	3556753-5177384	dominant	trans	4.33 	5.43 
ENSRNOG00000037628	13	40636852	34340247-41693064	overdominant	trans	4.33 	5.59 
ENSRNOG00000028135	14	24539109	24070889-24701888	dominant	trans	4.32 	7.01 
ENSRNOG00000003063	6	58669589	55406785-118603423	dominant	trans	4.32 	5.49 
ENSRNOG00000015468	8	83122472	81269962-83122472	overdominant	trans	4.32 	5.71 
ENSRNOG00000037758	10	77874740	77648503-77969241	dominant	trans	4.31 	6.49 
ENSRNOG00000013684	3	16544965	11666103-16544965	dominant	trans	4.31 	5.78 
ENSRNOG00000024917	15	74701535	74701535-74981246	dominant	trans	4.31 	6.67 
ENSRNOG00000028330	16	80495846	80223636-81112955	overdominant	trans	4.31 	5.82 
ENSRNOG00000018782	6	5467985	5226350-6236992	overdominant	trans	4.31 	5.31 
ENSRNOG00000044569	11	67194917	67194917-68338423	dominant	trans	4.30 	6.36 
ENSRNOG00000037305	10	77874740	77648503-78117986	dominant	trans	4.30 	6.04 
ENSRNOG00000018796	1	202048821	196925026-203474632	dominant	trans	4.30 	5.59 
ENSRNOG00000021074	13	110867650	108633657-111125496	dominant	trans	4.30 	6.22 
ENSRNOG00000020446	5	36486890	35403780-171318622	dominant	trans	4.30 	5.31 
ENSRNOG00000028011	10	77874740	77648503-77969241	dominant	trans	4.30 	6.61 
ENSRNOG00000042740	6	118593723	118530256-118706125	dominant	trans	4.29 	5.27 
ENSRNOG00000038432	9	58546798	57904437-60112070	overdominant	trans	4.29 	5.27 
ENSRNOG00000041976	1	12740535	12619351-24950687	dominant	trans	4.29 	5.95 
ENSRNOG00000028440	8	100360265	100116767-100516166	dominant	trans	4.29 	6.69 
ENSRNOG00000011938	6	58669589	54434817-118649640	dominant	trans	4.29 	5.43 
ENSRNOG00000043042	4	87376836	84638524-88788529	overdominant	trans	4.29 	5.31 
ENSRNOG00000020147	1	231285508	231020196-231380330	dominant	trans	4.29 	5.64 
ENSRNOG00000015982	20	39183968	39009019-39208998	dominant	trans	4.28 	5.40 
ENSRNOG00000028578	2	180632389	173387378-181765468	dominant	trans	4.28 	7.19 
ENSRNOG00000034853	1	220743156	220743156-220793954	dominant	trans	4.27 	5.28 
ENSRNOG00000014445	1	197517256	197507794-197591872	overdominant	trans	4.27 	5.49 
ENSRNOG00000017795	6	118603423	118530256-118706125	dominant	trans	4.26 	6.21 
ENSRNOG00000044959	2	32927220	31685459-33628708	dominant	trans	4.26 	5.61 
ENSRNOG00000037168	10	77874740	77648503-78071658	dominant	trans	4.26 	6.03 
ENSRNOG00000029354	3	106054264	104112023-108353486	dominant	trans	4.26 	7.31 
ENSRNOG00000028939	1	245327801	223232067-245686307	overdominant	trans	4.26 	5.62 
ENSRNOG00000033045	6	58669589	55406785-58992751	dominant	trans	4.26 	5.60 
ENSRNOG00000002560	6	102349703	100696652-107305592	overdominant	trans	4.26 	5.33 
ENSRNOG00000044144	8	32237011	32237011-33553027	dominant	trans	4.26 	6.20 
ENSRNOG00000043529	10	99126412	99126412-99126412	dominant	trans	4.26 	5.84 
ENSRNOG00000001071	14	17029925	15595794-17031850	dominant	trans	4.26 	6.21 
ENSRNOG00000043726	20	4867124	4867124-4975144	dominant	trans	4.26 	5.63 
ENSRNOG00000032834	6	59363356	55406785-59363356	overdominant	trans	4.25 	5.32 
ENSRNOG00000020485	4	9853932	9316934-18725189	overdominant	trans	4.25 	5.63 
ENSRNOG00000010929	10	95768497	95768497-95971673	partial-dominant	cis	4.25 	10.17 
ENSRNOG00000008663	1	197591872	196925026-197591872	dominant	trans	4.25 	6.52 
ENSRNOG00000039883	14	6246171	6246171-8353078	dominant	trans	4.25 	5.67 
ENSRNOG00000037854	6	44178352	44177664-44921772	dominant	trans	4.24 	6.19 
ENSRNOG00000017144	6	58669589	55406785-118649640	dominant	trans	4.24 	5.33 
ENSRNOG00000001786	6	58669589	54434817-59363356	dominant	trans	4.24 	6.69 
ENSRNOG00000039331	10	77874740	77648503-77969241	dominant	trans	4.24 	6.02 
ENSRNOG00000031530	1	213088507	209160252-213114352	dominant	trans	4.24 	7.07 
ENSRNOG00000037663	17	76234343	76172840-76640305	dominant	trans	4.24 	6.72 
ENSRNOG00000033022	10	5649277	5649277-6207756	dominant	trans	4.24 	6.24 
ENSRNOG00000031321	2	218024267	218024267-218030412	dominant	trans	4.24 	6.55 
ENSRNOG00000031139	9	106046408	16971287-106046408	dominant	trans	4.23 	6.19 
ENSRNOG00000010283	2	193980058	193569844-195607531	overdominant	trans	4.22 	5.67 
ENSRNOG00000004909	6	58669589	58669589-59363356	dominant	trans	4.22 	6.58 
ENSRNOG00000008576	14	37024358	37024358-37024358	dominant	trans	4.21 	5.48 
ENSRNOG00000040034	1	238258827	238258827-238269421	dominant	trans	4.21 	7.27 
ENSRNOG00000041042	18	1189904	1092559-2581117	dominant	trans	4.21 	5.40 
ENSRNOG00000036593	5	145196948	143145236-145362680	dominant	trans	4.21 	6.56 
ENSRNOG00000024119	17	86597321	86573289-86634222	dominant	trans	4.20 	7.55 
ENSRNOG00000001949	20	10924723	10673478-12231698	dominant	trans	4.20 	6.32 
ENSRNOG00000018778	16	79373950	78870100-79450010	overdominant	trans	4.20 	5.95 
ENSRNOG00000017084	10	103945065	100716444-104234685	dominant	trans	4.20 	6.49 
ENSRNOG00000038048	2	236396424	173777933-236396792	dominant	trans	4.19 	5.28 
ENSRNOG00000038350	4	182522600	157715151-183113027	dominant	trans	4.19 	6.93 
ENSRNOG00000036523	15	93866349	93714189-93956866	dominant	trans	4.18 	5.35 
ENSRNOG00000002829	2	255965941	255783169-256255419	dominant	trans	4.18 	7.12 
ENSRNOG00000034567	12	12969638	12951076-12969638	dominant	trans	4.18 	6.35 
ENSRNOG00000033141	7	139784660	139206619-140594248	overdominant	trans	4.17 	5.30 
ENSRNOG00000026675	4	149400042	149400042-149400042	dominant	trans	4.17 	6.07 
ENSRNOG00000022521	19	55425304	53631063-55855835	dominant	trans	4.17 	5.98 
ENSRNOG00000020523	14	45871044	44811392-45871044	overdominant	trans	4.17 	5.30 
ENSRNOG00000035367	16	69593968	69182099-69753258	overdominant	trans	4.16 	5.46 
ENSRNOG00000004259	6	58669589	55406785-59947641	dominant	trans	4.16 	5.88 
ENSRNOG00000020431	15	1997971	486157-3420080	overdominant	trans	4.16 	5.61 
ENSRNOG00000038150	4	9893013	9375034-9944246	overdominant	trans	4.16 	5.51 
ENSRNOG00000044253	14	6008371	5313455-6260213	dominant	trans	4.16 	5.34 
ENSRNOG00000044007	13	61949820	60358206-62718522	overdominant	trans	4.16 	5.81 
ENSRNOG00000030965	1	100605371	99895139-101891882	dominant	trans	4.16 	5.72 
ENSRNOG00000028578	1	225962888	225935707-226051886	dominant	trans	4.16 	5.69 
ENSRNOG00000030065	1	9108108	8958009-9192839	partial-dominant	trans	4.15 	11.09 
ENSRNOG00000006765	20	4867124	4867124-4975144	dominant	trans	4.14 	5.32 
ENSRNOG00000034351	20	27415172	27259452-30607679	dominant	trans	4.14 	5.36 
ENSRNOG00000004101	16	76168223	76153558-76362409	overdominant	trans	4.14 	5.64 
ENSRNOG00000023709	10	77874740	77648503-77969241	dominant	trans	4.14 	5.92 
ENSRNOG00000035499	16	49913680	48807565-51572031	dominant	trans	4.13 	6.23 
ENSRNOG00000000204	19	10973704	10232919-11310860	overdominant	trans	4.13 	5.36 
ENSRNOG00000034560	18	70883914	69862845-73716377	dominant	trans	4.13 	5.88 
ENSRNOG00000044007	7	87733217	20545988-135158315	overdominant	trans	4.13 	5.56 
ENSRNOG00000002635	12	3351580	2900736-3752823	dominant	trans	4.13 	5.34 
ENSRNOG00000010155	6	118603423	55407159-118667856	dominant	trans	4.13 	5.39 
ENSRNOG00000021072	10	77874740	77648503-77969241	dominant	trans	4.12 	6.16 
ENSRNOG00000004603	19	32386102	31504842-32386102	overdominant	trans	4.12 	6.26 
ENSRNOG00000045203	6	48055116	39244608-48068045	overdominant	trans	4.12 	5.68 
ENSRNOG00000034288	9	55205165	19955625-55650584	dominant	trans	4.12 	5.47 
ENSRNOG00000014656	9	2119367	2119367-2635915	dominant	trans	4.12 	6.41 
ENSRNOG00000016067	6	118603423	118530256-118649640	dominant	trans	4.12 	5.39 
ENSRNOG00000035337	6	138439300	138439300-138742843	overdominant	trans	4.11 	5.94 
ENSRNOG00000016613	4	171213790	153294980-171453773	dominant	trans	4.11 	5.28 
ENSRNOG00000001813	6	58669589	55406785-118603423	dominant	trans	4.11 	5.62 
ENSRNOG00000001262	20	12481090	12481090-12507202	partial-dominant	cis	4.11 	17.94 
ENSRNOG00000025011	6	118634986	118530256-118649640	dominant	trans	4.09 	5.51 
ENSRNOG00000012502	13	62501985	62501985-64230891	overdominant	trans	4.09 	5.62 
ENSRNOG00000041918	4	93473164	63925919-93473721	dominant	trans	4.09 	5.26 
ENSRNOG00000035055	17	26339691	25835848-28775325	dominant	trans	4.08 	5.32 
ENSRNOG00000044931	17	22859699	22757564-23045687	overdominant	trans	4.08 	5.43 
ENSRNOG00000014252	6	58669589	58669589-59363356	dominant	trans	4.08 	6.75 
ENSRNOG00000032243	9	106009887	106009887-106097275	overdominant	trans	4.07 	5.58 
ENSRNOG00000018287	5	85474229	83759484-85591801	dominant	trans	4.07 	5.46 
ENSRNOG00000035900	11	70855323	70303724-71471341	dominant	trans	4.07 	5.95 
ENSRNOG00000007200	6	99913967	99823709-103306955	dominant	trans	4.07 	5.29 
ENSRNOG00000003084	10	82620395	82274077-83231291	overdominant	trans	4.06 	5.81 
ENSRNOG00000038283	12	11946261	11174073-12031680	dominant	trans	4.06 	5.70 
ENSRNOG00000030616	6	32970113	32964686-33083408	overdominant	trans	4.06 	5.45 
ENSRNOG00000026671	10	12301755	11955859-13542000	dominant	trans	4.06 	5.88 
ENSRNOG00000005208	19	56508083	56508083-56543368	overdominant	trans	4.06 	5.54 
ENSRNOG00000010347	2	138590081	137614395-138945872	dominant	trans	4.05 	5.84 
ENSRNOG00000045323	20	9873457	9873457-10048267	dominant	trans	4.05 	8.34 
ENSRNOG00000006114	10	33103857	33103857-35226184	overdominant	trans	4.05 	5.31 
ENSRNOG00000013206	2	21326030	21239145-256272471	dominant	trans	4.05 	5.38 
ENSRNOG00000006084	4	149407441	149407441-149412498	overdominant	trans	4.05 	5.30 
ENSRNOG00000026660	16	50658794	49581763-76911967	dominant	trans	4.05 	5.47 
ENSRNOG00000043257	4	159559301	158754155-160903128	dominant	trans	4.05 	5.75 
ENSRNOG00000004620	8	50753322	50753322-51231802	dominant	trans	4.05 	5.50 
ENSRNOG00000042259	14	32031308	32031308-36227707	dominant	trans	4.04 	5.56 
ENSRNOG00000029744	5	109059286	109059286-109081095	dominant	trans	4.04 	5.81 
ENSRNOG00000021204	10	99896479	99126412-100205664	dominant	trans	4.04 	7.05 
ENSRNOG00000036831	19	53760550	53632216-56246513	dominant	trans	4.04 	6.68 
ENSRNOG00000028852	1	20222743	19671302-20577111	dominant	trans	4.04 	5.33 
ENSRNOG00000007671	6	5226350	5226350-6236992	overdominant	trans	4.04 	5.41 
ENSRNOG00000032306	2	46097917	44629911-48275662	dominant	trans	4.04 	6.70 
ENSRNOG00000041269	10	59992714	58268086-60088308	dominant	trans	4.04 	5.51 
ENSRNOG00000034795	20	37275447	25112040-42330855	dominant	trans	4.04 	5.41 
ENSRNOG00000042216	8	51786538	51754140-52140696	overdominant	trans	4.03 	5.40 
ENSRNOG00000001717	15	54325958	54258586-54325958	dominant	trans	4.03 	5.32 
ENSRNOG00000021908	16	30077361	30077361-31660279	overdominant	trans	4.03 	5.38 
ENSRNOG00000028286	1	197517256	196925026-202075385	dominant	trans	4.03 	5.48 
ENSRNOG00000006131	18	78162166	77849121-78247631	dominant	trans	4.02 	6.32 
ENSRNOG00000001571	4	66528469	65040223-107728527	dominant	trans	4.02 	5.30 
ENSRNOG00000007088	6	58669589	51199769-59363356	dominant	trans	4.02 	5.46 
