trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
ENSRNOG00000015423	1	118321934	117767515-119793801	overdominant	trans	4.46 	5.39 
ENSRNOG00000042526	10	28635897	28585782-28996173	dominant	trans	4.46 	7.29 
ENSRNOG00000008614	14	91412236	91347805-91412236	overdominant	trans	4.46 	5.29 
ENSRNOG00000034054	8	11025102	3645368-11325259	overdominant	trans	4.46 	5.36 
ENSRNOG00000036783	11	75177474	70593846-79488659	dominant	trans	4.46 	5.84 
ENSRNOG00000000411	7	108085716	107454682-108443800	dominant	trans	4.46 	5.82 
ENSRNOG00000035489	1	123510855	118752732-124673177	overdominant	trans	4.45 	5.69 
ENSRNOG00000042578	1	118775229	118752732-119031034	dominant	trans	4.44 	7.72 
ENSRNOG00000017983	7	108085716	107454682-108443800	dominant	trans	4.44 	5.47 
ENSRNOG00000003232	17	73564283	73554508-73753576	dominant	trans	4.44 	5.91 
ENSRNOG00000026774	2	117594862	114203645-249260372	dominant	trans	4.44 	5.75 
ENSRNOG00000045432	18	72982868	72901976-73040181	dominant	trans	4.43 	6.01 
ENSRNOG00000043864	10	41807342	41033431-43808473	dominant	trans	4.43 	7.34 
ENSRNOG00000013136	18	53040759	52434138-53625219	overdominant	trans	4.43 	5.93 
ENSRNOG00000027971	8	10874233	178844-11325259	dominant	trans	4.42 	5.96 
ENSRNOG00000024652	2	39124277	38975710-39516659	dominant	trans	4.42 	6.57 
ENSRNOG00000034229	17	36732159	36703014-38337197	dominant	cis	4.42 	10.82 
ENSRNOG00000008717	5	167643291	166894700-168098314	partial-dominant	trans	4.42 	28.49 
ENSRNOG00000011989	13	44475398	44129981-44595624	overdominant	trans	4.42 	6.23 
ENSRNOG00000016519	2	51369580	21239145-51369580	overdominant	trans	4.42 	5.33 
ENSRNOG00000045213	3	166467153	166467153-166592046	dominant	trans	4.42 	5.89 
ENSRNOG00000021902	5	69537616	69205738-70025021	dominant	trans	4.40 	5.90 
ENSRNOG00000041301	3	111443839	4531217-111609381	dominant	trans	4.40 	5.82 
ENSRNOG00000038412	1	47341372	44418105-79272067	dominant	trans	4.40 	5.72 
ENSRNOG00000038842	9	66943389	66943389-67245995	dominant	trans	4.40 	5.39 
ENSRNOG00000002754	14	16308230	15624499-16715587	dominant	trans	4.39 	7.74 
ENSRNOG00000033038	18	17681275	17681275-18087020	overdominant	trans	4.39 	5.36 
ENSRNOG00000041357	1	176828078	175920932-177705441	dominant	trans	4.39 	5.33 
ENSRNOG00000045182	5	29007924	28362666-29319024	dominant	trans	4.39 	6.50 
ENSRNOG00000021470	2	239667206	17572563-244301980	dominant	trans	4.39 	5.45 
ENSRNOG00000003606	13	83081828	82841988-83228583	partial-dominant	trans	4.39 	29.09 
ENSRNOG00000019418	1	124961766	123839473-125570112	overdominant	trans	4.38 	5.51 
ENSRNOG00000042877	7	107475406	105411838-108443800	dominant	trans	4.38 	7.17 
ENSRNOG00000032289	10	19608222	19608222-19609249	dominant	trans	4.38 	6.63 
ENSRNOG00000010708	17	73564283	73554508-73753576	dominant	trans	4.38 	5.61 
ENSRNOG00000018584	1	123839473	123839473-125570112	overdominant	trans	4.37 	5.90 
ENSRNOG00000013232	3	153470363	39608970-153470363	dominant	trans	4.37 	6.46 
ENSRNOG00000008930	2	18832569	18832569-21995329	dominant	trans	4.37 	6.28 
ENSRNOG00000011384	16	74443503	73692627-74884827	dominant	trans	4.37 	5.96 
ENSRNOG00000043614	11	36574011	36036298-37273371	dominant	trans	4.37 	5.65 
ENSRNOG00000005126	1	123839473	123252489-125381782	overdominant	trans	4.36 	6.07 
ENSRNOG00000035798	18	56876137	54947825-57296827	dominant	trans	4.36 	6.24 
ENSRNOG00000013137	15	70719562	70124178-72628409	overdominant	trans	4.36 	5.37 
ENSRNOG00000040442	13	98245390	96822558-98833053	overdominant	trans	4.36 	5.42 
ENSRNOG00000042578	8	34599008	34599008-62126857	dominant	trans	4.36 	5.83 
ENSRNOG00000009401	1	118321934	117767515-125067180	dominant	trans	4.35 	5.96 
ENSRNOG00000015393	9	55395236	29359094-92312060	overdominant	trans	4.35 	5.31 
ENSRNOG00000009785	20	36158835	36158835-38743562	dominant	trans	4.35 	5.34 
ENSRNOG00000009373	1	97341118	97252553-97668190	partial-dominant	trans	4.35 	56.37 
ENSRNOG00000013721	17	73564283	73554508-73753576	dominant	trans	4.35 	5.60 
ENSRNOG00000040190	1	183608144	182927011-187635950	dominant	trans	4.34 	5.73 
ENSRNOG00000003929	7	108085716	107074854-108443800	dominant	trans	4.34 	5.53 
ENSRNOG00000034054	2	51369580	51134656-51369580	overdominant	trans	4.34 	5.39 
ENSRNOG00000019666	16	74443503	73692627-74884827	dominant	trans	4.34 	5.84 
ENSRNOG00000045330	2	241736303	241587569-243045854	dominant	trans	4.34 	6.18 
ENSRNOG00000022753	9	8068563	8068563-8068563	overdominant	trans	4.34 	6.38 
ENSRNOG00000035736	5	24702256	24098935-104223559	dominant	trans	4.34 	6.03 
ENSRNOG00000034839	4	50414810	50362208-50495559	dominant	trans	4.34 	5.66 
ENSRNOG00000018336	9	38177147	29755767-38698987	overdominant	trans	4.34 	5.96 
ENSRNOG00000022943	9	8068563	8068563-8068563	dominant	trans	4.34 	7.11 
ENSRNOG00000043472	9	102339673	102339673-103231793	dominant	trans	4.34 	5.32 
ENSRNOG00000034499	15	45188494	45060301-63173383	dominant	trans	4.33 	5.35 
ENSRNOG00000011034	2	74434429	72511545-156039734	dominant	trans	4.33 	5.74 
ENSRNOG00000042617	7	132737221	132737221-132737221	dominant	trans	4.33 	5.37 
ENSRNOG00000015848	7	109558595	106758131-109790083	dominant	trans	4.33 	6.37 
ENSRNOG00000020817	3	164603628	164462266-168966570	dominant	trans	4.33 	6.55 
ENSRNOG00000010552	7	108085716	107454682-108443800	dominant	trans	4.33 	5.94 
ENSRNOG00000033414	1	94628601	94628601-94704565	partial-dominant	cis	4.32 	16.40 
ENSRNOG00000020641	6	102349703	100346086-103300841	overdominant	trans	4.32 	5.95 
ENSRNOG00000033950	20	15904007	15679554-16653558	dominant	trans	4.32 	6.64 
ENSRNOG00000009275	1	118313485	117767515-124845273	overdominant	trans	4.32 	5.30 
ENSRNOG00000007197	2	68203775	68074463-68712940	dominant	trans	4.32 	7.51 
ENSRNOG00000008716	14	89104495	88997217-89104495	partial-dominant	trans	4.32 	23.21 
ENSRNOG00000032561	14	101516756	100279265-101955850	overdominant	trans	4.32 	5.35 
ENSRNOG00000042246	5	60281595	46799572-67612901	dominant	trans	4.32 	7.52 
ENSRNOG00000023423	13	38852829	38763914-39197606	overdominant	trans	4.31 	6.17 
ENSRNOG00000042117	8	78281957	77873948-79086138	overdominant	trans	4.31 	5.51 
ENSRNOG00000040893	4	33914774	33839913-34039314	dominant	trans	4.31 	6.39 
ENSRNOG00000014603	17	73589778	73518898-73753576	dominant	trans	4.31 	5.70 
ENSRNOG00000036459	17	73817304	73554508-74049614	dominant	trans	4.31 	5.93 
ENSRNOG00000038842	5	23278794	23278794-23278964	dominant	trans	4.31 	6.27 
ENSRNOG00000001572	6	52949181	52949181-52989503	dominant	trans	4.31 	5.81 
ENSRNOG00000043768	12	29050110	28808671-29205824	overdominant	trans	4.31 	5.30 
ENSRNOG00000010640	2	252877324	105813848-253444550	overdominant	trans	4.31 	5.33 
ENSRNOG00000017056	15	18805944	18710866-18947952	overdominant	trans	4.31 	5.61 
ENSRNOG00000027060	1	200312322	199953332-202194053	dominant	trans	4.31 	6.74 
ENSRNOG00000042535	9	66943389	66943389-67245995	dominant	trans	4.30 	6.31 
ENSRNOG00000016179	15	7950097	7113218-43098228	overdominant	trans	4.30 	5.39 
ENSRNOG00000014078	16	74443503	73692627-74522413	dominant	trans	4.29 	6.02 
ENSRNOG00000012369	17	73564283	73554508-73753576	dominant	trans	4.29 	5.48 
ENSRNOG00000040126	2	71094722	69664395-76875637	overdominant	trans	4.29 	6.22 
ENSRNOG00000007042	1	124961766	123839473-125508479	overdominant	trans	4.29 	5.61 
ENSRNOG00000014090	4	105997725	97207241-106755629	partial-dominant	cis	4.29 	18.39 
ENSRNOG00000027257	9	8068563	8068563-8068563	overdominant	trans	4.29 	5.30 
ENSRNOG00000009075	20	13116572	12481090-15448886	overdominant	trans	4.29 	5.33 
ENSRNOG00000003202	9	13094199	12680255-13451374	dominant	trans	4.29 	5.59 
ENSRNOG00000034163	17	26398263	26185097-26431889	overdominant	trans	4.29 	5.47 
ENSRNOG00000000981	17	73564283	73518898-73753576	dominant	trans	4.28 	5.48 
ENSRNOG00000005733	1	118313485	117767515-119793801	dominant	trans	4.28 	5.78 
ENSRNOG00000042747	15	7852381	7066368-8119919	overdominant	trans	4.27 	7.12 
ENSRNOG00000043573	5	33778154	33777581-34463490	dominant	trans	4.27 	7.62 
ENSRNOG00000019368	5	31932146	31655767-32315436	dominant	trans	4.27 	7.85 
ENSRNOG00000010184	17	95857377	95857377-95857377	dominant	trans	4.27 	5.34 
ENSRNOG00000038761	15	14489914	11296580-15310342	dominant	trans	4.27 	5.32 
ENSRNOG00000037978	10	61786165	61428340-61811663	dominant	trans	4.27 	5.59 
ENSRNOG00000036689	6	45269133	45225896-45270870	overdominant	trans	4.27 	5.77 
ENSRNOG00000007320	20	26420421	26205697-26720591	dominant	trans	4.27 	6.09 
ENSRNOG00000003551	7	108085716	107454682-108443800	dominant	trans	4.27 	6.42 
ENSRNOG00000032588	7	108085716	107074854-108443800	dominant	trans	4.26 	5.37 
ENSRNOG00000040052	20	1473491	1473491-2055256	partial-dominant	cis	4.26 	47.25 
ENSRNOG00000013185	5	110734055	47568042-111579307	dominant	trans	4.26 	5.30 
ENSRNOG00000022910	7	108085716	107457588-108443800	overdominant	trans	4.25 	5.31 
ENSRNOG00000037230	11	67194917	67194917-68338423	overdominant	trans	4.25 	5.91 
ENSRNOG00000034139	7	56904589	56373301-56980219	partial-dominant	cis	4.25 	12.64 
ENSRNOG00000030535	13	57090619	57090619-57100027	dominant	trans	4.25 	6.22 
ENSRNOG00000027195	8	46365363	27290553-46754191	dominant	trans	4.25 	5.41 
ENSRNOG00000023428	7	108085716	107074854-108443800	dominant	trans	4.25 	7.27 
ENSRNOG00000029912	10	85751130	85556542-85817887	overdominant	trans	4.24 	5.86 
ENSRNOG00000020465	1	118313485	117767515-124845273	dominant	trans	4.24 	5.62 
ENSRNOG00000037420	6	34423950	34025922-34515083	overdominant	trans	4.24 	6.49 
ENSRNOG00000042808	19	26644422	22230323-26686500	dominant	trans	4.24 	6.23 
ENSRNOG00000009437	7	107558360	107454682-108443800	overdominant	trans	4.24 	5.30 
ENSRNOG00000011754	4	33839913	33839913-34014725	dominant	trans	4.24 	8.33 
ENSRNOG00000031469	4	93473164	93473164-93473721	dominant	trans	4.24 	5.51 
ENSRNOG00000036684	7	107454682	107074854-108443800	dominant	trans	4.24 	6.16 
ENSRNOG00000010389	4	34014725	33914774-34048514	overdominant	trans	4.24 	5.79 
ENSRNOG00000030735	10	66686143	66686143-66686143	dominant	trans	4.23 	6.39 
ENSRNOG00000032316	6	12921162	12867841-13390673	dominant	trans	4.23 	6.43 
ENSRNOG00000042473	9	70855247	70855247-72369284	dominant	trans	4.23 	6.05 
ENSRNOG00000028388	5	150299476	150299476-156738504	dominant	trans	4.23 	7.23 
ENSRNOG00000041454	5	24702256	23585996-93221057	dominant	trans	4.23 	6.01 
ENSRNOG00000007446	7	107558360	106761447-108443800	dominant	trans	4.23 	5.44 
ENSRNOG00000011502	5	31932146	31655767-32315436	dominant	trans	4.22 	5.28 
ENSRNOG00000042535	16	76618549	73232344-76762361	dominant	trans	4.22 	6.36 
ENSRNOG00000009029	4	91041290	90507388-91041290	dominant	trans	4.22 	5.39 
ENSRNOG00000045026	19	10973704	10567606-54793982	overdominant	trans	4.22 	5.56 
ENSRNOG00000040273	7	58291650	58291650-58742214	dominant	trans	4.22 	6.07 
ENSRNOG00000016062	1	125381782	124697421-230969681	overdominant	trans	4.21 	5.68 
ENSRNOG00000003773	7	107558360	107074854-108443800	dominant	trans	4.21 	6.11 
ENSRNOG00000031469	8	11025102	5578451-27521885	dominant	trans	4.21 	6.22 
ENSRNOG00000033224	13	18144041	13589960-39197606	overdominant	trans	4.20 	5.37 
ENSRNOG00000015378	1	124263516	123839473-125067180	dominant	trans	4.20 	6.32 
ENSRNOG00000018631	19	55686662	53632216-56286682	overdominant	trans	4.20 	5.60 
ENSRNOG00000002452	5	125710232	125331451-126822457	dominant	trans	4.20 	6.50 
ENSRNOG00000002046	10	79055664	16716817-79079772	dominant	trans	4.20 	5.42 
ENSRNOG00000036039	11	70317900	69938182-72933896	overdominant	trans	4.20 	5.46 
ENSRNOG00000013078	1	124961766	117767515-125508479	overdominant	trans	4.20 	5.33 
ENSRNOG00000008242	4	76656150	74736647-131558774	dominant	trans	4.20 	5.79 
ENSRNOG00000026650	8	48046016	47630761-48114841	partial-dominant	cis	4.20 	11.25 
ENSRNOG00000037364	6	58992751	55406785-59817231	dominant	trans	4.19 	5.98 
ENSRNOG00000019937	20	48936468	48575391-49226948	dominant	trans	4.19 	5.32 
ENSRNOG00000030554	2	77086201	18759936-79572568	dominant	trans	4.19 	5.65 
ENSRNOG00000010430	17	73586622	73522860-74049614	dominant	trans	4.19 	6.34 
ENSRNOG00000025184	10	67287674	62950570-67524119	dominant	trans	4.19 	6.11 
ENSRNOG00000038430	6	21691985	21502283-21863958	overdominant	trans	4.19 	5.38 
ENSRNOG00000025184	14	108430482	108069372-109443395	dominant	trans	4.18 	6.21 
ENSRNOG00000038412	11	80129088	78067673-80481432	overdominant	trans	4.18 	5.57 
ENSRNOG00000021362	17	76764510	76747538-77054011	overdominant	trans	4.18 	5.61 
ENSRNOG00000020342	15	14489914	14458845-15310342	dominant	trans	4.18 	5.63 
ENSRNOG00000037505	1	124625152	123839473-125508479	overdominant	trans	4.18 	5.43 
ENSRNOG00000004537	17	73564283	73554508-73753576	dominant	trans	4.18 	6.43 
ENSRNOG00000040221	16	11190288	10566524-11257973	dominant	trans	4.17 	5.61 
ENSRNOG00000021945	10	85751130	83912523-95896479	overdominant	trans	4.17 	5.62 
ENSRNOG00000000439	17	87680062	87540750-88868552	overdominant	trans	4.17 	5.41 
ENSRNOG00000042345	14	107664417	107664417-108588649	dominant	trans	4.17 	5.53 
ENSRNOG00000031668	2	206115448	205944952-211649293	dominant	trans	4.17 	6.51 
ENSRNOG00000042566	14	74516671	73819996-74662396	overdominant	trans	4.16 	5.34 
ENSRNOG00000012929	16	74443503	73391227-74884827	dominant	trans	4.16 	5.40 
ENSRNOG00000009977	7	108085716	107454682-108443800	dominant	trans	4.16 	5.33 
ENSRNOG00000035386	3	157818328	103455496-158537345	dominant	trans	4.16 	5.60 
ENSRNOG00000004873	15	14489914	14458845-15310342	dominant	trans	4.16 	6.01 
ENSRNOG00000011421	15	14489914	14458845-15310342	dominant	trans	4.16 	5.63 
ENSRNOG00000017748	14	18204480	17873841-18625283	dominant	trans	4.16 	6.16 
ENSRNOG00000036459	2	251983335	251983335-251991012	dominant	trans	4.15 	6.47 
ENSRNOG00000014844	7	130589689	130589689-130674667	dominant	cis	4.15 	7.73 
ENSRNOG00000044629	7	106715310	106715310-139487467	dominant	trans	4.15 	6.48 
ENSRNOG00000005733	16	43236108	22360004-44052468	dominant	trans	4.14 	6.13 
ENSRNOG00000003845	2	82601223	82601223-83828585	overdominant	trans	4.14 	5.62 
ENSRNOG00000028948	3	162511825	162243870-162588170	overdominant	trans	4.14 	5.44 
ENSRNOG00000018279	7	107558360	107074854-108443800	dominant	trans	4.14 	5.43 
ENSRNOG00000020057	20	29730098	29704161-30362623	dominant	trans	4.14 	7.29 
ENSRNOG00000029592	17	86734184	86444506-86842732	overdominant	trans	4.13 	5.46 
ENSRNOG00000024553	1	118927800	117767515-119832223	overdominant	trans	4.13 	6.03 
ENSRNOG00000027691	17	86734184	86444506-86842732	overdominant	trans	4.13 	5.64 
ENSRNOG00000045452	3	70268376	63734857-72657663	overdominant	trans	4.13 	6.01 
ENSRNOG00000001267	1	59801554	55956087-61403565	dominant	trans	4.12 	5.43 
ENSRNOG00000032949	2	191378425	190713613-191454679	partial-dominant	cis	4.12 	17.30 
ENSRNOG00000042285	16	42477279	42477279-45061899	overdominant	trans	4.12 	6.75 
ENSRNOG00000043376	18	57417912	56876137-57490853	dominant	trans	4.12 	5.60 
ENSRNOG00000020925	13	110264404	107728939-111125496	overdominant	trans	4.11 	5.47 
ENSRNOG00000007310	10	85747170	84313886-85817887	dominant	trans	4.11 	9.34 
ENSRNOG00000027058	8	32595032	32537982-33553027	dominant	trans	4.11 	6.34 
ENSRNOG00000023286	1	242727262	242727262-243314679	dominant	trans	4.11 	6.66 
ENSRNOG00000044622	7	60170884	60022864-60605400	dominant	trans	4.11 	6.67 
ENSRNOG00000016429	2	224999154	224925759-225198141	dominant	trans	4.11 	5.45 
ENSRNOG00000039909	7	123856456	123773588-123899316	dominant	trans	4.11 	6.70 
ENSRNOG00000021787	7	107558360	106761447-109203486	dominant	trans	4.10 	5.67 
ENSRNOG00000018355	5	4632992	4257641-4916353	overdominant	trans	4.10 	5.85 
ENSRNOG00000020962	3	166467153	166467153-166592046	dominant	trans	4.10 	5.40 
ENSRNOG00000021604	20	3725145	3627488-3820955	additive	cis	4.10 	63.25 
ENSRNOG00000009921	1	259709278	259709278-260275700	dominant	trans	4.10 	6.38 
ENSRNOG00000008356	8	79577627	79424537-80659832	partial-dominant	cis	4.10 	18.87 
ENSRNOG00000024374	7	108085716	107457588-108443800	dominant	trans	4.10 	6.13 
ENSRNOG00000038540	15	38049572	37441254-39852064	overdominant	trans	4.10 	5.29 
ENSRNOG00000039401	4	109120641	107776073-110082441	dominant	trans	4.10 	6.48 
ENSRNOG00000027552	7	108915526	106762428-109790083	dominant	trans	4.10 	5.77 
ENSRNOG00000043869	16	9988055	9714740-11023402	dominant	trans	4.10 	6.74 
ENSRNOG00000009240	14	35885061	33794587-75717873	overdominant	trans	4.09 	5.40 
ENSRNOG00000009032	9	10140767	9887676-10204916	dominant	trans	4.09 	5.81 
ENSRNOG00000043725	7	118348920	118050667-120101788	dominant	trans	4.09 	5.86 
ENSRNOG00000014406	7	108085716	106761447-108443800	overdominant	trans	4.09 	5.73 
ENSRNOG00000012852	9	8068563	8068563-8068563	overdominant	trans	4.08 	5.63 
ENSRNOG00000004522	10	52177540	46035721-54112128	dominant	trans	4.08 	5.94 
ENSRNOG00000036559	2	193993849	193993849-194560739	dominant	trans	4.08 	5.57 
ENSRNOG00000032385	1	124263516	117713542-125508479	overdominant	trans	4.08 	5.49 
ENSRNOG00000035349	6	89211809	88892423-97246994	dominant	trans	4.08 	6.80 
ENSRNOG00000028242	7	6909696	1269009-134809987	overdominant	trans	4.08 	5.39 
ENSRNOG00000042849	14	20886961	18861591-21615990	partial-dominant	cis	4.08 	13.02 
ENSRNOG00000024645	3	147728288	130776565-148297402	dominant	trans	4.08 	5.89 
ENSRNOG00000021319	5	23892469	23892469-23926187	dominant	trans	4.07 	6.04 
ENSRNOG00000039655	15	55570852	54500314-58454481	dominant	trans	4.07 	5.71 
ENSRNOG00000031312	1	125346466	124817288-125508479	overdominant	trans	4.07 	5.52 
ENSRNOG00000006804	16	80611875	80611875-81635204	dominant	trans	4.07 	5.42 
ENSRNOG00000003313	15	76554280	76443468-76631936	dominant	trans	4.06 	6.11 
ENSRNOG00000044914	7	109558595	106762428-109790083	overdominant	trans	4.06 	5.39 
ENSRNOG00000002217	7	108085716	106758131-108443800	dominant	trans	4.06 	5.93 
ENSRNOG00000002419	1	153227295	152583209-153489863	dominant	trans	4.06 	5.61 
ENSRNOG00000001951	8	111467571	111467571-111487713	dominant	trans	4.06 	6.44 
ENSRNOG00000029173	3	161938430	161793843-161951788	overdominant	trans	4.05 	5.55 
ENSRNOG00000004860	9	8068563	8068563-8068563	overdominant	trans	4.05 	5.55 
ENSRNOG00000039989	2	204063359	204063008-204476071	dominant	trans	4.05 	5.56 
ENSRNOG00000015891	1	124961766	123252489-125508479	dominant	trans	4.04 	5.79 
ENSRNOG00000029114	5	23901562	17319971-34463490	dominant	trans	4.04 	8.43 
ENSRNOG00000033790	7	108085716	107454682-108443800	dominant	trans	4.04 	5.77 
ENSRNOG00000034090	3	106709271	106709271-107699420	dominant	trans	4.04 	6.31 
ENSRNOG00000010806	1	257596722	257092656-258495834	dominant	trans	4.04 	5.68 
ENSRNOG00000012938	16	74443503	73692627-74884827	dominant	trans	4.04 	5.63 
ENSRNOG00000033258	13	58415058	58415058-58786124	dominant	trans	4.04 	5.88 
ENSRNOG00000017945	7	108085716	107454682-108443800	dominant	trans	4.03 	5.45 
ENSRNOG00000023286	20	42724189	41169869-42851767	dominant	trans	4.03 	5.35 
ENSRNOG00000012267	5	70690604	69537616-72368953	dominant	trans	4.03 	5.42 
ENSRNOG00000037069	15	14793115	14096906-14939511	dominant	trans	4.03 	5.69 
ENSRNOG00000014431	20	27408030	25431164-37579309	overdominant	trans	4.03 	5.36 
ENSRNOG00000025853	6	19739507	19739507-20011981	overdominant	trans	4.02 	5.51 
ENSRNOG00000025939	19	12255295	11981438-29299339	overdominant	trans	4.02 	5.64 
ENSRNOG00000031693	3	30777123	28838839-30965792	dominant	trans	4.02 	5.65 
ENSRNOG00000045224	8	91657029	89376759-100711337	dominant	trans	4.02 	5.91 
ENSRNOG00000037908	6	12921162	4333120-14570818	dominant	trans	4.01 	5.31 
ENSRNOG00000018580	5	7519882	4630492-72368953	dominant	trans	4.01 	8.88 
ENSRNOG00000042704	7	108085716	107457588-108443800	dominant	trans	4.01 	5.31 
ENSRNOG00000018546	12	37243838	37148840-37259690	dominant	trans	4.01 	7.39 
ENSRNOG00000019447	9	85486528	85043642-86490999	dominant	cis	4.01 	10.00 
ENSRNOG00000034583	12	36654021	33041481-36892433	dominant	trans	4.01 	5.48 
ENSRNOG00000017609	10	84492182	84313886-85817887	dominant	trans	4.01 	9.33 
ENSRNOG00000007310	13	38966161	38763914-39197606	overdominant	trans	4.01 	6.08 
ENSRNOG00000026650	10	54046311	52175157-54112128	dominant	trans	4.00 	6.53 
ENSRNOG00000038307	4	109120641	107776073-110082441	dominant	trans	4.00 	6.39 
ENSRNOG00000025753	10	92498159	92497326-103967671	dominant	trans	4.00 	5.79 
ENSRNOG00000019849	11	29849811	29522338-30771797	overdominant	trans	4.00 	5.31 
ENSRNOG00000039337	5	85718813	83038126-85950776	dominant	trans	3.99 	8.17 
ENSRNOG00000028311	13	72422845	72284288-73191853	dominant	trans	3.99 	5.66 
ENSRNOG00000008707	1	207528904	131804738-207528904	dominant	trans	3.99 	5.33 
ENSRNOG00000042979	1	195976268	119080653-196425409	dominant	trans	3.99 	5.37 
ENSRNOG00000014004	14	24218593	24218593-24218593	overdominant	trans	3.98 	5.29 
ENSRNOG00000031498	4	109120641	107776073-110082441	dominant	trans	3.98 	6.37 
ENSRNOG00000008234	8	115827433	115827433-115932042	dominant	trans	3.98 	7.12 
ENSRNOG00000025375	1	158061094	153595972-158779624	partial-dominant	cis	3.98 	21.04 
ENSRNOG00000019395	13	86855896	65580037-87171326	dominant	trans	3.98 	6.44 
ENSRNOG00000001912	17	73564283	73518898-73753576	dominant	trans	3.98 	5.43 
ENSRNOG00000037062	1	122798611	119935206-124673177	overdominant	trans	3.98 	5.61 
ENSRNOG00000020683	9	8068563	8068563-87843003	overdominant	trans	3.97 	5.53 
ENSRNOG00000035945	17	69920588	69920588-71936962	dominant	trans	3.97 	6.55 
ENSRNOG00000037981	7	54029583	53411825-72681182	dominant	trans	3.97 	5.74 
ENSRNOG00000044332	4	109152371	107776073-110082441	dominant	trans	3.96 	6.46 
ENSRNOG00000024413	6	21691985	21502283-21863958	dominant	trans	3.96 	5.65 
ENSRNOG00000026987	14	3254434	3163830-3254434	dominant	trans	3.96 	7.99 
ENSRNOG00000018831	6	46223171	46151080-55179328	dominant	trans	3.96 	5.38 
ENSRNOG00000020130	9	8068563	8068563-8068563	dominant	trans	3.96 	6.45 
ENSRNOG00000033156	9	102339673	101481984-103231793	dominant	trans	3.96 	5.55 
ENSRNOG00000022957	9	72464386	72069768-72468334	dominant	trans	3.95 	6.84 
ENSRNOG00000019319	9	8068563	8068563-8068563	overdominant	trans	3.95 	5.33 
ENSRNOG00000013492	1	123933238	118313485-125508479	dominant	trans	3.95 	6.11 
ENSRNOG00000037327	6	34680304	34680304-34680304	dominant	trans	3.95 	5.28 
ENSRNOG00000039521	10	72437857	72437857-72803745	dominant	trans	3.94 	5.52 
ENSRNOG00000000954	8	100682789	100619501-100682789	overdominant	trans	3.94 	5.55 
ENSRNOG00000035940	15	22259544	22196999-22803893	dominant	trans	3.94 	5.96 
ENSRNOG00000033892	1	124961766	123839473-125381782	dominant	trans	3.94 	6.03 
ENSRNOG00000030836	15	91908267	90695735-91946758	dominant	trans	3.94 	5.63 
ENSRNOG00000028594	1	123510855	123252489-125067180	dominant	trans	3.94 	5.61 
ENSRNOG00000018187	15	14489914	12042444-15310342	dominant	trans	3.94 	5.59 
ENSRNOG00000045450	8	107692844	107692844-109779249	dominant	trans	3.94 	6.35 
ENSRNOG00000045135	2	249363929	245627961-250400927	dominant	trans	3.94 	6.06 
ENSRNOG00000006227	14	103634756	103145319-103776488	dominant	trans	3.93 	5.51 
ENSRNOG00000019849	14	79509363	79353047-79522892	dominant	trans	3.93 	6.92 
ENSRNOG00000044472	9	6792053	6066386-6793458	dominant	trans	3.93 	7.08 
ENSRNOG00000042838	3	150771707	150207961-150915046	dominant	trans	3.93 	5.70 
ENSRNOG00000040195	4	34014725	33839913-34039314	dominant	trans	3.93 	5.71 
ENSRNOG00000019278	17	73564283	73554508-73753576	dominant	trans	3.93 	5.67 
ENSRNOG00000044914	1	118321934	117767515-123510855	dominant	trans	3.92 	5.72 
ENSRNOG00000033132	7	105411838	105411838-105935627	dominant	trans	3.92 	6.62 
ENSRNOG00000016595	10	100468504	100324179-100659462	dominant	trans	3.92 	5.90 
ENSRNOG00000042162	19	41210144	40956561-41439839	dominant	trans	3.92 	5.76 
ENSRNOG00000008017	15	23811027	23656980-23842953	overdominant	trans	3.92 	5.83 
ENSRNOG00000037978	14	15051116	14694878-17920302	dominant	trans	3.92 	6.27 
ENSRNOG00000000844	19	52341823	52183227-56246513	dominant	trans	3.92 	5.38 
ENSRNOG00000029912	2	196377708	196365610-196536147	dominant	trans	3.91 	6.30 
ENSRNOG00000016472	3	61239270	61239270-70283717	overdominant	trans	3.91 	5.81 
ENSRNOG00000004678	15	34558666	34558666-34558666	dominant	trans	3.91 	6.10 
ENSRNOG00000044011	9	94042197	94042197-94787609	dominant	trans	3.90 	5.99 
ENSRNOG00000014810	17	81593926	81592023-81819313	dominant	trans	3.90 	5.85 
ENSRNOG00000035521	6	21691985	21502283-21863958	dominant	trans	3.90 	5.36 
ENSRNOG00000002114	17	86734184	86396123-86842732	dominant	trans	3.90 	6.83 
ENSRNOG00000045052	4	34014725	33839913-34039314	dominant	trans	3.90 	5.61 
ENSRNOG00000042177	6	21691985	21502283-21863958	dominant	trans	3.90 	5.42 
ENSRNOG00000014775	7	105421290	103739314-105993269	dominant	trans	3.90 	6.08 
ENSRNOG00000026013	3	12239510	11669554-12384854	dominant	trans	3.90 	8.11 
ENSRNOG00000025597	7	21692945	1370917-21972187	dominant	trans	3.90 	6.84 
ENSRNOG00000016037	15	14481091	14458845-41139086	dominant	trans	3.89 	6.20 
ENSRNOG00000036016	3	139400740	138548087-139400740	dominant	trans	3.89 	6.03 
ENSRNOG00000028740	14	79353047	79047743-79522892	dominant	trans	3.89 	5.33 
ENSRNOG00000019846	6	21691985	21502283-21863958	dominant	trans	3.88 	5.69 
