trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
gnl.UG.Ssc.S18557126	8	108900479	108900479-109273139	overdominant	NA	5.19 	4.55 
gnl.UG.Ssc.S16763868	9	85031425	61808854-104996366	overdominant	NA	5.19 	4.77 
gnl.UG.Ssc.S46878431	9	140073822	52759182-141945996	overdominant	NA	5.19 	5.07 
gnl.UG.Ssc.S46879240	3	126757781	5612769-126757781	overdominant	NA	5.19 	4.50 
gnl.UG.Ssc.S39778806	12	62262840	62262840-62262840	overdominant	NA	5.19 	4.52 
gnl.UG.Ssc.S40454936	15	139070668	139070668-139070668	overdominant	NA	5.19 	4.51 
OVR01_0034_E04	10	27600557	25275092-31703568	overdominant	trans	5.19 	4.63 
gnl.UG.Ssc.S31101978	16	82055821	24578987-82071346	overdominant	NA	5.18 	4.57 
gnl.UG.Ssc.S35171742	18	31440216	25027827-40302137	overdominant	trans	5.18 	4.60 
gnl.UG.Ssc.S35167560	3	68009516	22772065-117360320	overdominant	NA	5.18 	4.54 
gnl.UG.Ssc.S40480990	7	18545282	2676514-88861457	overdominant	NA	5.18 	4.92 
gnl.UG.Ssc.S39889735	1	96637402	58990256-124966328	overdominant	NA	5.18 	4.71 
gnl.UG.Ssc.S46875740	7	124092439	120856560-125371445	overdominant	trans	5.18 	4.55 
gnl.UG.Ssc.S46878830	8	7964676	7964676-68524361	overdominant	trans	5.18 	4.77 
gnl.UG.Ssc.S35171970	17	28233715	19945293-30167483	overdominant	trans	5.18 	4.56 
gnl.UG.Ssc.S35167101	13	141441304	133415925-151109312	overdominant	trans	5.18 	5.23 
ADR01_0040_H11	1	241983957	142041071-241983957	overdominant	NA	5.18 	4.84 
gnl.UG.Ssc.S40191701	16	59516670	38367050-77611594	overdominant	NA	5.18 	4.58 
gnl.UG.Ssc.S40554722	15	139219567	126285452-139327170	overdominant	NA	5.18 	4.72 
MLN01_0002_C04	15	134397712	120863039-135683895	overdominant	trans	5.18 	5.01 
gnl.UG.Ssc.S19545503	4	7002305	3717705-7002305	overdominant	NA	5.18 	4.82 
gnl.UG.Ssc.S35165546	15	7579316	7579316-7579316	overdominant	NA	5.18 	5.02 
gnl.UG.Ssc.S19546685	6	75507418	71956930-90892898	overdominant	trans	5.18 	4.72 
gnl.UG.Ssc.S40489278	10	52510817	52510817-67999351	overdominant	trans	5.18 	4.77 
gnl.UG.Ssc.S6082736	14	97494784	93841646-108070980	overdominant	NA	5.18 	4.54 
gnl.UG.Ssc.S29978083	7	21663626	11485232-129886459	overdominant	NA	5.18 	4.49 
DCI01_0087_D05	15	44059586	41163298-152330949	overdominant	NA	5.18 	4.62 
gnl.UG.Ssc.S40003717	16	6289550	5548539-84160126	overdominant	trans	5.17 	4.60 
gnl.UG.Ssc.S23758211	3	33601467	33601467-71559398	overdominant	NA	5.17 	4.52 
gnl.UG.Ssc.S35168751	18	13716443	13716443-16113241	overdominant	NA	5.17 	5.00 
gnl.UG.Ssc.S6074641	3	125339052	125339052-143761643	overdominant	trans	5.17 	4.60 
OVRM1_0008_B10	6	112881188	109405659-131254700	overdominant	trans	5.17 	4.56 
UTR01_0020_E11	6	126830807	108646700-131529950	overdominant	trans	5.17 	4.64 
gnl.UG.Ssc.S18386342	2	141613980	141613980-141775934	overdominant	NA	5.17 	5.22 
gnl.UG.Ssc.S23697311	13	210504370	210504370-211361839	overdominant	trans	5.17 	4.50 
gnl.UG.Ssc.S18554224	3	58831932	14310091-58831932	overdominant	NA	5.17 	4.52 
gnl.UG.Ssc.S26394010	15	31857544	26115941-146260903	overdominant	trans	5.17 	4.97 
SMG01_0018_E01	8	58493225	36769229-106443466	overdominant	NA	5.17 	4.85 
OVRM1_0054_D01	13	145611904	14983604-198378920	overdominant	cis	5.17 	4.80 
gnl.UG.Ssc.S18387783	6	53001243	24392223-60202111	overdominant	NA	5.17 	4.86 
gnl.UG.Ssc.S35171594	4	37092369	20331468-76977866	overdominant	NA	5.17 	4.69 
gnl.UG.Ssc.S23766173	16	79983611	76899833-79983611	overdominant	trans	5.17 	4.67 
gnl.UG.Ssc.S35165643	6	16261677	16261677-16261677	overdominant	NA	5.17 	4.57 
gnl.UG.Ssc.S17509930	12	3816471	3816471-5078288	overdominant	NA	5.17 	4.76 
gnl.UG.Ssc.S32392684	11	37797352	37797352-37797352	partial-dominant	trans	5.17 	24.89 
gnl.UG.Ssc.S26722141	1	308184301	39517990-308184301	overdominant	NA	5.17 	4.70 
gnl.UG.Ssc.S19547504	6	29902588	4834220-91261800	overdominant	trans	5.17 	4.67 
gnl.UG.Ssc.S35166526	4	35008828	20597887-122078780	overdominant	trans	5.17 	4.53 
gnl.UG.Ssc.S6665093	15	11326843	11326843-151489809	overdominant	NA	5.16 	4.50 
gnl.UG.Ssc.S31103005	7	39310256	34273092-134405082	overdominant	NA	5.16 	5.09 
gnl.UG.Ssc.S19548049	1	300668141	300668141-305942420	overdominant	trans	5.16 	5.07 
BKFL1_0087_F11	4	122038235	100247155-122038235	overdominant	NA	5.16 	4.48 
OVR01_0084_C05	18	38804307	14876573-42703773	overdominant	trans	5.16 	4.58 
THY01_0049_C11	7	27128290	21031127-27128290	partial-dominant	trans	5.16 	32.70 
gnl.UG.Ssc.S26734679	4	43135362	34248193-67776719	overdominant	trans	5.16 	4.54 
gnl.UG.Ssc.S17510207	7	50807182	9579951-125418977	overdominant	trans	5.16 	4.55 
gnl.UG.Ssc.S20943994	10	55063135	48551879-57044576	overdominant	NA	5.16 	5.10 
gnl.UG.Ssc.S31125949	7	40730224	31412707-40730224	overdominant	NA	5.16 	4.53 
gnl.UG.Ssc.S35171814	14	96506457	1300935-117255863	overdominant	NA	5.16 	4.50 
gnl.UG.Ssc.S18553137	11	23175675	23175675-23175675	overdominant	NA	5.16 	5.02 
gnl.UG.Ssc.S39801458	9	10686911	10686911-88463351	overdominant	NA	5.16 	4.52 
THY01_0118_A02	4	113128069	77647600-114410148	overdominant	trans	5.16 	4.68 
gnl.UG.Ssc.S6064427	8	141594565	139770558-145914891	overdominant	NA	5.16 	4.62 
gnl.UG.Ssc.S18549725	6	120558364	35605675-120558364	overdominant	NA	5.16 	4.95 
gnl.UG.Ssc.S35168134	4	14742474	14742474-87042710	overdominant	trans	5.16 	4.48 
gnl.UG.Ssc.S29981769	6	60375369	9277653-122821857	overdominant	NA	5.16 	4.47 
gnl.UG.Ssc.S19546660	5	63276431	63276431-64797920	overdominant	trans	5.16 	5.62 
gnl.UG.Ssc.S35172868	14	31797751	22998419-35337304	overdominant	NA	5.15 	4.55 
gnl.UG.Ssc.S46879555	1	36145839	10010333-303351493	overdominant	trans	5.15 	4.59 
MLTL1_0057_A08	15	27190637	25200512-144316589	overdominant	trans	5.15 	4.53 
gnl.UG.Ssc.S40482312	12	3852901	3308664-6269592	overdominant	trans	5.15 	4.74 
gnl.UG.Ssc.S19785616	4	5985544	5985544-119755519	overdominant	trans	5.15 	4.65 
gnl.UG.Ssc.S6082987	17	38634626	36432789-40021954	overdominant	NA	5.15 	5.14 
gnl.UG.Ssc.S19537007	7	17426267	17426267-24540590	overdominant	NA	5.15 	5.28 
gnl.UG.Ssc.S23212810	6	90677979	11838092-129065130	overdominant	trans	5.15 	4.54 
gnl.UG.Ssc.S18557875	4	42514165	35583583-118336828	overdominant	trans	5.15 	4.87 
gnl.UG.Ssc.S18387947	1	186106230	92766049-238169421	overdominant	NA	5.15 	4.84 
gnl.UG.Ssc.S46876769	3	71733156	61739022-74111456	overdominant	trans	5.15 	5.60 
gnl.UG.Ssc.S26733695	12	48685158	44256440-48747718	overdominant	NA	5.15 	4.70 
ADR01_0040_H11	4	4838029	3864016-6053581	overdominant	NA	5.15 	4.63 
gnl.UG.Ssc.S6085726	4	143134967	92966661-143134967	overdominant	trans	5.15 	4.69 
gnl.UG.Ssc.S35165554	5	104232704	104019342-104300278	dominant	trans	5.15 	5.72 
gnl.UG.Ssc.S23699627	7	134275238	11038318-134683639	overdominant	NA	5.15 	4.49 
gnl.UG.Ssc.S34501106	10	34168331	29326082-43284940	overdominant	trans	5.15 	4.76 
gnl.UG.Ssc.S22277958	18	40302137	31440216-55225408	overdominant	trans	5.15 	4.57 
gnl.UG.Ssc.S20116302	16	11208304	7358991-83028092	overdominant	trans	5.15 	4.78 
gnl.UG.Ssc.S46879305	14	141217409	141217409-141217409	overdominant	trans	5.15 	5.35 
ITT01_0040_G01	6	7528631	5898391-19784103	overdominant	NA	5.14 	4.68 
DCI01_0101_C03	14	61559884	60731369-141845770	overdominant	trans	5.14 	4.48 
gnl.UG.Ssc.S17513877	8	32326986	31525187-32326986	partial-dominant	NA	5.14 	47.73 
gnl.UG.Ssc.S46880207	9	115435374	115435374-115435374	dominant	NA	5.14 	5.65 
TCH01_0100_E07	6	44351210	39187023-60817709	overdominant	trans	5.14 	4.64 
gnl.UG.Ssc.S15981096	8	48649970	15600021-48649970	dominant	NA	5.14 	4.65 
gnl.UG.Ssc.S35166884	11	31605299	23769494-31605299	overdominant	trans	5.14 	5.33 
OVRM1_0202_B07	5	1385843	1385843-1385843	additive	NA	5.14 	93.39 
gnl.UG.Ssc.S23762855	1	159151122	24304332-159151122	overdominant	trans	5.14 	4.92 
gnl.UG.Ssc.S31126737	3	141033116	140766546-141033116	overdominant	NA	5.14 	4.56 
gnl.UG.Ssc.S35173085	10	25830220	25830220-25842467	overdominant	NA	5.14 	4.70 
OVR01_0005_F05	14	3648078	2890846-5282270	overdominant	NA	5.14 	5.07 
gnl.UG.Ssc.S35167590	11	74157640	66764035-74273352	overdominant	NA	5.14 	4.77 
gnl.UG.Ssc.S39775249	4	64334764	18470551-71421305	overdominant	trans	5.14 	4.84 
THY01_0203_H07	1	175858119	168582245-176159526	overdominant	NA	5.14 	5.26 
gnl.UG.Ssc.S35168685	13	108535538	3702865-199395803	overdominant	trans	5.14 	4.76 
LVR01_0049_E10	11	15826708	4689240-15826708	overdominant	trans	5.13 	4.61 
gnl.UG.Ssc.S20116242	1	304211905	23858687-306878116	overdominant	trans	5.13 	4.82 
gnl.UG.Ssc.S35173781	1	186824841	62600096-238594619	dominant	NA	5.13 	4.78 
gnl.UG.Ssc.S20116692	3	51405283	10629822-78944101	overdominant	trans	5.13 	4.62 
gnl.UG.Ssc.S17511884	5	78696438	78696438-80382143	overdominant	NA	5.13 	4.92 
gnl.UG.Ssc.S40318995	12	60428948	21742885-61351572	overdominant	NA	5.13 	4.67 
PBL01_0091_F01	15	69276645	51043163-148396214	overdominant	NA	5.13 	4.53 
gnl.UG.Ssc.S17524702	15	157298969	4535-157298969	overdominant	NA	5.13 	4.52 
gnl.UG.Ssc.S46879916	2	15938129	15938129-142849729	overdominant	trans	5.12 	4.51 
gnl.UG.Ssc.S46879553	4	98708574	90173458-106018138	overdominant	trans	5.12 	4.49 
gnl.UG.Ssc.S35172439	11	17702382	11951934-20567616	overdominant	trans	5.12 	4.90 
gnl.UG.Ssc.S39967207	4	86264793	76502118-142920805	overdominant	trans	5.12 	5.00 
MLN01_0068_E12	8	5680077	4911606-140664386	overdominant	NA	5.12 	4.55 
gnl.UG.Ssc.S35167390	4	12371181	11178304-12371181	overdominant	NA	5.12 	4.97 
gnl.UG.Ssc.S26724815	15	146260903	144316589-150076992	overdominant	trans	5.12 	4.78 
LNG01_0077_A05	15	143819531	37578433-143819531	overdominant	trans	5.12 	4.69 
gnl.UG.Ssc.S35167671	1	139983685	71950726-307934149	overdominant	trans	5.12 	4.62 
gnl.UG.Ssc.S35173646	13	194748204	152214954-201339708	overdominant	NA	5.12 	4.68 
gnl.UG.Ssc.S23213404	8	118421256	2786997-125100388	overdominant	trans	5.12 	4.99 
gnl.UG.Ssc.S35169737	7	51082607	50260218-51082607	dominant	trans	5.12 	4.80 
gnl.UG.Ssc.S18552519	14	91261955	45220408-136723909	overdominant	NA	5.12 	4.77 
LNG01_0103_A11	4	122432745	13570127-122432745	overdominant	trans	5.12 	4.50 
gnl.UG.Ssc.S35170610	1	292457830	288316611-293116571	overdominant	trans	5.11 	4.67 
SPL01_0086_C06	17	47327688	25210458-47632193	overdominant	trans	5.11 	4.87 
gnl.UG.Ssc.S18556488	1	306533438	306533438-307474784	overdominant	trans	5.11 	4.53 
gnl.UG.Ssc.S35168330	10	19853519	16738811-21954770	overdominant	NA	5.11 	4.64 
gnl.UG.Ssc.S35169329	3	83826850	58430066-120816910	overdominant	trans	5.11 	4.58 
gnl.UG.Ssc.S35172182	11	73332386	73332386-73337024	overdominant	trans	5.11 	4.51 
gnl.UG.Ssc.S35172228	6	30873612	30201337-30873612	overdominant	NA	5.11 	5.02 
gnl.UG.Ssc.S35165697	7	9485821	9485821-52631322	overdominant	NA	5.11 	4.60 
gnl.UG.Ssc.S35165317	6	5384951	5384951-5384951	overdominant	trans	5.11 	4.68 
SKNB1_0014_F12	14	40215734	25758671-116827002	dominant	NA	5.11 	4.85 
gnl.UG.Ssc.S34497945	13	182443673	182443673-204417960	overdominant	NA	5.11 	4.50 
gnl.UG.Ssc.S18335644	3	58430066	17091063-117067138	overdominant	trans	5.11 	4.50 
gnl.UG.Ssc.S18385994	3	81597192	19376222-105418150	dominant	trans	5.11 	4.64 
gnl.UG.Ssc.S39996707	14	900865	570328-1667446	overdominant	NA	5.11 	4.52 
gnl.UG.Ssc.S35170524	15	33474712	17962169-40884832	overdominant	NA	5.10 	4.77 
gnl.UG.Ssc.S39763183	5	30284765	23002609-36357722	overdominant	NA	5.10 	4.84 
gnl.UG.Ssc.S18276554	15	59211629	57833190-135440043	overdominant	NA	5.10 	4.48 
gnl.UG.Ssc.S40475244	7	124595558	27841549-124595558	overdominant	trans	5.10 	4.63 
gnl.UG.Ssc.S35170534	9	29540228	29100716-29540228	dominant	trans	5.10 	4.94 
gnl.UG.Ssc.S35168078	2	12047540	12047540-135129083	overdominant	NA	5.10 	4.47 
gnl.UG.Ssc.S17525878	13	187235821	187024787-187235821	dominant	trans	5.10 	4.95 
gnl.UG.Ssc.S6090752	5	61046313	61046313-99128905	overdominant	trans	5.10 	4.70 
gnl.UG.Ssc.S50209568	17	65481931	63130829-66875905	overdominant	trans	5.10 	4.81 
gnl.UG.Ssc.S35166765	1	9872984	9872984-309068867	overdominant	NA	5.10 	4.57 
gnl.UG.Ssc.S26390822	9	66021546	32528217-146573416	overdominant	trans	5.10 	4.53 
gnl.UG.Ssc.S26651185	3	37919636	10239635-62521265	overdominant	trans	5.10 	5.06 
gnl.UG.Ssc.S18555372	4	3286257	3286257-3286257	overdominant	trans	5.10 	4.53 
gnl.UG.Ssc.S46877987	2	18717364	18717364-28220405	overdominant	trans	5.10 	4.63 
gnl.UG.Ssc.S35168099	8	127777989	34674750-127777989	overdominant	trans	5.09 	4.65 
PTG01_0080_G09	9	108348177	18765671-108348177	overdominant	trans	5.09 	4.70 
TCH01_0059_G05	14	69416057	65773854-70019958	overdominant	NA	5.09 	4.53 
gnl.UG.Ssc.S19537146	14	140492560	111798141-142643809	overdominant	trans	5.09 	4.50 
gnl.UG.Ssc.S26391743	11	82923271	6281560-82923271	overdominant	trans	5.09 	4.60 
gnl.UG.Ssc.S23693000	2	8244738	5561049-9241201	overdominant	NA	5.09 	5.12 
gnl.UG.Ssc.S27603008	1	289904452	33510956-307934149	overdominant	NA	5.09 	4.50 
gnl.UG.Ssc.S40304693	12	41939390	38358087-42519676	overdominant	NA	5.09 	4.61 
gnl.UG.Ssc.S35168456	7	44704830	33979935-44704830	overdominant	NA	5.09 	5.42 
SKNB1_0007_C08	3	100787895	23406143-104253716	overdominant	trans	5.09 	5.15 
gnl.UG.Ssc.S17505852	14	129117369	90236780-148270690	overdominant	NA	5.09 	4.55 
gnl.UG.Ssc.S29976380	18	51525484	51525484-51525484	overdominant	trans	5.08 	4.69 
gnl.UG.Ssc.S16770187	17	34852219	34852219-34852219	dominant	trans	5.08 	4.84 
gnl.UG.Ssc.S23764274	3	134600138	25029824-134600138	overdominant	trans	5.08 	4.54 
OVR01_0054_H02	10	65797054	184863-66574754	overdominant	trans	5.08 	4.53 
gnl.UG.Ssc.S35173985	15	4904294	2990508-84287331	overdominant	trans	5.08 	4.71 
ADR01_0014_D06	11	81175288	81175288-81175288	overdominant	NA	5.08 	4.63 
gnl.UG.Ssc.S35165354	6	91608952	27979377-109453592	overdominant	NA	5.08 	4.90 
gnl.UG.Ssc.S40406739	1	202327463	109409360-300686863	overdominant	NA	5.08 	4.51 
gnl.UG.Ssc.S35172454	9	136816450	124513811-136942422	overdominant	trans	5.08 	4.62 
gnl.UG.Ssc.S23213056	9	66383956	17585170-118478392	overdominant	trans	5.08 	4.72 
DCI01_0081_E04	7	58656615	52966145-134562880	overdominant	NA	5.08 	5.00 
gnl.UG.Ssc.S26734337	6	61116514	22116929-68530065	overdominant	NA	5.08 	4.73 
gnl.UG.Ssc.S35171380	17	8746763	4491131-11026407	overdominant	trans	5.07 	5.55 
gnl.UG.Ssc.S23213387	8	91991327	1716574-115989788	overdominant	trans	5.07 	4.86 
gnl.UG.Ssc.S23759718	15	53632632	53632632-144861391	overdominant	trans	5.07 	4.65 
MLTL1_0021_H08	13	192649574	191280771-199677052	overdominant	trans	5.07 	4.63 
gnl.UG.Ssc.S23760685	9	1343633	1343633-151072156	overdominant	trans	5.07 	4.54 
gnl.UG.Ssc.S46879155	17	40116785	36387032-56199954	overdominant	trans	5.07 	4.58 
gnl.UG.Ssc.S41350327	11	76483089	57065645-76483089	overdominant	trans	5.07 	4.83 
gnl.UG.Ssc.S46876322	1	281901852	32601824-284973302	overdominant	trans	5.07 	4.83 
gnl.UG.Ssc.S40483985	1	157470492	51457476-288694086	overdominant	NA	5.07 	4.68 
gnl.UG.Ssc.S18546943	5	72528496	72528496-72528496	overdominant	NA	5.07 	5.54 
gnl.UG.Ssc.S46881150	9	43464643	32451180-148943425	overdominant	trans	5.07 	4.77 
gnl.UG.Ssc.S6045002	9	127168595	112828754-129705522	overdominant	trans	5.07 	4.57 
gnl.UG.Ssc.S46878419	2	1021191	1021191-156869207	overdominant	trans	5.07 	4.62 
gnl.UG.Ssc.S23763856	3	14255837	4519632-14255837	overdominant	NA	5.06 	4.67 
ADR01_0024_F01	14	63498807	26951421-150046384	overdominant	NA	5.06 	4.55 
gnl.UG.Ssc.S26728338	18	51012467	50984974-51012467	overdominant	trans	5.06 	4.57 
gnl.UG.Ssc.S26712963	8	64558356	19468582-74491273	overdominant	NA	5.06 	4.70 
gnl.UG.Ssc.S18381115	12	3594090	1656436-3594090	overdominant	trans	5.06 	4.64 
gnl.UG.Ssc.S31133977	5	15052496	11573669-95413821	overdominant	trans	5.06 	5.09 
gnl.UG.Ssc.S35169902	14	144236610	5309075-144236610	overdominant	NA	5.06 	4.71 
gnl.UG.Ssc.S21630465	1	285617930	285617930-285617930	overdominant	NA	5.06 	5.33 
UTR01_0066_D12	11	66764035	11951934-70200215	overdominant	trans	5.06 	4.63 
gnl.UG.Ssc.S23213027	5	111137068	1385843-111137068	overdominant	trans	5.06 	4.84 
gnl.UG.Ssc.S35165638	7	6058750	1705011-100195980	dominant	trans	5.06 	5.15 
gnl.UG.Ssc.S46876158	1	45831843	41137756-87325170	overdominant	trans	5.06 	5.19 
gnl.UG.Ssc.S31126642	18	23493449	16239563-40302137	overdominant	NA	5.06 	4.62 
gnl.UG.Ssc.S46876853	8	29095960	26907428-32068806	overdominant	NA	5.06 	5.29 
gnl.UG.Ssc.S18379712	18	48114245	46983072-48114245	overdominant	NA	5.06 	5.23 
gnl.UG.Ssc.S35171248	14	46409010	37344119-60291322	overdominant	NA	5.06 	4.64 
gnl.UG.Ssc.S35173270	12	8987734	6794157-42364136	overdominant	NA	5.06 	4.90 
gnl.UG.Ssc.S35169717	6	8340755	7691238-61748636	overdominant	NA	5.05 	4.85 
gnl.UG.Ssc.S40558599	4	71218178	71218178-104825883	overdominant	NA	5.05 	4.72 
TCH01_0049_G06	1	9497045	3035532-232040879	overdominant	trans	5.05 	4.82 
gnl.UG.Ssc.S6041928	1	19331887	17637973-305754330	overdominant	trans	5.05 	4.71 
gnl.UG.Ssc.S35173403	4	40169245	35407672-40169245	overdominant	NA	5.05 	5.39 
gnl.UG.Ssc.S46880414	2	17899258	17899258-157492614	overdominant	trans	5.05 	4.60 
gnl.UG.Ssc.S18555535	7	105161320	104914125-105161320	overdominant	trans	5.05 	4.84 
gnl.UG.Ssc.S35165565	4	44217721	44217721-101720321	overdominant	trans	5.05 	4.59 
gnl.UG.Ssc.S6033907	12	7402572	1779278-61530557	overdominant	trans	5.05 	4.57 
gnl.UG.Ssc.S35164179	11	74157640	6927024-76483089	overdominant	NA	5.05 	4.83 
gnl.UG.Ssc.S35164753	10	20559714	20559714-51433144	overdominant	trans	5.05 	4.69 
gnl.UG.Ssc.S23690967	2	1250516	963130-1250516	dominant	NA	5.05 	5.54 
gnl.UG.Ssc.S23764605	4	136573443	107006268-136573443	dominant	NA	5.05 	4.75 
gnl.UG.Ssc.S35172330	13	19088346	17568893-36215387	overdominant	trans	5.05 	5.23 
gnl.UG.Ssc.S35174140	3	31529239	29498320-134600138	overdominant	NA	5.05 	4.48 
gnl.UG.Ssc.S35174125	9	99696758	99696758-99696758	partial-dominant	trans	5.04 	38.26 
gnl.UG.Ssc.S40231089	6	119716527	119109370-138921625	overdominant	NA	5.04 	5.47 
gnl.UG.Ssc.S26726607	5	14475144	13481761-14475144	overdominant	NA	5.04 	4.56 
gnl.UG.Ssc.S19546379	13	156983040	136602514-215807554	overdominant	trans	5.04 	4.70 
gnl.UG.Ssc.S46880582	4	116167774	19867659-117005641	overdominant	trans	5.04 	4.54 
gnl.UG.Ssc.S20945373	11	8012239	6526695-9520284	overdominant	trans	5.04 	4.95 
gnl.UG.Ssc.S35173188	8	140460312	124179373-140460312	overdominant	trans	5.04 	4.77 
gnl.UG.Ssc.S18547573	15	154128951	82449386-154128951	overdominant	NA	5.04 	4.83 
gnl.UG.Ssc.S35164347	1	167623621	138355563-243602179	overdominant	NA	5.04 	4.52 
gnl.UG.Ssc.S43509703	5	105954521	105954521-105954521	overdominant	trans	5.04 	5.96 
AMP01_0085_H03	10	61210473	61210473-69510080	overdominant	trans	5.04 	4.77 
gnl.UG.Ssc.S18355440	16	20946205	18536184-21461230	overdominant	NA	5.04 	4.61 
gnl.UG.Ssc.S40152816	11	21598394	8446198-86197270	overdominant	trans	5.04 	4.61 
gnl.UG.Ssc.S34524449	6	154238980	16676224-156197571	dominant	NA	5.04 	4.97 
THY01_0093_C05	10	7431397	7431397-7431397	overdominant	trans	5.03 	4.77 
gnl.UG.Ssc.S23213546	3	78161302	78161302-78161302	partial-dominant	cis	5.03 	57.24 
gnl.UG.Ssc.S22280339	9	105545798	80613390-105545798	overdominant	trans	5.03 	4.53 
gnl.UG.Ssc.S23760081	13	207413127	26853116-207413127	overdominant	NA	5.03 	4.56 
gnl.UG.Ssc.S35166507	13	142572873	142572873-194718518	overdominant	trans	5.03 	4.61 
gnl.UG.Ssc.S35169216	14	15020070	5271153-142686795	dominant	trans	5.03 	4.71 
gnl.UG.Ssc.S35164099	3	3731556	2907655-125979839	overdominant	NA	5.03 	4.50 
gnl.UG.Ssc.S19226930	5	52742198	52742198-83022682	overdominant	trans	5.03 	4.72 
OVRM1_0198_B01	8	105819786	83746076-107146070	overdominant	NA	5.03 	5.02 
gnl.UG.Ssc.S23770620	4	12297257	8242903-111494301	overdominant	trans	5.03 	4.82 
gnl.UG.Ssc.S18381465	8	139688641	104209254-139728175	overdominant	NA	5.03 	4.53 
gnl.UG.Ssc.S40106980	2	18905883	18905883-19099121	overdominant	NA	5.03 	4.53 
gnl.UG.Ssc.S23691172	6	124059477	9271639-155463113	overdominant	NA	5.03 	4.59 
gnl.UG.Ssc.S17517865	11	84319272	81997858-86425847	overdominant	trans	5.02 	4.52 
gnl.UG.Ssc.S26731553	9	152109779	151986166-152109779	dominant	NA	5.02 	5.12 
gnl.UG.Ssc.S35166955	10	51098674	2231975-51098674	overdominant	NA	5.02 	4.59 
gnl.UG.Ssc.S46876899	13	37804720	31134531-37804720	overdominant	trans	5.02 	4.65 
gnl.UG.Ssc.S35165341	4	85227529	3923327-143392054	overdominant	trans	5.02 	4.50 
gnl.UG.Ssc.S35171357	16	62193743	62193743-65908026	overdominant	NA	5.02 	4.73 
gnl.UG.Ssc.S40591094	7	30135562	5677993-30135562	overdominant	trans	5.02 	4.53 
gnl.UG.Ssc.S37453103	14	4388283	1217329-6905056	overdominant	trans	5.02 	4.64 
gnl.UG.Ssc.S19540573	7	105980155	93149457-113501516	overdominant	NA	5.02 	4.70 
gnl.UG.Ssc.S26645511	16	63725230	35699133-74341578	overdominant	trans	5.02 	4.50 
gnl.UG.Ssc.S26716358	7	49709911	45911698-134683639	overdominant	trans	5.02 	5.92 
gnl.UG.Ssc.S26732792	1	182510314	63718272-242275302	overdominant	NA	5.02 	4.89 
gnl.UG.Ssc.S18387539	6	73672635	10860772-107938197	overdominant	trans	5.01 	4.60 
gnl.UG.Ssc.S35169237	13	25471603	22413704-46063345	overdominant	trans	5.01 	5.24 
gnl.UG.Ssc.S46879876	11	84726075	19774301-85434151	overdominant	trans	5.01 	5.14 
gnl.UG.Ssc.S46880886	2	151617071	144239634-156980351	overdominant	trans	5.01 	4.71 
gnl.UG.Ssc.S6064427	5	71944356	71944356-99027252	overdominant	NA	5.01 	4.61 
gnl.UG.Ssc.S35167936	10	14993971	3669562-19802682	overdominant	NA	5.01 	4.53 
gnl.UG.Ssc.S35164574	13	203443848	203389751-203443848	overdominant	trans	5.01 	4.61 
gnl.UG.Ssc.S35322504	6	145890072	9198558-157126627	overdominant	NA	5.01 	4.68 
gnl.UG.Ssc.S18377374	10	1897282	1897282-61472221	overdominant	trans	5.01 	4.83 
gnl.UG.Ssc.S26731132	7	24777963	24777963-120699086	overdominant	NA	5.01 	4.46 
gnl.UG.Ssc.S16764609	18	48114245	47781286-48114245	overdominant	NA	5.01 	4.90 
ADR01_0090_F11	15	16097944	15567745-114623276	overdominant	NA	5.01 	4.53 
gnl.UG.Ssc.S17515492	13	82122422	19493705-88686826	overdominant	NA	5.01 	4.59 
gnl.UG.Ssc.S20116417	7	101965379	101965379-101965379	overdominant	NA	5.01 	4.92 
gnl.UG.Ssc.S39768843	18	45702897	27380250-45702897	overdominant	NA	5.00 	4.51 
gnl.UG.Ssc.S26734715	16	79769765	8294989-79769765	overdominant	NA	5.00 	4.48 
gnl.UG.Ssc.S46876643	7	46878974	7022961-53923249	dominant	trans	5.00 	4.70 
SMG01_0099_D08	1	268577902	9007321-299677684	overdominant	trans	5.00 	4.52 
gnl.UG.Ssc.S46876215	14	141845770	124769713-141845770	dominant	NA	5.00 	4.66 
gnl.UG.Ssc.S19541038	2	28766931	13789869-31062461	overdominant	NA	5.00 	4.66 
THY01_0076_G09	5	41831002	17586439-41831002	overdominant	NA	5.00 	4.80 
gnl.UG.Ssc.S43509679	3	70348710	17859317-72344362	overdominant	trans	5.00 	4.92 
gnl.UG.Ssc.S26719606	16	25606710	25606710-25606710	overdominant	trans	5.00 	5.78 
gnl.UG.Ssc.S40498202	15	144881963	48652436-151489809	overdominant	trans	5.00 	5.74 
MLN01_0049_F07	7	65984458	1199124-125596354	overdominant	NA	5.00 	4.60 
gnl.UG.Ssc.S40558599	6	34960452	24620555-41520004	overdominant	NA	5.00 	4.56 
gnl.UG.Ssc.S46876326	6	37289180	37289180-72139678	overdominant	trans	5.00 	4.96 
gnl.UG.Ssc.S35170327	9	21298154	19290573-21298154	overdominant	trans	5.00 	6.07 
gnl.UG.Ssc.S34533129	18	9350316	7694624-12217495	overdominant	NA	5.00 	5.27 
gnl.UG.Ssc.S40476889	14	84774622	65141940-97192599	overdominant	NA	5.00 	5.59 
