trait	chr	pos	CI_logP	eQTL_Type	cis_trans	logP_AD_A	logP_AD
gnl.UG.Ssc.S24318161	8	10669455	10519643-76624804	overdominant	trans	5.01 	4.57 
gnl.UG.Ssc.S18381900	1	2647399	2647399-304963553	overdominant	trans	5.01 	4.50 
gnl.UG.Ssc.S42501043	13	13170935	11905498-174630020	overdominant	trans	5.01 	4.57 
OVRM1_0077_E07	13	59740715	59740715-83310705	overdominant	NA	5.01 	5.17 
gnl.UG.Ssc.S35165568	5	83466691	73096203-87277879	overdominant	trans	5.01 	5.18 
gnl.UG.Ssc.S23696616	10	44827611	38405397-56136413	overdominant	NA	5.00 	4.70 
gnl.UG.Ssc.S46880618	13	15785723	15785723-66460974	overdominant	trans	5.00 	4.85 
gnl.UG.Ssc.S35167150	16	45313348	43534471-45313348	overdominant	trans	5.00 	4.81 
gnl.UG.Ssc.S17510471	4	120752641	120752641-120752641	partial-dominant	cis	5.00 	47.48 
LVR01_0059_H02	3	11882787	11882787-12226151	overdominant	trans	5.00 	5.21 
gnl.UG.Ssc.S23213291	3	108469178	102155060-109719833	overdominant	trans	4.99 	4.76 
gnl.UG.Ssc.S34531381	7	80747016	80747016-80747016	partial-dominant	NA	4.99 	19.85 
gnl.UG.Ssc.S38482418	1	300929374	2532393-300929374	overdominant	trans	4.99 	4.52 
OVR01_0036_E12	11	14421093	13554303-82904561	overdominant	NA	4.99 	4.82 
gnl.UG.Ssc.S18381418	10	64630123	64630123-64630123	dominant	trans	4.99 	4.54 
gnl.UG.Ssc.S46916719	13	210026312	208111846-210652085	overdominant	trans	4.99 	4.81 
gnl.UG.Ssc.S26393989	6	73300168	73300168-73935739	overdominant	NA	4.99 	5.26 
gnl.UG.Ssc.S35169297	2	85129145	9139348-117067963	overdominant	NA	4.98 	4.97 
gnl.UG.Ssc.S34524177	3	24496153	15925307-25531453	overdominant	NA	4.98 	4.68 
gnl.UG.Ssc.S35172490	2	154901024	154901024-158065999	overdominant	NA	4.98 	4.72 
gnl.UG.Ssc.S23693178	2	157613113	141030437-157888980	overdominant	trans	4.98 	4.88 
gnl.UG.Ssc.S26717093	8	20388656	18514530-20388656	overdominant	NA	4.98 	4.85 
gnl.UG.Ssc.S35171672	10	62423229	62423229-70551436	overdominant	trans	4.98 	4.78 
DCI01_0073_A09	13	155402258	155402258-198309413	overdominant	trans	4.98 	4.65 
gnl.UG.Ssc.S6090233	9	29918380	29918380-30614423	overdominant	NA	4.98 	4.58 
AMP01_0076_G12	6	72452853	72452853-72452853	overdominant	NA	4.98 	5.03 
DCI01_0046_D05	4	55960525	55960525-55960525	overdominant	trans	4.98 	5.64 
gnl.UG.Ssc.S40093579	18	23493449	23493449-26420337	overdominant	NA	4.98 	4.49 
gnl.UG.Ssc.S31118594	1	305238914	42656427-305238914	overdominant	NA	4.98 	4.55 
gnl.UG.Ssc.S35171841	11	23175675	6210518-23175675	overdominant	NA	4.98 	4.81 
gnl.UG.Ssc.S19545856	6	70499806	70499806-72057699	overdominant	NA	4.98 	5.42 
gnl.UG.Ssc.S23759053	18	48297064	48297064-48299782	overdominant	trans	4.97 	5.16 
gnl.UG.Ssc.S23765150	11	67548214	66909468-67548214	overdominant	NA	4.97 	4.67 
gnl.UG.Ssc.S18549571	13	3477201	3477201-3477201	dominant	NA	4.97 	5.27 
gnl.UG.Ssc.S19546263	13	212011618	88939-212011618	overdominant	trans	4.97 	4.56 
PBL01_0100_E01	4	16335905	11244171-40169245	overdominant	trans	4.97 	4.64 
gnl.UG.Ssc.S35170611	10	63522352	63522352-65761962	overdominant	trans	4.97 	4.50 
gnl.UG.Ssc.S50206518	10	67899772	62865154-67899772	overdominant	trans	4.97 	5.63 
gnl.UG.Ssc.S39967171	9	92884178	80149730-107057752	overdominant	trans	4.97 	5.03 
gnl.UG.Ssc.S23212498	10	2037802	2037802-24331292	overdominant	trans	4.97 	4.72 
gnl.UG.Ssc.S18546817	12	55012314	49891882-55012314	overdominant	trans	4.96 	4.60 
ADR01_0034_D01	3	3804843	1985947-4806258	overdominant	NA	4.96 	4.87 
gnl.UG.Ssc.S35171037	7	31412707	23206164-98604384	overdominant	trans	4.96 	5.33 
gnl.UG.Ssc.S40146828	9	3739147	2815486-3739147	dominant	NA	4.96 	29.12 
gnl.UG.Ssc.S32877391	13	14983604	14983604-216093269	overdominant	trans	4.96 	4.57 
gnl.UG.Ssc.S17511420	16	49083460	43534471-64699567	overdominant	NA	4.96 	4.63 
gnl.UG.Ssc.S26716643	6	125398436	93137955-133885460	overdominant	NA	4.96 	5.47 
LVRM1_0105_G11	6	60723653	44136493-70684749	overdominant	NA	4.96 	4.79 
gnl.UG.Ssc.S35174099	1	9291066	8726913-9291066	overdominant	NA	4.96 	4.89 
gnl.UG.Ssc.S46878463	10	20761126	12907670-26170245	overdominant	trans	4.95 	4.71 
gnl.UG.Ssc.S23763688	15	87158983	54750365-136703690	overdominant	trans	4.95 	4.69 
gnl.UG.Ssc.S35172885	1	3008501	3008501-309125803	overdominant	NA	4.95 	4.56 
gnl.UG.Ssc.S46876424	7	111972610	111972610-126934566	overdominant	trans	4.95 	4.96 
gnl.UG.Ssc.S29982928	9	144617825	18519025-144617825	overdominant	NA	4.95 	4.49 
gnl.UG.Ssc.S18359623	16	82591060	82591060-82591060	overdominant	trans	4.95 	4.56 
gnl.UG.Ssc.S46879564	5	13000041	12556599-30398470	overdominant	trans	4.95 	4.75 
gnl.UG.Ssc.S18379244	8	140966269	138331945-143633633	overdominant	NA	4.95 	4.55 
gnl.UG.Ssc.S18547542	7	125596354	9444813-125596354	dominant	trans	4.95 	4.53 
gnl.UG.Ssc.S35164290	13	205804998	204285777-207461182	overdominant	trans	4.95 	6.61 
OVRM1_0130_H09	7	22626219	992405-24848207	overdominant	trans	4.94 	4.58 
gnl.UG.Ssc.S35173667	8	29396595	24319267-113305503	overdominant	trans	4.94 	4.56 
gnl.UG.Ssc.S35166492	4	120344002	43135362-120344002	overdominant	trans	4.94 	4.68 
gnl.UG.Ssc.S29974909	15	104399314	62087615-139711160	overdominant	NA	4.94 	4.57 
gnl.UG.Ssc.S23213279	4	134576114	9309658-136303222	dominant	trans	4.94 	4.91 
gnl.UG.Ssc.S35170060	12	27837406	27837406-27837406	dominant	trans	4.94 	4.67 
gnl.UG.Ssc.S40210043	8	18382265	18382265-18689159	overdominant	NA	4.94 	4.57 
gnl.UG.Ssc.S29987721	3	28916185	28894017-29125205	partial-dominant	trans	4.94 	39.73 
gnl.UG.Ssc.S6077867	6	103615504	13679250-103720505	overdominant	NA	4.94 	4.61 
gnl.UG.Ssc.S40206359	11	80795537	60224450-82445870	overdominant	NA	4.94 	4.55 
gnl.UG.Ssc.S35169631	12	34296804	23050200-34296804	overdominant	trans	4.94 	4.59 
gnl.UG.Ssc.S50197416	8	139248288	139248288-139469250	overdominant	NA	4.94 	4.69 
gnl.UG.Ssc.S40578409	8	68852606	33209162-93915617	overdominant	NA	4.94 	6.09 
gnl.UG.Ssc.S39954331	11	66764035	66764035-66764035	overdominant	NA	4.94 	4.61 
gnl.UG.Ssc.S23697886	2	22996263	20051590-22996263	overdominant	trans	4.94 	4.61 
gnl.UG.Ssc.S6039261	13	176203572	173078781-190512401	overdominant	trans	4.94 	4.68 
gnl.UG.Ssc.S39835794	18	14281312	11121298-14281312	overdominant	NA	4.94 	4.62 
gnl.UG.Ssc.S18295863	1	301699159	249903820-315187351	overdominant	trans	4.94 	4.71 
gnl.UG.Ssc.S40146297	7	118320911	92252007-118320911	overdominant	NA	4.93 	5.52 
gnl.UG.Ssc.S35167694	10	64907590	13154093-69820079	overdominant	trans	4.93 	4.48 
gnl.UG.Ssc.S18359780	7	12871039	12710295-119018157	overdominant	trans	4.93 	4.82 
gnl.UG.Ssc.S17513098	4	33345191	26379996-43471545	overdominant	trans	4.93 	4.84 
gnl.UG.Ssc.S18354245	15	143233521	143233521-143233521	overdominant	NA	4.93 	4.78 
gnl.UG.Ssc.S23698821	15	50917748	9546542-144330385	overdominant	NA	4.93 	4.50 
ITT01_0078_E08	15	124077708	124077708-131561732	overdominant	NA	4.93 	4.52 
gnl.UG.Ssc.S35169178	10	28598836	6576506-38220149	overdominant	trans	4.93 	4.76 
gnl.UG.Ssc.S35173704	5	30252056	27814032-58178196	dominant	trans	4.92 	5.02 
gnl.UG.Ssc.S35169504	15	53632632	17384464-152270826	overdominant	NA	4.92 	4.99 
gnl.UG.Ssc.S40083496	16	67321433	60737946-72209491	overdominant	NA	4.92 	4.73 
gnl.UG.Ssc.S35173977	14	11711730	435561-70279309	overdominant	trans	4.92 	4.49 
gnl.UG.Ssc.S26406052	4	42900658	25483376-42900658	overdominant	trans	4.92 	4.89 
gnl.UG.Ssc.S18354196	4	21660210	21180738-22811862	overdominant	NA	4.92 	4.47 
gnl.UG.Ssc.S35171970	6	144900841	142332173-148488021	overdominant	trans	4.92 	5.27 
gnl.UG.Ssc.S20116728	14	120986865	114848572-142411491	overdominant	trans	4.92 	5.02 
gnl.UG.Ssc.S20116728	4	63864176	63864176-137076092	overdominant	trans	4.92 	5.02 
gnl.UG.Ssc.S23757659	6	6150222	4472594-135815108	overdominant	NA	4.92 	5.06 
LVRM1_0143_H02	5	83011120	83011120-83011120	dominant	trans	4.92 	5.41 
gnl.UG.Ssc.S6076282	7	18267598	14380504-52587993	overdominant	trans	4.92 	4.76 
TCH01_0059_F12	11	28404924	24616066-52717591	dominant	trans	4.92 	4.53 
gnl.UG.Ssc.S43509700	14	18648176	13883511-20601368	overdominant	trans	4.92 	4.71 
gnl.UG.Ssc.S46880725	16	73869593	906750-86875355	overdominant	trans	4.92 	4.60 
gnl.UG.Ssc.S23697463	4	123838086	4785431-123838086	overdominant	trans	4.91 	4.57 
gnl.UG.Ssc.S34516522	6	107636219	30633609-120574619	overdominant	trans	4.91 	4.89 
gnl.UG.Ssc.S18270065	8	138999549	138999549-139248288	overdominant	trans	4.91 	5.52 
gnl.UG.Ssc.S40475010	13	14552256	4324490-15205417	overdominant	NA	4.91 	4.60 
gnl.UG.Ssc.S40110683	14	9258116	9258116-9258116	overdominant	trans	4.91 	6.04 
gnl.UG.Ssc.S40527869	7	23022559	20608125-96278737	overdominant	trans	4.91 	4.64 
LVRM1_0206_C08	5	35335734	35335734-108606349	overdominant	trans	4.91 	4.73 
gnl.UG.Ssc.S40082795	1	98564209	98564209-115707215	overdominant	NA	4.91 	4.48 
gnl.UG.Ssc.S18360014	7	6752216	4668767-6752216	overdominant	trans	4.91 	5.18 
gnl.UG.Ssc.S40228607	5	49610372	49610372-89645922	overdominant	NA	4.91 	4.56 
LVRM1_0204_D05	17	21361320	21320339-28251611	overdominant	NA	4.91 	4.61 
gnl.UG.Ssc.S35168551	1	31711533	31711533-35387799	partial-dominant	trans	4.90 	17.54 
gnl.UG.Ssc.S19540262	7	743840	743840-69717997	overdominant	NA	4.90 	4.51 
gnl.UG.Ssc.S31118594	2	133845896	3763803-135018859	overdominant	NA	4.90 	4.64 
gnl.UG.Ssc.S23699941	2	138103597	111809663-138103597	dominant	NA	4.90 	4.89 
gnl.UG.Ssc.S18383278	11	80504007	14824010-80504007	overdominant	NA	4.90 	4.68 
gnl.UG.Ssc.S50179134	6	94442844	62229667-121120053	overdominant	trans	4.90 	5.37 
gnl.UG.Ssc.S39892248	4	123057363	123057363-123057363	overdominant	NA	4.90 	4.62 
gnl.UG.Ssc.S18555356	10	51812251	51812251-77623992	overdominant	trans	4.90 	4.66 
gnl.UG.Ssc.S46879482	5	3844970	3398453-3844970	partial-dominant	cis	4.90 	38.86 
gnl.UG.Ssc.S35164564	15	152270826	35839572-152270826	overdominant	trans	4.90 	4.78 
gnl.UG.Ssc.S46876804	3	132433885	131786847-141625973	overdominant	trans	4.90 	5.02 
gnl.UG.Ssc.S31112392	7	8003501	7800516-90557027	overdominant	trans	4.90 	4.55 
gnl.UG.Ssc.S26724538	9	2748888	2748888-91008560	dominant	NA	4.89 	4.69 
gnl.UG.Ssc.S40570043	4	111730747	107959349-111730747	overdominant	NA	4.89 	5.11 
gnl.UG.Ssc.S19541206	3	112989158	112989158-112989158	overdominant	NA	4.89 	4.53 
gnl.UG.Ssc.S35166407	6	112881188	88881333-113782584	dominant	NA	4.89 	4.79 
gnl.UG.Ssc.S46878686	7	78802831	76111756-80985441	partial-dominant	cis	4.89 	26.48 
gnl.UG.Ssc.S39995010	16	52439349	36203828-59182785	overdominant	trans	4.89 	4.88 
gnl.UG.Ssc.S39863855	14	25583031	12929926-141773130	overdominant	NA	4.89 	4.50 
gnl.UG.Ssc.S19546683	1	303967546	22774695-306495152	overdominant	NA	4.89 	5.02 
gnl.UG.Ssc.S40479242	11	31989556	20768982-79884240	overdominant	NA	4.89 	5.09 
gnl.UG.Ssc.S46879671	4	66316055	44003320-89395346	overdominant	NA	4.89 	4.85 
gnl.UG.Ssc.S35166799	10	33287874	21029627-37984810	overdominant	NA	4.89 	4.65 
gnl.UG.Ssc.S46877485	6	145457494	109405659-145457494	overdominant	trans	4.88 	5.54 
ADR01_0047_F06	8	29396595	22767748-29396595	overdominant	NA	4.88 	4.86 
MLN01_0088_A06	4	123489494	118751724-127676331	overdominant	trans	4.88 	4.80 
gnl.UG.Ssc.S19538000	15	93955844	74154650-153724249	overdominant	NA	4.88 	4.54 
gnl.UG.Ssc.S46880686	5	24769365	23002609-60978291	overdominant	trans	4.88 	4.98 
gnl.UG.Ssc.S40586335	10	52134658	51681375-62181301	overdominant	NA	4.88 	4.56 
gnl.UG.Ssc.S22282135	7	95834078	72908503-125943001	overdominant	NA	4.88 	4.59 
gnl.UG.Ssc.S35172182	3	50180162	14862033-58257265	overdominant	trans	4.88 	4.83 
THY01_0091_F12	15	17589247	10038766-137832940	overdominant	trans	4.88 	4.56 
gnl.UG.Ssc.S17513694	14	106744337	82633976-106744337	overdominant	NA	4.88 	5.01 
gnl.UG.Ssc.S35331806	9	36041037	36041037-36855280	overdominant	NA	4.88 	4.72 
gnl.UG.Ssc.S23213514	17	59640502	106110-61320613	overdominant	trans	4.88 	5.12 
gnl.UG.Ssc.S46876343	6	139760470	131951039-156397022	overdominant	trans	4.88 	4.79 
gnl.UG.Ssc.S35170993	14	10090367	10090367-144001271	overdominant	trans	4.87 	4.91 
gnl.UG.Ssc.S40175697	4	10124680	6625748-10124680	overdominant	trans	4.87 	5.17 
gnl.UG.Ssc.S39972464	15	135400109	37399227-138566999	overdominant	trans	4.87 	4.78 
gnl.UG.Ssc.S40317580	4	138235493	77577579-138629077	overdominant	NA	4.87 	4.51 
gnl.UG.Ssc.S18552362	8	93148065	93148065-135150178	overdominant	trans	4.87 	5.37 
gnl.UG.Ssc.S50200203	2	6331738	2992926-9098547	overdominant	NA	4.87 	5.12 
gnl.UG.Ssc.S40583885	4	39536242	39536242-75590861	overdominant	NA	4.87 	4.55 
gnl.UG.Ssc.S40551312	14	4831260	2789202-5527812	overdominant	NA	4.87 	5.09 
gnl.UG.Ssc.S35168608	17	35923016	33587943-35923016	overdominant	trans	4.87 	5.14 
gnl.UG.Ssc.S18554789	10	39345211	13301928-46866232	overdominant	NA	4.87 	4.61 
THY01_0082_H07	1	281901852	93730143-281901852	overdominant	NA	4.87 	4.72 
gnl.UG.Ssc.S39954194	11	45049289	3416038-45992991	overdominant	NA	4.87 	4.47 
gnl.UG.Ssc.S23767485	18	52196980	49083125-54194183	overdominant	trans	4.87 	4.69 
gnl.UG.Ssc.S18547537	3	105775808	70398391-112768775	overdominant	NA	4.87 	5.39 
gnl.UG.Ssc.S26723193	18	38620060	38121218-41470083	overdominant	NA	4.87 	5.93 
gnl.UG.Ssc.S18361152	12	4174208	4174208-9585899	overdominant	NA	4.87 	4.88 
gnl.UG.Ssc.S35171216	4	22978568	7338341-25949471	overdominant	NA	4.87 	4.65 
gnl.UG.Ssc.S39987079	3	86312067	21495074-86312067	dominant	trans	4.86 	5.22 
gnl.UG.Ssc.S35169857	14	94914029	8929033-105743632	overdominant	trans	4.86 	4.75 
gnl.UG.Ssc.S18301441	1	234059149	72154478-285026326	overdominant	NA	4.86 	4.57 
OVRM1_0097_C05	3	63326757	19921287-66740895	overdominant	trans	4.86 	4.71 
gnl.UG.Ssc.S35170016	11	45788962	11870573-46441171	overdominant	trans	4.86 	4.91 
gnl.UG.Ssc.S31115115	2	7026232	3571211-10286572	overdominant	NA	4.86 	4.84 
THY01_0054_B09	2	154327810	154327810-154327810	dominant	trans	4.85 	5.59 
MLN01_0079_C09	14	142055221	136847227-145945750	overdominant	NA	4.85 	4.62 
gnl.UG.Ssc.S39892248	2	113417117	113417117-118808492	overdominant	NA	4.85 	5.87 
gnl.UG.Ssc.S46881054	4	17055319	16335905-39376756	overdominant	NA	4.85 	4.79 
gnl.UG.Ssc.S23776821	5	97513534	97513534-97513534	dominant	NA	4.85 	5.17 
gnl.UG.Ssc.S46877453	5	52812604	52812604-82345818	overdominant	trans	4.85 	4.95 
LVR01_0063_A05	1	256372239	215165889-256372239	overdominant	trans	4.85 	5.07 
gnl.UG.Ssc.S35171435	1	34711558	34711558-34711558	partial-dominant	cis	4.85 	36.98 
gnl.UG.Ssc.S35169678	9	135620032	29932430-135620032	dominant	NA	4.85 	5.06 
THY01_0100_E01	10	21312169	19458021-27556496	dominant	trans	4.85 	5.38 
gnl.UG.Ssc.S35166688	13	180057818	27858187-192635701	overdominant	NA	4.84 	4.64 
gnl.UG.Ssc.S26721796	7	13785020	10506638-20684539	dominant	trans	4.84 	5.65 
LVRM1_0039_E02	8	86414589	27073244-102887332	overdominant	trans	4.84 	4.89 
gnl.UG.Ssc.S35174264	2	43593418	365309-162088043	dominant	trans	4.84 	4.52 
gnl.UG.Ssc.S19549273	1	9427453	5633346-284308766	overdominant	NA	4.84 	4.63 
gnl.UG.Ssc.S35169166	7	114698670	110456662-118059690	overdominant	trans	4.84 	4.81 
gnl.UG.Ssc.S27877966	9	138447951	114391882-138447951	overdominant	trans	4.84 	4.64 
gnl.UG.Ssc.S35170713	8	35526849	35526849-38893637	overdominant	NA	4.84 	4.49 
gnl.UG.Ssc.S40416220	6	112145712	4089540-117760503	overdominant	NA	4.84 	4.50 
LVR01_0035_D10	1	182532412	7562715-302086585	dominant	trans	4.84 	4.59 
gnl.UG.Ssc.S35166787	16	7358991	7358991-12800313	overdominant	NA	4.84 	5.22 
OVR01_0014_B06	9	22805306	22728120-27558776	overdominant	trans	4.84 	5.44 
gnl.UG.Ssc.S19537301	12	45034446	44721718-53288290	overdominant	NA	4.84 	4.59 
gnl.UG.Ssc.S40314380	9	148943425	6308875-148943425	dominant	trans	4.84 	4.58 
gnl.UG.Ssc.S35168307	9	23462479	22912328-26959168	overdominant	trans	4.83 	4.83 
gnl.UG.Ssc.S43509679	18	47104200	44927369-51864618	overdominant	trans	4.83 	4.73 
gnl.UG.Ssc.S23692876	6	37445138	37445138-147348274	overdominant	trans	4.83 	4.68 
gnl.UG.Ssc.S35174008	11	69361885	57992782-69361885	overdominant	NA	4.83 	4.60 
gnl.UG.Ssc.S35167869	6	61116514	61116514-61116514	dominant	NA	4.83 	15.58 
SMG01_0014_F01	5	6772268	5777130-99228088	overdominant	trans	4.83 	4.52 
gnl.UG.Ssc.S18556320	10	50925088	50925088-77141165	overdominant	NA	4.83 	4.54 
gnl.UG.Ssc.S39787400	11	62034427	10641569-76943269	overdominant	trans	4.83 	4.69 
gnl.UG.Ssc.S40304693	6	14247509	14247509-14247509	dominant	NA	4.82 	4.53 
gnl.UG.Ssc.S40522989	7	101524270	51710019-101524270	overdominant	trans	4.82 	5.00 
PBL01_0026_A01	3	138547411	29097329-138547411	overdominant	trans	4.82 	4.77 
gnl.UG.Ssc.S18384478	4	94940921	2131332-96803099	overdominant	trans	4.82 	4.49 
gnl.UG.Ssc.S18556885	2	6896015	6896015-7026232	partial-dominant	cis	4.82 	44.12 
DCI01_0019_H03	1	208516673	92766049-230559605	overdominant	trans	4.82 	4.51 
gnl.UG.Ssc.S20116709	15	22476296	22476296-22476296	overdominant	trans	4.82 	4.74 
gnl.UG.Ssc.S40182904	7	17681682	17100569-54315259	overdominant	trans	4.82 	4.84 
gnl.UG.Ssc.S26725596	3	125625241	94910712-129313976	overdominant	NA	4.82 	4.49 
gnl.UG.Ssc.S35330217	11	12708798	12708798-12708798	overdominant	trans	4.82 	5.00 
LVR01_0045_A01	1	292457830	292457830-292457830	overdominant	NA	4.82 	4.51 
gnl.UG.Ssc.S41574865	3	91317568	61739022-94469016	overdominant	trans	4.82 	4.91 
gnl.UG.Ssc.S23212849	14	132022319	12229929-132022319	overdominant	trans	4.81 	4.50 
gnl.UG.Ssc.S46877661	2	147724421	28766931-150358306	overdominant	NA	4.81 	4.70 
DCI01_0066_C05	3	24602938	24602938-26704812	partial-dominant	trans	4.81 	22.82 
gnl.UG.Ssc.S40162503	6	138786769	138786769-138786769	overdominant	NA	4.81 	4.90 
gnl.UG.Ssc.S39998477	13	86889866	7144643-176799259	overdominant	NA	4.81 	4.64 
gnl.UG.Ssc.S35168589	13	17021754	17021754-22228685	overdominant	NA	4.81 	5.63 
gnl.UG.Ssc.S40191747	8	2660140	2660140-8292472	overdominant	NA	4.81 	4.60 
gnl.UG.Ssc.S40157234	16	81763028	81763028-81763028	overdominant	NA	4.81 	5.54 
gnl.UG.Ssc.S35167156	1	237146993	196589225-290878068	overdominant	NA	4.81 	4.54 
gnl.UG.Ssc.S19536951	15	125958213	125958213-140480209	overdominant	NA	4.80 	4.49 
gnl.UG.Ssc.S39794612	4	61059205	55206570-105595765	overdominant	NA	4.80 	4.58 
gnl.UG.Ssc.S40015666	14	97580752	88963503-129117369	dominant	trans	4.80 	5.03 
THY01_0068_B08	1	104709048	104709048-104709048	overdominant	trans	4.80 	4.76 
gnl.UG.Ssc.S23691900	8	108900479	108900479-108903615	overdominant	trans	4.80 	5.27 
gnl.UG.Ssc.S35168088	2	109862356	5984348-132012813	overdominant	trans	4.80 	4.53 
PTG01_0001_B06	4	70560797	43503783-142894502	overdominant	trans	4.80 	4.90 
gnl.UG.Ssc.S17509955	5	7468483	7468483-7468483	overdominant	trans	4.80 	5.41 
gnl.UG.Ssc.S35171153	3	96553580	715273-96553580	dominant	NA	4.80 	4.90 
gnl.UG.Ssc.S35171539	2	145885446	138715235-148345545	overdominant	NA	4.79 	4.72 
gnl.UG.Ssc.S46880182	13	214669192	172999223-215163452	overdominant	NA	4.79 	5.48 
ADR01_0097_E03	3	5282920	5190892-5282920	overdominant	NA	4.79 	4.95 
gnl.UG.Ssc.S26711440	2	112120819	112079833-143614475	overdominant	NA	4.79 	4.50 
gnl.UG.Ssc.S6074641	13	86889866	86889866-199790568	overdominant	trans	4.79 	4.61 
gnl.UG.Ssc.S46879825	18	39374060	38170145-46374852	overdominant	trans	4.79 	4.86 
gnl.UG.Ssc.S21545389	16	15870963	6624137-20271819	overdominant	NA	4.79 	4.76 
gnl.UG.Ssc.S46881077	11	2686928	2686928-4117931	overdominant	trans	4.78 	4.90 
gnl.UG.Ssc.S40100816	1	271797073	266130790-284949006	overdominant	NA	4.78 	4.63 
gnl.UG.Ssc.S29978974	3	113293433	5652256-116792577	overdominant	NA	4.78 	4.55 
gnl.UG.Ssc.S35166520	13	201035915	173345839-208077029	overdominant	trans	4.78 	4.79 
gnl.UG.Ssc.S35170400	17	40197933	40197933-59111820	overdominant	trans	4.78 	4.68 
gnl.UG.Ssc.S6075099	7	119633844	21815831-119633844	overdominant	NA	4.78 	4.60 
gnl.UG.Ssc.S35165235	6	100908848	100908848-100908848	partial-dominant	trans	4.78 	21.69 
gnl.UG.Ssc.S35168159	4	54693891	21328565-104825883	overdominant	trans	4.78 	4.47 
gnl.UG.Ssc.S35166276	7	118368850	117693536-123208314	dominant	trans	4.78 	4.65 
gnl.UG.Ssc.S35172209	16	36316126	24467903-67411243	overdominant	trans	4.78 	5.27 
gnl.UG.Ssc.S18380955	6	29314849	18227814-93691182	overdominant	trans	4.78 	4.65 
OVRM1_0098_A03	3	119339715	100098050-119339715	dominant	trans	4.78 	6.00 
gnl.UG.Ssc.S17511366	4	44336606	21778084-47912962	overdominant	NA	4.78 	4.76 
gnl.UG.Ssc.S31103323	18	8770985	8770985-8770985	dominant	trans	4.78 	5.35 
gnl.UG.Ssc.S23756822	8	122249328	93915617-122249328	overdominant	trans	4.78 	5.05 
DCI01_0026_C01	7	5484870	5484870-5484870	overdominant	trans	4.77 	4.61 
gnl.UG.Ssc.S50167008	3	142354630	128354675-143791334	overdominant	trans	4.77 	4.58 
gnl.UG.Ssc.S39917559	13	188046	188046-3670164	dominant	NA	4.77 	4.84 
gnl.UG.Ssc.S18551569	12	36432554	27494574-48842443	overdominant	trans	4.77 	4.48 
gnl.UG.Ssc.S35168023	4	81640931	27265073-91751881	overdominant	trans	4.77 	4.54 
gnl.UG.Ssc.S35165593	1	279033020	269063608-279033020	overdominant	trans	4.77 	5.49 
gnl.UG.Ssc.S16762308	14	5594172	4225564-152178755	overdominant	NA	4.77 	5.00 
gnl.UG.Ssc.S40558886	7	20334538	20334538-20377857	partial-dominant	cis	4.77 	37.31 
gnl.UG.Ssc.S18385103	4	123057363	5931042-128822527	overdominant	trans	4.77 	4.52 
gnl.UG.Ssc.S23758866	15	37073268	1100520-143683671	overdominant	NA	4.77 	4.63 
gnl.UG.Ssc.S35169364	4	46194326	21401215-55713325	overdominant	trans	4.76 	4.84 
gnl.UG.Ssc.S35168880	9	106425114	61898401-106425114	overdominant	trans	4.76 	4.74 
gnl.UG.Ssc.S23769110	16	15992155	12874893-18545619	overdominant	trans	4.76 	4.61 
gnl.UG.Ssc.S39858498	11	84740020	49200600-86676975	overdominant	NA	4.76 	4.63 
gnl.UG.Ssc.S26719135	13	185136270	59713628-204016747	overdominant	NA	4.76 	5.76 
gnl.UG.Ssc.S46877284	14	116664345	116664345-117360297	partial-dominant	NA	4.76 	34.58 
SPL01_0004_C08	1	269037316	54765720-303714725	overdominant	trans	4.76 	5.00 
gnl.UG.Ssc.S40035688	4	55362366	14768362-143427411	overdominant	NA	4.76 	4.79 
gnl.UG.Ssc.S35165638	1	22440579	17450838-44794426	overdominant	trans	4.76 	5.20 
gnl.UG.Ssc.S26734441	15	135440043	1193806-135440043	overdominant	trans	4.75 	4.60 
gnl.UG.Ssc.S35173451	5	103763263	6772268-104300278	dominant	NA	4.75 	4.65 
gnl.UG.Ssc.S35167864	1	284102558	154862353-284102558	dominant	trans	4.75 	5.02 
gnl.UG.Ssc.S34532600	7	52631322	47873970-68652927	overdominant	NA	4.75 	5.18 
gnl.UG.Ssc.S18359273	17	25579093	19821253-25579093	overdominant	NA	4.75 	4.70 
LVRM1_0195_D12	16	81622827	80406875-83128335	overdominant	NA	4.75 	4.73 
gnl.UG.Ssc.S19541687	4	55362366	30816873-102706847	overdominant	trans	4.74 	4.49 
gnl.UG.Ssc.S26401324	17	9014186	9014186-34226441	overdominant	NA	4.74 	5.07 
gnl.UG.Ssc.S26727275	10	2037802	2037802-4830193	overdominant	trans	4.74 	4.67 
gnl.UG.Ssc.S31986268	1	65416910	65321144-67716657	overdominant	NA	4.74 	5.77 
gnl.UG.Ssc.S46880901	14	134425345	15826376-138294159	overdominant	trans	4.74 	4.49 
gnl.UG.Ssc.S26716334	15	150547328	129532439-150887706	overdominant	NA	4.74 	4.99 
gnl.UG.Ssc.S18385324	7	55878376	54718391-134683639	overdominant	trans	4.74 	4.53 
gnl.UG.Ssc.S35169099	6	76470683	39240592-76470683	dominant	NA	4.74 	4.55 
gnl.UG.Ssc.S18355531	18	8862233	4825085-23005936	overdominant	NA	4.74 	4.59 
gnl.UG.Ssc.S46880901	16	9693321	1361396-17339758	overdominant	trans	4.74 	4.52 
TES01_0013_G04	15	84133242	40545702-154557138	overdominant	NA	4.74 	4.92 
